booking_date,travel_date,destination,supplier,product_category,customer_price_eur,quoted_cost_eur,discount_rate,manager,acquisition_channel,customer_segment,customer_type,party_size,trip_duration_days,booking_lead_days,payment_method,installments,manual_exception,travel_month
2025-12-08,2026-01-14,Rome,BlueWing,standard,2458.58,1757.94,0.12,Manager 8,paid_search,leisure,new,3,9,37,card,1,false,1
2025-06-21,2025-09-12,Zanzibar,BlueWing,premium,3733.94,2617.2,0.05,Manager 5,direct,leisure,returning,3,4,83,card,2,false,9
2024-04-25,2024-06-16,Lisbon,BlueWing,premium,3547.12,2667.57,0.05,Manager 6,partner,leisure,returning,3,10,52,card,2,false,6
2025-04-18,2025-04-20,Rome,BlueWing,standard,2818.09,2155.35,0.18,Manager 2,paid_search,corporate,new,2,8,2,bank_transfer,3,false,4
2024-04-26,2024-08-02,Tokyo,Atlas,standard,2348.95,1721.43,0.03,Manager 7,partner,leisure,returning,3,7,98,bank_transfer,2,false,8
2024-02-16,2024-04-24,Reykjavik,DeltaSun,premium,3255.24,2329.03,0.12,Manager 7,direct,family,new,6,5,68,bank_transfer,4,false,4
2025-09-15,2025-12-02,Rome,Atlas,premium,2968.79,2210.35,0.18,Manager 8,paid_search,leisure,new,3,12,78,wallet,1,false,12
2025-12-01,2026-03-19,Reykjavik,Atlas,standard,2843.15,2090.5,0.03,Manager 1,direct,family,new,6,12,108,card,2,false,3
2024-05-05,2024-07-08,Lisbon,Atlas,premium,2622.04,1946.15,0.05,Manager 4,paid_search,leisure,returning,2,4,64,card,1,false,7
2024-10-28,2024-11-15,Rome,Atlas,standard,2845.11,2147.56,0.12,Manager 8,paid_search,family,new,4,15,18,card,1,true,11
2025-10-19,2025-12-31,Rome,Cedar,standard,2654.88,2036.33,0.05,Manager 7,direct,family,returning,3,9,73,wallet,3,false,12
2024-12-21,2025-01-22,Rome,Atlas,premium,3438.37,2438.28,0.12,Manager 1,paid_search,family,returning,3,2,32,card,1,false,1
2025-03-21,2025-06-19,Tokyo,BlueWing,premium,3506.23,2544.28,0.0,Manager 2,paid_search,family,new,5,19,90,card,2,false,6
2024-05-08,2024-06-30,Tokyo,Cedar,premium,3415.45,2552.93,0.05,Manager 2,paid_search,family,new,6,4,53,card,3,true,6
2025-09-17,2025-11-19,Reykjavik,BlueWing,premium,2413.19,1894.6,0.03,Manager 6,direct,leisure,new,2,14,63,card,1,false,11
2024-07-18,2024-08-25,Zanzibar,DeltaSun,luxury,5219.26,3712.62,0.18,Manager 1,direct,leisure,new,3,2,38,card,1,false,8
2025-12-10,2026-03-17,Tokyo,BlueWing,standard,2546.29,2066.45,0.08,Manager 2,direct,family,new,6,7,97,card,1,false,3
2025-08-21,2025-09-03,Zanzibar,Atlas,premium,2855.1,2105.15,0.03,Manager 2,partner,leisure,new,1,13,13,bank_transfer,3,true,9
2025-09-22,2025-11-19,Reykjavik,Atlas,standard,2765.71,1896.04,0.05,Manager 7,direct,leisure,new,1,8,58,card,1,false,11
2025-07-29,2025-09-27,Lisbon,DeltaSun,premium,2801.85,1887.65,0.05,Manager 3,direct,family,new,3,8,60,bank_transfer,3,false,9
2024-08-07,2024-11-10,Lisbon,DeltaSun,standard,2379.17,1628.09,0.08,Manager 4,paid_search,family,new,4,3,95,card,3,false,11
2025-01-20,2025-02-05,Rome,Atlas,standard,1844.21,1398.1,0.03,Manager 6,referral,leisure,new,2,12,16,card,3,false,2
2024-05-02,2024-07-01,Reykjavik,Cedar,standard,2348.75,1597.8,0.05,Manager 3,direct,family,returning,7,9,60,card,1,false,7
2024-03-22,2024-05-06,Lisbon,BlueWing,standard,1497.49,1053.27,0.05,Manager 2,partner,leisure,new,3,2,45,wallet,1,false,5
2025-05-10,2025-09-04,Rome,Atlas,standard,2437.67,1647.05,0.03,Manager 7,direct,leisure,new,2,12,117,wallet,3,false,9
2025-12-27,2026-02-27,Rome,Atlas,luxury,4834.26,3290.83,0.08,Manager 4,direct,leisure,new,2,13,62,bank_transfer,1,false,2
2024-01-19,2024-03-21,Rome,BlueWing,standard,2084.3,1592.05,0.12,Manager 2,paid_search,family,returning,3,2,62,card,4,false,3
2025-11-22,2026-02-16,Reykjavik,Atlas,standard,2588.77,1752.19,0.18,Manager 3,partner,family,new,5,8,86,bank_transfer,1,false,2
2025-09-25,2025-10-24,Lisbon,BlueWing,luxury,4364.18,3233.39,0.18,Manager 2,partner,leisure,returning,2,7,29,card,1,false,10
2024-04-01,2024-06-09,Lisbon,DeltaSun,standard,2010.12,1345.23,0.05,Manager 4,partner,leisure,new,2,8,69,card,4,false,6
2024-02-07,2024-04-15,Tokyo,BlueWing,luxury,6124.74,4641.74,0.05,Manager 2,direct,family,new,7,9,68,card,2,false,4
2024-12-03,2025-03-18,Zanzibar,BlueWing,standard,2199.54,1500.14,0.08,Manager 7,direct,family,new,4,2,105,bank_transfer,1,false,3
2024-01-29,2024-03-05,Reykjavik,BlueWing,standard,3045.62,2025.16,0.03,Manager 6,paid_search,leisure,new,1,8,36,bank_transfer,1,false,3
2024-08-27,2024-08-29,Reykjavik,Atlas,standard,3243.15,2601.01,0.03,Manager 5,referral,family,returning,7,3,2,bank_transfer,2,false,8
2024-11-27,2025-02-09,Tokyo,BlueWing,standard,3844.75,2999.16,0.18,Manager 7,referral,family,new,6,8,74,card,2,false,2
2024-06-18,2024-06-21,Reykjavik,DeltaSun,luxury,5078.57,3923.46,0.08,Manager 8,referral,corporate,returning,3,10,3,card,1,false,6
2024-11-22,2025-01-19,Reykjavik,BlueWing,standard,1972.28,1534.93,0.0,Manager 6,referral,leisure,new,1,7,58,card,1,false,1
2025-05-13,2025-06-30,Tokyo,Atlas,standard,2114.57,1508.24,0.12,Manager 3,paid_search,leisure,new,2,2,48,card,1,false,6
2024-02-20,2024-07-24,Lisbon,DeltaSun,premium,3034.5,2135.51,0.18,Manager 3,direct,leisure,new,1,7,155,card,1,false,7
2025-09-02,2025-09-04,Rome,Cedar,luxury,4816.34,3564.36,0.0,Manager 2,paid_search,leisure,returning,3,9,2,card,2,false,9
2024-05-23,2024-06-20,Tokyo,BlueWing,standard,2309.27,1576.56,0.18,Manager 3,direct,leisure,returning,1,4,28,card,1,false,6
2024-10-23,2024-12-14,Reykjavik,Atlas,standard,2631.4,1840.99,0.0,Manager 7,referral,corporate,new,3,2,52,bank_transfer,1,false,12
2024-04-26,2024-07-03,Reykjavik,Atlas,premium,3585.27,2806.18,0.0,Manager 2,partner,family,returning,4,16,68,card,1,false,7
2024-10-01,2024-10-20,Tokyo,BlueWing,premium,4261.42,3160.08,0.12,Manager 5,paid_search,leisure,new,3,9,19,card,1,false,10
2025-08-02,2025-08-04,Lisbon,Cedar,premium,2073.62,1450.27,0.05,Manager 2,direct,leisure,returning,1,5,2,bank_transfer,1,true,8
2025-12-28,2026-01-19,Reykjavik,BlueWing,standard,2593.74,1864.75,0.08,Manager 2,referral,leisure,new,1,4,22,card,1,false,1
2024-12-18,2025-02-12,Zanzibar,Atlas,luxury,4595.85,3318.89,0.0,Manager 5,direct,corporate,new,1,13,56,card,1,false,2
2025-12-31,2026-04-06,Reykjavik,Atlas,premium,3232.55,2344.12,0.0,Manager 1,paid_search,leisure,returning,1,8,96,bank_transfer,4,false,4
2025-02-09,2025-03-27,Reykjavik,DeltaSun,standard,2616.53,1902.41,0.08,Manager 8,paid_search,leisure,returning,2,11,46,card,1,false,3
2024-10-08,2024-10-10,Reykjavik,Cedar,premium,3174.18,2509.24,0.08,Manager 2,partner,corporate,new,3,4,2,bank_transfer,1,false,10
2025-08-07,2025-08-30,Zanzibar,DeltaSun,premium,3877.2,2628.55,0.0,Manager 7,direct,family,new,4,5,23,card,1,false,8
2024-05-02,2024-08-17,Rome,DeltaSun,standard,2269.16,1542.38,0.12,Manager 7,direct,family,new,5,12,107,card,1,false,8
2025-03-19,2025-06-30,Lisbon,DeltaSun,premium,2580.69,2030.66,0.05,Manager 1,referral,leisure,new,1,9,103,card,3,false,6
2024-01-12,2024-01-14,Zanzibar,DeltaSun,standard,2909.96,2136.29,0.0,Manager 1,paid_search,corporate,new,3,8,2,card,3,false,1
2024-09-22,2024-10-31,Tokyo,Cedar,standard,2721.83,2047.81,0.0,Manager 5,partner,leisure,returning,1,3,39,card,2,false,10
2024-11-08,2024-12-31,Zanzibar,Atlas,standard,2413.84,1805.25,0.05,Manager 2,partner,family,new,4,7,53,wallet,1,false,12
2024-10-07,2024-11-01,Rome,Atlas,standard,2028.9,1539.19,0.18,Manager 1,direct,leisure,new,2,4,25,card,2,false,11
2025-12-13,2026-02-23,Tokyo,DeltaSun,premium,5007.13,3648.65,0.08,Manager 5,direct,leisure,new,3,12,72,card,3,false,2
2024-01-28,2024-04-20,Reykjavik,Cedar,premium,4390.35,3473.36,0.03,Manager 7,direct,family,new,6,5,83,card,1,false,4
2025-12-24,2025-12-28,Zanzibar,Atlas,standard,2777.64,2158.56,0.05,Manager 2,direct,leisure,new,3,6,4,bank_transfer,1,false,12
2024-03-20,2024-05-23,Tokyo,BlueWing,premium,4446.38,3242.41,0.18,Manager 2,paid_search,leisure,new,3,2,64,card,3,false,5
2024-02-12,2024-02-22,Rome,Atlas,luxury,2687.51,1984.13,0.18,Manager 2,referral,leisure,new,3,8,10,bank_transfer,1,false,2
2025-04-14,2025-07-27,Reykjavik,Cedar,premium,3532.44,2672.45,0.05,Manager 4,referral,leisure,new,3,11,104,card,1,false,7
2024-08-28,2024-11-16,Reykjavik,Atlas,premium,4154.86,2941.42,0.12,Manager 7,paid_search,leisure,returning,2,8,80,wallet,3,false,11
2024-02-15,2024-03-08,Lisbon,BlueWing,premium,3433.98,2427.2,0.03,Manager 2,paid_search,leisure,returning,3,11,22,wallet,1,false,3
2025-07-23,2025-10-19,Tokyo,Atlas,standard,3077.93,2164.21,0.08,Manager 2,direct,family,returning,5,4,88,bank_transfer,1,false,10
2025-12-06,2026-01-12,Reykjavik,DeltaSun,standard,2417.1,1713.43,0.03,Manager 2,referral,corporate,new,1,2,37,wallet,3,false,1
2024-09-19,2024-11-28,Lisbon,DeltaSun,standard,1878.14,1340.87,0.03,Manager 5,paid_search,leisure,new,2,4,70,card,1,false,11
2025-12-18,2026-02-08,Lisbon,Atlas,standard,2940.76,2073.82,0.03,Manager 8,direct,family,new,5,10,52,card,1,false,2
2024-03-15,2024-06-13,Tokyo,BlueWing,premium,4734.57,3521.59,0.05,Manager 8,paid_search,leisure,returning,1,13,90,card,3,false,6
2025-01-30,2025-02-27,Tokyo,DeltaSun,premium,4703.11,3630.67,0.08,Manager 2,paid_search,corporate,returning,3,2,28,card,1,false,2
2024-05-23,2024-07-31,Rome,BlueWing,premium,2333.18,1571.09,0.08,Manager 6,direct,leisure,new,1,10,69,card,2,false,7
2024-10-12,2024-12-18,Lisbon,Atlas,standard,2165.49,1443.25,0.03,Manager 8,partner,leisure,new,1,9,67,card,1,false,12
2024-05-08,2024-06-29,Tokyo,Atlas,premium,5026.98,3757.55,0.05,Manager 5,partner,leisure,returning,2,8,52,card,1,false,6
2025-10-25,2025-12-07,Tokyo,BlueWing,premium,3339.96,2526.48,0.03,Manager 2,paid_search,corporate,returning,1,12,43,bank_transfer,3,false,12
2024-09-28,2024-11-03,Rome,Atlas,standard,2503.7,1864.79,0.08,Manager 6,referral,family,returning,5,7,36,card,2,false,11
2024-02-11,2024-03-08,Reykjavik,Atlas,premium,4019.19,2804.69,0.03,Manager 1,partner,family,new,6,11,26,wallet,4,false,3
2024-04-30,2024-07-08,Tokyo,Atlas,standard,1989.22,1425.69,0.08,Manager 3,partner,leisure,returning,3,3,69,card,1,false,7
2025-08-19,2025-10-16,Lisbon,Cedar,standard,2213.64,1531.89,0.05,Manager 8,paid_search,leisure,new,3,5,58,wallet,2,false,10
2025-10-13,2025-12-26,Lisbon,Cedar,standard,2193.38,1463.89,0.12,Manager 3,partner,leisure,new,1,7,74,bank_transfer,1,false,12
2024-10-20,2024-11-30,Rome,Cedar,premium,3044.07,2314.76,0.12,Manager 3,paid_search,corporate,returning,1,11,41,bank_transfer,2,false,11
2024-05-28,2024-07-12,Zanzibar,BlueWing,luxury,4161.92,3345.17,0.12,Manager 2,partner,leisure,returning,1,5,45,wallet,3,false,7
2024-03-29,2024-04-21,Lisbon,DeltaSun,premium,1971.88,1424.62,0.0,Manager 2,direct,leisure,returning,3,5,23,card,1,false,4
2025-02-11,2025-03-20,Tokyo,Atlas,premium,3667.81,2643.79,0.0,Manager 2,direct,leisure,new,3,2,37,card,1,false,3
2024-09-18,2024-12-18,Tokyo,BlueWing,standard,2813.1,2081.93,0.18,Manager 2,direct,leisure,new,1,13,91,wallet,1,true,12
2025-10-29,2025-11-19,Rome,Cedar,standard,1943.75,1302.88,0.05,Manager 3,partner,leisure,returning,1,2,21,bank_transfer,1,false,11
2024-01-22,2024-03-15,Rome,Atlas,standard,3428.01,2521.5,0.0,Manager 3,paid_search,family,returning,6,8,53,bank_transfer,1,false,3
2024-05-27,2024-09-04,Rome,Cedar,premium,3503.96,2355.7,0.12,Manager 5,direct,leisure,returning,3,7,100,bank_transfer,4,false,9
2025-02-04,2025-02-06,Reykjavik,Atlas,standard,3055.27,2106.73,0.05,Manager 1,partner,corporate,new,3,6,2,bank_transfer,2,false,2
2025-04-21,2025-07-03,Reykjavik,BlueWing,standard,2810.71,2183.27,0.0,Manager 6,paid_search,leisure,new,1,10,73,card,4,false,7
2025-05-16,2025-07-01,Zanzibar,Atlas,standard,3965.51,2914.37,0.08,Manager 5,paid_search,leisure,new,2,15,46,bank_transfer,3,false,7
2024-01-30,2024-04-27,Reykjavik,Cedar,standard,3380.65,2360.62,0.03,Manager 5,paid_search,leisure,returning,3,13,88,bank_transfer,1,false,4
2025-10-23,2025-12-26,Reykjavik,DeltaSun,premium,2533.82,1975.57,0.0,Manager 1,paid_search,corporate,returning,1,9,64,card,2,false,12
2024-06-11,2024-06-13,Zanzibar,DeltaSun,premium,3048.07,2388.68,0.08,Manager 1,partner,corporate,returning,3,2,2,wallet,2,false,6
2024-10-07,2024-11-12,Rome,Atlas,standard,2264.45,1569.64,0.18,Manager 1,direct,corporate,new,2,3,36,bank_transfer,1,false,11
2025-03-17,2025-06-04,Tokyo,BlueWing,standard,3221.21,2541.83,0.08,Manager 1,referral,leisure,new,1,6,79,bank_transfer,2,false,6
2024-01-20,2024-01-26,Rome,Atlas,standard,1918.22,1376.06,0.12,Manager 1,paid_search,leisure,new,2,9,6,card,2,false,1
2025-05-24,2025-09-05,Zanzibar,Cedar,standard,2186.33,1646.25,0.03,Manager 2,partner,family,new,3,2,104,bank_transfer,1,false,9
2024-09-08,2024-10-12,Zanzibar,DeltaSun,standard,3137.66,2524.27,0.18,Manager 1,referral,family,new,5,10,34,bank_transfer,1,false,10
2025-08-24,2025-11-29,Lisbon,Atlas,premium,2594.17,1741.98,0.08,Manager 8,direct,leisure,new,1,3,97,bank_transfer,1,false,11
2024-03-06,2024-03-25,Reykjavik,DeltaSun,standard,2945.22,2100.3,0.12,Manager 4,partner,leisure,returning,2,9,19,card,3,false,3
2024-07-19,2024-08-30,Zanzibar,DeltaSun,standard,2545.84,1980.04,0.0,Manager 4,partner,leisure,returning,1,10,42,card,1,false,8
2024-04-13,2024-05-28,Lisbon,BlueWing,premium,1817.78,1321.33,0.05,Manager 8,partner,leisure,returning,1,6,45,card,1,false,5
2025-08-24,2025-09-13,Zanzibar,BlueWing,premium,3066.37,2125.55,0.12,Manager 2,partner,leisure,new,3,3,20,card,1,false,9
2025-06-06,2025-07-19,Tokyo,DeltaSun,premium,3983.24,3123.29,0.05,Manager 5,referral,leisure,new,2,9,43,wallet,3,false,7
2025-09-05,2025-12-25,Tokyo,DeltaSun,standard,3325.47,2605.99,0.08,Manager 6,paid_search,family,returning,5,6,111,card,3,false,12
2024-03-31,2024-05-10,Reykjavik,Atlas,standard,1980.96,1358.49,0.03,Manager 8,direct,leisure,returning,2,12,40,card,1,false,5
2025-02-02,2025-04-05,Lisbon,Cedar,standard,2444.1,1841.15,0.05,Manager 2,direct,leisure,new,3,11,62,wallet,1,false,4
2024-10-17,2024-10-28,Rome,BlueWing,standard,2872.59,2290.87,0.05,Manager 2,paid_search,leisure,returning,3,10,11,card,2,false,10
2024-12-28,2025-01-04,Lisbon,Atlas,standard,2320.66,1687.54,0.05,Manager 8,partner,leisure,returning,1,8,7,bank_transfer,1,false,1
2025-09-25,2025-10-06,Zanzibar,Cedar,standard,3133.78,2188.63,0.05,Manager 2,paid_search,corporate,new,3,6,11,wallet,1,false,10
2024-02-01,2024-02-28,Lisbon,BlueWing,standard,2410.2,1735.22,0.05,Manager 8,partner,family,new,3,9,27,bank_transfer,3,false,2
2025-01-06,2025-02-02,Rome,Atlas,standard,3311.74,2296.85,0.03,Manager 1,direct,family,new,7,16,27,card,2,false,2
2025-01-01,2025-03-17,Rome,DeltaSun,standard,2205.17,1540.23,0.12,Manager 7,partner,corporate,new,1,9,75,card,3,false,3
2025-10-03,2025-11-13,Tokyo,BlueWing,premium,3813.87,2741.09,0.08,Manager 3,direct,family,new,6,7,41,card,4,false,11
2024-06-09,2024-07-14,Tokyo,BlueWing,luxury,4920.7,3391.56,0.0,Manager 2,partner,leisure,returning,2,10,35,card,1,true,7
2025-10-10,2025-11-28,Rome,Atlas,premium,3751.05,2777.72,0.18,Manager 2,direct,leisure,returning,2,15,49,card,1,false,11
2025-01-16,2025-03-12,Tokyo,BlueWing,standard,3907.93,3103.12,0.0,Manager 2,paid_search,corporate,new,1,12,55,card,1,false,3
2024-08-29,2024-11-01,Reykjavik,Cedar,standard,1996.33,1574.43,0.05,Manager 4,referral,family,returning,3,2,64,card,1,false,11
2025-10-23,2025-11-26,Rome,Cedar,premium,2942.39,2104.33,0.12,Manager 8,partner,corporate,new,1,3,34,card,3,false,11
2025-09-24,2025-11-21,Tokyo,Atlas,premium,3541.04,2537.39,0.05,Manager 2,partner,leisure,new,2,13,58,card,1,false,11
2024-04-04,2024-05-21,Tokyo,Cedar,premium,4261.95,3302.95,0.12,Manager 6,partner,leisure,returning,1,3,47,card,1,false,5
2024-09-15,2024-12-24,Tokyo,Atlas,standard,3128.98,2582.96,0.08,Manager 2,partner,family,returning,5,14,100,wallet,1,false,12
2025-12-22,2026-02-16,Lisbon,BlueWing,premium,3339.49,2389.95,0.0,Manager 5,paid_search,family,returning,5,7,56,card,1,false,2
2025-12-21,2026-01-30,Lisbon,BlueWing,premium,3537.68,2703.15,0.05,Manager 7,direct,leisure,new,3,9,40,bank_transfer,2,false,1
2024-09-24,2024-11-25,Tokyo,BlueWing,premium,4709.86,3188.31,0.12,Manager 2,paid_search,leisure,returning,2,5,62,bank_transfer,3,false,11
2025-06-21,2025-09-18,Lisbon,DeltaSun,standard,2304.34,1802.31,0.08,Manager 5,direct,leisure,returning,2,7,89,wallet,2,false,9
2024-10-30,2025-01-21,Rome,BlueWing,premium,3097.49,2305.02,0.0,Manager 3,referral,leisure,returning,2,4,83,wallet,2,false,1
2025-01-06,2025-03-02,Tokyo,BlueWing,premium,4598.99,3133.72,0.08,Manager 6,partner,corporate,new,3,11,55,card,2,false,3
2024-06-21,2024-07-24,Tokyo,Atlas,standard,3443.65,2618.73,0.0,Manager 2,paid_search,leisure,returning,3,20,33,card,2,false,7
2024-01-05,2024-04-07,Rome,Cedar,standard,1867.97,1328.31,0.12,Manager 8,partner,leisure,returning,2,4,93,card,3,false,4
2024-12-24,2025-01-14,Zanzibar,BlueWing,standard,2762.28,1999.43,0.0,Manager 6,direct,corporate,returning,3,8,21,bank_transfer,1,false,1
2024-03-29,2024-06-22,Zanzibar,BlueWing,standard,2745.31,2018.59,0.0,Manager 2,referral,leisure,returning,1,11,85,card,1,false,6
2025-03-18,2025-03-20,Reykjavik,Atlas,standard,2321.32,1726.6,0.0,Manager 2,partner,corporate,new,1,2,2,card,2,false,3
2025-01-10,2025-03-10,Zanzibar,Atlas,luxury,7366.31,5317.15,0.08,Manager 8,partner,leisure,returning,3,15,59,card,1,false,3
2024-06-26,2024-07-18,Zanzibar,Cedar,standard,2949.91,2074.8,0.0,Manager 4,direct,leisure,returning,3,6,22,bank_transfer,1,false,7
2024-10-15,2025-01-04,Zanzibar,Atlas,standard,2408.66,1780.36,0.12,Manager 6,direct,corporate,new,3,2,81,card,2,false,1
2025-11-02,2025-12-13,Tokyo,DeltaSun,standard,3614.71,2676.39,0.05,Manager 2,partner,family,new,5,6,41,card,1,true,12
2025-03-05,2025-04-28,Lisbon,DeltaSun,standard,2112.13,1397.09,0.05,Manager 2,partner,leisure,new,1,6,54,bank_transfer,1,false,4
2024-06-01,2024-09-08,Lisbon,DeltaSun,premium,3093.69,2366.71,0.03,Manager 1,paid_search,leisure,new,3,9,99,card,4,false,9
2025-05-15,2025-09-20,Reykjavik,Atlas,standard,3232.87,2136.98,0.0,Manager 4,paid_search,leisure,returning,2,8,128,wallet,2,false,9
2025-04-18,2025-06-24,Rome,Cedar,standard,1546.56,1193.64,0.0,Manager 1,referral,leisure,new,1,4,67,card,1,false,6
2024-09-16,2024-10-16,Zanzibar,Cedar,standard,3204.16,2313.63,0.0,Manager 8,paid_search,family,returning,7,5,30,card,4,false,10
2025-01-04,2025-01-10,Reykjavik,Atlas,standard,2979.11,2148.96,0.08,Manager 5,direct,family,returning,5,10,6,bank_transfer,2,false,1
2024-12-02,2025-01-08,Lisbon,BlueWing,standard,1807.17,1300.88,0.05,Manager 4,partner,leisure,returning,1,10,37,card,3,false,1
2025-01-19,2025-02-19,Tokyo,DeltaSun,premium,3788.3,2779.72,0.08,Manager 2,partner,corporate,new,3,9,31,wallet,1,false,2
2025-05-26,2025-08-20,Lisbon,Atlas,premium,3475.26,2383.68,0.03,Manager 4,paid_search,leisure,new,1,12,86,card,4,false,8
2025-05-08,2025-07-21,Reykjavik,BlueWing,premium,3385.13,2386.67,0.05,Manager 2,partner,leisure,new,3,5,74,bank_transfer,3,false,7
2024-09-07,2024-10-11,Tokyo,Cedar,premium,5193.77,3562.36,0.05,Manager 2,partner,leisure,new,2,9,34,wallet,1,false,10
2024-07-12,2024-11-19,Tokyo,BlueWing,standard,2916.78,2261.12,0.05,Manager 8,referral,leisure,returning,3,7,130,bank_transfer,1,false,11
2024-08-02,2024-10-15,Lisbon,BlueWing,standard,1834.84,1441.72,0.05,Manager 5,direct,leisure,new,2,4,74,card,3,false,10
2025-08-01,2025-08-03,Rome,BlueWing,standard,2032.65,1497.19,0.0,Manager 4,paid_search,corporate,new,3,2,2,card,1,false,8
2025-05-06,2025-07-30,Lisbon,BlueWing,premium,2241.38,1660.89,0.03,Manager 4,partner,leisure,returning,3,12,85,card,1,false,7
2025-07-29,2025-10-26,Zanzibar,Cedar,standard,2899.74,2073.45,0.08,Manager 5,partner,leisure,returning,1,10,89,card,2,false,10
2024-06-21,2024-07-19,Zanzibar,Cedar,standard,3173.61,2390.7,0.08,Manager 2,direct,leisure,new,1,16,28,wallet,1,false,7
2024-10-06,2024-11-27,Lisbon,DeltaSun,luxury,3369.49,2419.7,0.0,Manager 6,partner,corporate,new,2,2,52,bank_transfer,1,false,11
2025-11-12,2025-11-18,Tokyo,Atlas,premium,3731.1,2741.02,0.0,Manager 2,direct,leisure,new,3,5,6,bank_transfer,4,false,11
2024-01-08,2024-01-10,Reykjavik,Atlas,premium,2798.93,2142.64,0.03,Manager 2,partner,corporate,new,1,2,2,wallet,1,false,1
2025-05-31,2025-07-19,Reykjavik,Atlas,luxury,5457.25,4081.36,0.03,Manager 4,direct,corporate,returning,3,10,49,wallet,1,false,7
2024-01-01,2024-02-29,Lisbon,BlueWing,standard,2774.54,1914.14,0.12,Manager 5,paid_search,family,new,5,3,59,bank_transfer,1,false,2
2025-11-18,2026-01-01,Rome,BlueWing,standard,2977.01,2330.52,0.05,Manager 1,referral,corporate,new,2,15,44,bank_transfer,1,false,1
2025-07-21,2025-10-06,Rome,DeltaSun,standard,1830.03,1295.88,0.0,Manager 7,partner,leisure,new,1,6,77,bank_transfer,1,false,10
2025-07-31,2025-08-25,Zanzibar,Cedar,standard,2966.79,2161.74,0.08,Manager 3,direct,corporate,new,2,6,25,card,2,false,8
2024-08-30,2024-11-17,Reykjavik,BlueWing,standard,2691.22,2003.07,0.05,Manager 6,referral,leisure,new,2,6,79,card,2,false,11
2024-02-16,2024-03-17,Rome,Cedar,luxury,3350.27,2539.79,0.18,Manager 4,direct,leisure,new,3,9,30,card,2,false,3
2025-06-07,2025-08-01,Zanzibar,DeltaSun,standard,3305.54,2493.68,0.05,Manager 7,direct,corporate,new,3,9,55,bank_transfer,1,false,8
2024-06-30,2024-09-28,Tokyo,BlueWing,standard,3197.5,2568.78,0.0,Manager 3,partner,leisure,returning,3,2,90,card,4,false,9
2025-06-25,2025-09-09,Rome,Atlas,premium,2973.35,2012.64,0.12,Manager 1,paid_search,leisure,new,3,9,76,card,1,false,9
2025-05-19,2025-07-25,Reykjavik,Atlas,luxury,6588.62,5210.4,0.05,Manager 5,paid_search,family,returning,7,6,67,card,1,true,7
2025-06-27,2025-08-25,Zanzibar,Cedar,standard,3307.88,2260.08,0.03,Manager 2,direct,leisure,new,2,11,59,bank_transfer,3,false,8
2025-08-02,2025-09-15,Lisbon,DeltaSun,standard,2029.23,1557.53,0.18,Manager 3,paid_search,leisure,returning,3,4,44,bank_transfer,2,false,9
2024-08-16,2025-01-10,Lisbon,Cedar,standard,2327.19,1682.3,0.03,Manager 1,paid_search,leisure,new,2,13,147,card,2,false,1
2025-08-17,2025-09-14,Zanzibar,Atlas,premium,1697.69,1292.84,0.0,Manager 2,paid_search,corporate,new,2,9,28,card,1,false,9
2024-02-27,2024-03-17,Reykjavik,Atlas,standard,2894.39,2267.5,0.05,Manager 5,partner,corporate,returning,2,2,19,card,2,false,3
2024-11-08,2024-12-22,Reykjavik,DeltaSun,standard,2274.25,1502.62,0.0,Manager 4,direct,leisure,new,2,5,44,bank_transfer,3,false,12
2024-10-16,2024-12-12,Reykjavik,BlueWing,luxury,5363.52,3944.3,0.12,Manager 7,direct,leisure,new,3,20,57,wallet,1,false,12
2025-01-04,2025-02-09,Zanzibar,Cedar,standard,2732.17,2199.13,0.0,Manager 5,referral,leisure,returning,1,9,36,bank_transfer,1,false,2
2025-01-24,2025-03-14,Lisbon,DeltaSun,premium,2438.33,1684.36,0.18,Manager 3,paid_search,leisure,returning,1,10,49,card,1,false,3
2025-05-22,2025-06-29,Lisbon,DeltaSun,standard,1654.83,1167.64,0.08,Manager 1,direct,corporate,new,2,5,38,card,1,false,6
2024-06-18,2024-06-20,Reykjavik,Cedar,luxury,5059.73,3838.29,0.08,Manager 4,paid_search,corporate,new,1,4,2,bank_transfer,1,true,6
2024-04-11,2024-04-21,Rome,Atlas,premium,3502.83,2391.41,0.05,Manager 2,paid_search,leisure,new,1,9,10,card,2,false,4
2024-01-05,2024-01-07,Reykjavik,Cedar,luxury,7155.99,5828.21,0.12,Manager 6,paid_search,family,returning,5,5,2,card,1,false,1
2025-10-26,2025-12-16,Rome,Atlas,premium,3342.98,2560.0,0.05,Manager 6,partner,family,new,5,12,51,card,1,true,12
2025-06-12,2025-07-31,Rome,Cedar,premium,2915.68,2253.62,0.05,Manager 5,partner,corporate,returning,2,8,49,bank_transfer,1,false,7
2024-03-23,2024-06-25,Reykjavik,Cedar,premium,3661.71,2886.58,0.05,Manager 1,partner,family,new,3,4,94,card,1,false,6
2025-07-12,2025-10-13,Zanzibar,Atlas,premium,4516.68,3260.76,0.0,Manager 3,partner,leisure,new,3,9,93,card,1,false,10
2024-05-31,2024-07-11,Reykjavik,DeltaSun,standard,2432.26,1647.19,0.18,Manager 8,direct,family,returning,3,2,41,bank_transfer,2,false,7
