booking_id,customer_id,booking_date,travel_date,destination,supplier,product_category,customer_price_eur,quoted_cost_eur,discount_rate,manager,acquisition_channel,customer_segment,customer_type,party_size,trip_duration_days,booking_lead_days,payment_method,installments,manual_exception,currency,cancellation,refund_amount_eur,refund_date,booking_changes,support_cases,support_cost_eur,additional_cost_eur,gross_profit_eur,contribution_margin_eur,repeat_purchase_180d,last_modified_at
SYN-04283,SYN-CUST-2203,2025-06-10,2025-08-02,Lisbon,,standard,2483.43,1865.65,0.05,Manager 2,partner,family,new,5,8,53,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,56.04,493.6,407.76,False,2025-09-11
SYN-04284,SYN-CUST-2764,2024-01-21,2024-02-06,Zanzibar,BlueWing,luxury,6597.25,4833.33,0.0,Manager 6,direct,corporate,returning,1,4,16,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,0.0,1763.92,1684.75,False,2024-05-15
SYN-04285,SYN-CUST-0125,2024-05-28,2024-09-09,Rome,Atlas,premium,3480.86,2429.36,0.0,Manager 7,direct,leisure,new,3,7,104,card,2,False,EUR,False,0.0,,0,0,0.0,36.45,1051.5,945.43,True,2024-07-31
SYN-04286,SYN-CUST-0686,2024-07-25,2024-07-27,Lisbon,BlueWing,standard,1777.15,1277.3,0.12,Manager 1,partner,corporate,returning,2,2,2,card,1,False,EUR,False,0.0,,0,2,106.56,304.39,286.59,-145.69,False,2024-10-22
SYN-04287,SYN-CUST-1247,2024-01-24,2024-03-23,Reykjavik,DeltaSun,premium,3592.34,2649.99,0.05,Manager 7,partner,leisure,new,3,6,59,card,3,False,EUR,False,0.0,,0,0,0.0,0.0,762.74,662.15,True,2024-03-15
SYN-04288,SYN-CUST-1808,2024-02-12,2024-03-16,Reykjavik,BlueWing,standard,2460.05,1919.68,0.03,Manager 8,direct,leisure,new,2,6,33,card,1,False,EUR,False,0.0,,0,0,0.0,100.79,466.57,336.26,False,2024-03-20
SYN-04289,SYN-CUST-2369,2025-07-11,2025-07-23,Zanzibar,Cedar,premium,3875.84,2950.52,0.05,Manager 1,direct,corporate,returning,2,2,12,bank_transfer,4,False,EUR,False,0.0,,0,0,0.0,0.0,731.52,591.99,,2025-10-06
SYN-04290,SYN-CUST-2930,2024-02-07,2024-03-14,Lisbon,,standard,1666.48,1246.57,0.18,Manager 5,paid_search,leisure,new,1,3,36,wallet,1,False,EUR,False,0.0,,0,0,0.0,43.01,119.95,56.94,True,2024-04-16
SYN-04291,SYN-CUST-0291,2025-07-03,2025-09-22,Reykjavik,Atlas,standard,2515.63,1955.87,0.05,Manager 1,partner,leisure,new,1,7,81,bank_transfer,1,True,EUR,False,0.0,,1,0,0.0,56.71,433.97,347.07,False,2025-09-20
SYN-04292,SYN-CUST-0852,2025-10-05,2025-12-09,Reykjavik,Cedar,luxury,5725.5,4042.93,0.0,Manager 6,referral,family,new,5,17,65,card,2,False,EUR,False,0.0,,0,1,60.36,2.37,1682.57,1505.34,True,2026-01-28
SYN-04293,SYN-CUST-1413,2024-01-19,2024-05-11,Zanzibar,Atlas,luxury,3795.49,3071.67,0.12,Manager 8,partner,family,new,6,2,113,bank_transfer,1,False,EUR,False,0.0,,0,2,165.8,60.67,268.36,-3.65,False,2024-05-14
SYN-04294,SYN-CUST-1974,2024-12-20,2025-03-05,Lisbon,Cedar,luxury,5228.33,4037.67,0.12,Manager 3,partner,family,returning,6,3,75,card,1,False,EUR,False,0.0,,0,0,0.0,50.82,563.27,449.71,False,2025-04-08
SYN-04295,SYN-CUST-2535,2025-02-27,2025-04-23,Rome,DeltaSun,premium,3721.14,2904.79,0.12,Manager 1,paid_search,family,returning,5,8,55,bank_transfer,2,True,EUR,True,3034.95,2025-04-10,0,0,0.0,115.08,-2665.13,-2854.63,False,2025-04-04
SYN-04296,SYN-CUST-3096,2025-01-13,2025-02-23,Rome,BlueWing,standard,2202.48,1613.69,0.03,Manager 2,direct,family,returning,6,5,41,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,522.72,478.67,False,2025-03-08
SYN-04297,SYN-CUST-0457,2025-06-28,2025-07-19,Tokyo,DeltaSun,premium,4414.75,2986.98,0.18,Manager 1,referral,leisure,new,1,5,21,card,1,False,EUR,False,0.0,,0,0,0.0,110.75,633.11,469.38,False,2025-08-17
SYN-04298,SYN-CUST-1018,2025-05-10,2025-07-14,Lisbon,Atlas,standard,2028.25,1558.43,0.0,Manager 1,direct,leisure,returning,1,4,65,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,92.47,469.82,336.79,False,2025-07-30
SYN-04299,SYN-CUST-1579,2024-05-22,2024-08-03,Zanzibar,Cedar,premium,4252.29,2932.81,0.0,Manager 2,direct,leisure,returning,3,3,73,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,1319.47,1268.44,True,2024-06-28
SYN-04300,SYN-CUST-2140,2025-01-28,2025-01-30,Tokyo,Cedar,standard,2214.64,1686.0,0.03,Manager 2,direct,corporate,new,2,3,2,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,445.2,462.2,-27.3,True,2025-04-10
SYN-04301,SYN-CUST-2701,2024-05-25,2024-07-31,Reykjavik,DeltaSun,standard,2914.24,2228.88,0.08,Manager 1,paid_search,corporate,new,1,8,67,card,1,False,EUR,False,0.0,,0,0,0.0,28.66,452.22,388.58,False,2024-06-25
SYN-04302,SYN-CUST-0062,2024-02-03,2024-04-24,Tokyo,Atlas,premium,3593.56,2858.57,0.12,Manager 3,referral,family,returning,5,4,81,card,1,False,EUR,False,0.0,,1,0,0.0,7.0,303.77,253.65,False,2024-03-24
SYN-04303,SYN-CUST-0623,2025-11-22,2026-01-23,Zanzibar,Atlas,luxury,4554.86,3349.2,0.05,Manager 4,direct,leisure,new,2,4,62,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,977.92,923.26,True,2026-02-01
SYN-04304,SYN-CUST-1184,2025-03-03,2025-07-16,Tokyo,DeltaSun,standard,2623.6,1801.71,0.08,Manager 2,partner,family,new,4,4,135,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,0.0,612.0,580.52,False,2025-04-20
SYN-04305,SYN-CUST-1745,2024-09-03,2024-09-29,Lisbon,Cedar,standard,2012.96,1352.75,0.03,Manager 7,partner,leisure,new,2,2,26,card,2,False,EUR,False,0.0,,0,0,0.0,67.4,599.82,492.16,False,2024-11-02
SYN-04306,SYN-CUST-2306,2024-09-11,2024-09-13,Rome,DeltaSun,standard,2013.78,1362.26,0.05,Manager 1,paid_search,corporate,new,3,8,2,card,2,True,EUR,False,0.0,,0,0,0.0,73.45,550.83,437.11,False,2024-11-27
SYN-04307,SYN-CUST-2867,2024-12-20,2025-02-19,Zanzibar,Atlas,standard,2638.21,1949.09,0.0,Manager 6,direct,family,returning,5,10,61,card,1,False,EUR,False,0.0,,1,0,0.0,97.2,689.13,560.27,True,2025-04-03
SYN-04308,SYN-CUST-0228,2025-06-25,2025-09-06,Lisbon,DeltaSun,standard,1805.34,1195.02,0.0,Manager 4,direct,leisure,new,3,6,73,card,1,False,EUR,False,0.0,,0,0,0.0,7.76,610.32,580.9,False,2025-09-18
SYN-04309,SYN-CUST-0789,2025-10-18,2025-12-08,Tokyo,BlueWing,standard,3364.47,2655.43,0.05,Manager 2,paid_search,family,new,7,14,51,wallet,1,False,EUR,False,0.0,,0,0,0.0,29.56,540.81,470.88,True,2025-11-08
SYN-04310,SYN-CUST-1350,2025-11-22,2026-02-18,Lisbon,BlueWing,standard,2494.18,1701.53,0.18,Manager 2,paid_search,leisure,new,1,18,88,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,343.7,313.77,False,2025-11-30
SYN-04311,SYN-CUST-1911,2024-01-01,2024-03-30,Rome,DeltaSun,standard,2815.95,1959.48,0.03,Manager 3,paid_search,leisure,returning,2,5,89,card,1,False,EUR,False,0.0,,0,0,0.0,38.4,772.0,699.81,False,2024-02-01
SYN-04312,SYN-CUST-2472,2024-08-12,2024-10-22,Tokyo,BlueWing,standard,3306.86,2279.73,0.08,Manager 2,paid_search,leisure,new,2,10,71,card,1,False,EUR,False,0.0,,0,0,0.0,68.32,762.58,654.58,False,2024-11-19
SYN-04313,SYN-CUST-3033,2025-02-16,2025-04-23,Rome,Cedar,PREMIUM,2411.39,1724.29,0.0,Manager 1,paid_search,leisure,new,2,7,66,card,2,False,EUR,False,0.0,,0,0,0.0,9.73,687.11,629.15,False,2025-03-22
SYN-04314,SYN-CUST-0394,2025-12-10,2026-03-07,Rome,BlueWing,premium,3429.09,2366.96,0.12,Manager 3,paid_search,leisure,returning,2,12,87,bank_transfer,1,False,EUR,True,2753.38,2026-01-22,0,0,0.0,0.0,-2102.74,-2143.89,,2026-01-09
SYN-04315,SYN-CUST-0955,2025-05-25,2025-08-13,Rome,BlueWing,luxury,5749.44,3963.21,0.05,Manager 6,paid_search,leisure,new,3,10,80,bank_transfer,3,False,EUR,False,0.0,,0,0,0.0,346.37,1498.77,991.41,False,2025-08-08
SYN-04316,SYN-CUST-1516,2025-09-27,2025-12-09,Lisbon,DeltaSun,premium,2237.75,1531.28,0.18,Manager 7,partner,leisure,returning,1,9,73,card,2,False,EUR,True,1623.04,2025-12-08,0,0,0.0,40.16,-1319.36,-1404.28,,2025-10-28
SYN-04317,SYN-CUST-2077,2025-12-17,2026-01-14,Lisbon,BlueWing,premium,2563.79,1858.42,0.03,Manager 3,direct,leisure,returning,2,8,28,card,3,False,EUR,False,0.0,,0,0,0.0,51.76,628.46,504.91,True,2026-03-28
SYN-04318,SYN-CUST-2638,2025-11-29,2026-03-26,Zanzibar,Atlas,STANDARD,3263.94,2559.43,0.0,Manager 3,paid_search,family,new,3,15,117,bank_transfer,2,False,EUR,False,0.0,,0,1,84.43,41.37,704.5,513.42,False,2025-12-04
SYN-04319,SYN-CUST-3199,2024-03-08,2024-05-29,Rome,Atlas,premium,2934.68,2106.57,0.0,Manager 2,paid_search,leisure,returning,3,18,82,wallet,1,False,EUR,False,0.0,,0,0,0.0,74.41,828.11,718.49,False,2024-04-08
SYN-04320,SYN-CUST-0560,2025-07-29,2025-11-30,Tokyo,DeltaSun,premium,4314.34,3415.95,0.03,Manager 8,paid_search,family,new,5,7,124,card,1,False,EUR,False,0.0,,0,0,0.0,102.03,768.96,615.16,False,2025-10-27
SYN-04321,SYN-CUST-1121,2024-04-02,2024-05-07,Tokyo,Atlas,premium,4713.25,3830.62,0.12,Manager 4,paid_search,family,new,5,6,35,card,2,False,EUR,False,0.0,,0,0,0.0,89.28,317.04,133.49,False,2024-05-10
SYN-04322,SYN-CUST-1682,2024-07-30,2024-09-30,Rome,BlueWing,standard,2453.3,1717.83,0.08,Manager 8,direct,leisure,new,3,10,62,card,2,False,EUR,False,0.0,,0,0,0.0,100.77,539.2,389.36,False,2024-11-07
SYN-04323,SYN-CUST-2243,2024-05-24,2024-07-18,Reykjavik,BlueWing,standard,2622.11,2053.54,0.0,Manager 2,partner,leisure,returning,3,7,55,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,35.87,568.57,480.25,False,2024-08-09
SYN-04324,SYN-CUST-2804,2025-11-14,2026-01-12,Rome,Atlas,standard,1883.86,1404.21,0.08,Manager 8,paid_search,family,returning,6,2,59,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,9.36,328.94,296.98,,2025-12-07
SYN-04325,SYN-CUST-0165,2025-01-02,2025-02-22,Zanzibar,Atlas,standard,3698.14,2524.96,0.0,Manager 2,paid_search,leisure,returning,1,2,51,card,4,False,EUR,False,0.0,,0,0,0.0,0.0,1173.18,1040.05,True,2025-03-02
SYN-04326,SYN-CUST-0726,2024-03-26,2024-03-28,Rome,BlueWing,luxury,3924.76,3033.88,0.08,Manager 6,paid_search,leisure,returning,2,13,2,card,1,False,EUR,False,0.0,,0,0,0.0,102.94,576.9,426.86,False,2024-05-29
SYN-04327,SYN-CUST-1287,2024-04-07,2024-06-25,Tokyo,Cedar,standard,2462.81,1811.73,0.0,Manager 7,direct,leisure,new,3,10,79,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,651.08,601.83,True,2024-07-24
SYN-04328,SYN-CUST-1848,2025-03-04,2025-04-16,Reykjavik,DeltaSun,standard,2762.4,2035.23,0.05,Manager 7,direct,leisure,new,3,7,43,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,58.72,589.05,497.18,False,2025-06-08
SYN-04329,SYN-CUST-2409,2025-07-19,2025-07-28,Tokyo,Cedar,premium,4746.78,3890.07,0.0,Manager 5,paid_search,leisure,new,3,5,9,card,1,False,EUR,True,4491.74,2025-08-09,0,0,0.0,15.44,-3635.03,-3707.44,,2025-08-17
SYN-04330,SYN-CUST-2970,2024-06-05,2024-07-19,Rome,BlueWing,premium,3354.02,2555.12,0.05,Manager 8,direct,leisure,returning,3,8,44,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,631.2,590.95,False,2024-07-10
SYN-04331,SYN-CUST-0331,2025-12-08,2026-01-11,Rome,Cedar,standard,2045.41,1468.3,0.03,Manager 2,direct,corporate,new,1,11,34,card,1,False,EUR,False,0.0,,0,0,0.0,76.37,515.74,414.82,True,2026-03-05
SYN-04332,SYN-CUST-0892,2025-02-02,2025-05-11,Rome,Atlas,standard,3048.69,2435.79,0.05,Manager 6,paid_search,family,new,7,6,98,card,1,False,EUR,False,0.0,,0,0,0.0,50.5,460.47,373.38,True,2025-02-15
SYN-04333,SYN-CUST-1453,2024-06-05,2024-09-09,Tokyo,BlueWing,premium,3632.31,2588.47,0.05,Manager 2,partner,leisure,returning,3,2,96,card,1,False,EUR,False,0.0,,0,0,0.0,23.52,862.22,795.12,True,2024-06-23
SYN-04334,SYN-CUST-2014,2024-01-04,2024-03-17,Tokyo,BlueWing,premium,4600.3,3657.24,0.12,Manager 5,partner,leisure,new,3,9,73,card,4,False,EUR,False,0.0,,0,0,0.0,41.42,391.02,183.99,True,2024-03-18
SYN-04335,SYN-CUST-2575,2025-06-17,2025-08-30,Tokyo,DeltaSun,luxury,6353.82,4970.13,0.05,Manager 4,paid_search,leisure,new,1,6,74,bank_transfer,3,False,EUR,False,0.0,,0,0,0.0,503.75,1066.0,384.34,False,2025-07-01
SYN-04336,SYN-CUST-3136,2024-06-24,2024-10-31,Tokyo,BlueWing,standard,3283.03,2222.57,0.0,Manager 4,partner,family,new,4,2,129,card,1,False,EUR,False,0.0,,0,0,0.0,104.85,1060.46,916.22,False,2024-07-28
SYN-04337,SYN-CUST-0497,2024-04-29,2024-06-13,Lisbon,BlueWing,premium,2465.64,1840.21,0.03,Manager 8,direct,leisure,returning,1,7,45,card,3,False,EUR,False,0.0,,0,0,0.0,0.0,551.46,482.43,False,2024-05-19
SYN-04338,SYN-CUST-1058,2025-08-02,2025-09-03,Reykjavik,Cedar,premium,2497.29,1650.05,0.05,Manager 8,direct,leisure,returning,1,6,32,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,722.38,692.41,False,2025-08-28
SYN-04339,SYN-CUST-1619,2024-01-27,2024-03-11,Rome,BlueWing,premium,3007.29,2266.23,0.12,Manager 2,partner,leisure,new,2,7,44,card,2,False,EUR,False,0.0,,0,0,0.0,102.01,380.18,218.03,True,2024-05-08
SYN-04340,SYN-CUST-2180,2024-03-07,2024-05-01,Lisbon,Atlas,standard,3018.22,2288.05,0.0,Manager 2,paid_search,family,new,6,11,55,wallet,3,False,EUR,False,0.0,,0,0,0.0,104.55,730.17,541.1,False,2024-03-24
SYN-04341,SYN-CUST-2741,2024-09-21,2024-10-31,Rome,Cedar,standard,2323.69,1780.1,0.05,Manager 5,paid_search,leisure,returning,1,10,40,wallet,4,False,EUR,False,0.0,,0,0,0.0,78.17,427.41,265.59,False,2024-12-09
SYN-04342,SYN-CUST-0102,2025-01-20,2025-03-01,Zanzibar,Atlas,standard,€3018.7,2156.69,0.05,Manager 7,direct,leisure,new,2,12,40,card,3,True,EUR,False,0.0,,1,0,0.0,130.58,711.08,495.97,False,2025-04-15
SYN-04343,SYN-CUST-0663,2025-02-18,2025-02-25,Reykjavik,DeltaSun,standard,2706.65,2061.64,0.12,Manager 4,paid_search,corporate,returning,2,10,7,card,4,False,EUR,False,0.0,,0,0,0.0,134.9,320.21,87.87,False,2025-04-26
SYN-04344,SYN-CUST-1224,2025-05-15,2025-06-02,Zanzibar,Cedar,premium,4617.48,3152.13,0.03,Manager 1,direct,leisure,new,1,5,18,card,3,False,EUR,True,3863.22,2025-06-04,0,0,0.0,31.92,-2536.39,-2697.6,False,2025-09-11
SYN-04345,SYN-CUST-1785,13/07/2025,2025-07-31,Zanzibar,Cedar,standard,3587.7,2915.34,0.18,Manager 2,paid_search,family,new,7,3,18,card,1,False,EUR,False,0.0,,0,0,0.0,875.88,26.57,-892.36,True,2025-08-17
SYN-04346,SYN-CUST-2346,2025-11-28,2026-01-03,Rome,BlueWing,standard,1731.72,1340.66,0.03,Manager 3,partner,corporate,returning,2,7,36,card,2,False,EUR,False,0.0,,0,0,0.0,56.46,339.11,248.02,False,2026-02-01
SYN-04347,SYN-CUST-2907,2024-03-23,2024-04-13,Lisbon,Cedar,premium,2375.53,1684.51,0.08,Manager 5,paid_search,family,returning,3,7,21,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,27.28,500.98,426.2,True,2024-05-18
SYN-04348,SYN-CUST-0268,2025-04-12,2025-08-26,Tokyo,Atlas,standard,1739.85,1281.57,0.05,Manager 4,direct,leisure,new,1,2,136,card,2,True,EUR,False,0.0,,0,0,0.0,96.48,371.29,240.01,False,2025-06-17
SYN-04349,SYN-CUST-0829,2024-02-15,2024-04-02,Rome,Cedar,premium,3202.31,2117.73,0.08, Manager 4 ,paid_search,corporate,new,2,2,47,card,1,False,EUR,False,0.0,,0,0,0.0,22.36,828.39,767.6,False,2024-05-12
SYN-04350,SYN-CUST-1390,2024-03-03,2024-04-27,Tokyo,BlueWing,luxury,5009.26,3897.33,0.05,Manager 7,partner,leisure,new,3,4,55,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,8.78,861.46,752.5,False,2024-03-07
SYN-04351,SYN-CUST-1951,2025-09-01,2025-10-30,Tokyo,Atlas,standard,3476.33,2736.86,0.05,Manager 2,partner,leisure,returning,3,9,59,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,63.19,565.66,460.75,True,2025-12-01
SYN-04352,SYN-CUST-2512,2024-03-16,2024-05-09,Rome,BlueWing,premium,3216.0,2422.61,0.12,Manager 8,partner,leisure,new,2,10,54,card,1,False,EUR,False,0.0,,0,0,0.0,166.37,407.48,202.51,False,2024-05-23
SYN-04353,SYN-CUST-3073,2024-12-18,2025-03-12,Zanzibar,BlueWing,premium,3375.41,2345.13,0.12,Manager 4,paid_search,leisure,new,1,8,84,wallet,3,False,EUR,False,0.0,,0,0,0.0,333.51,625.23,197.2,False,2025-04-08
SYN-04354,SYN-CUST-0434,2025-03-29,2025-06-17,Tokyo,BlueWing,premium,5023.62,3949.49,0.0,Manager 2,direct,family,new,3,6,80,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,1074.13,1013.85,True,2025-05-21
SYN-04355,SYN-CUST-0995,2025-05-31,2025-08-16,Rome,Atlas,standard,2332.07,1817.47,0.03,Manager 4,referral,leisure,new,3,5,77,card,1,False,EUR,False,0.0,,0,0,0.0,22.24,444.64,394.42,,2025-08-14
SYN-04356,SYN-CUST-1556,2024-03-04,2024-06-08,Lisbon,Atlas,standard,2717.84,1986.82,0.05,Manager 6,direct,family,returning,3,5,96,card,3,False,EUR,False,0.0,,0,0,0.0,43.96,595.13,475.07,False,2024-03-30
SYN-04357,SYN-CUST-2117,2024-06-15,2024-07-19,Zanzibar,DeltaSun,standard,2800.61,2041.17,0.03,Manager 2,partner,corporate,returning,2,2,34,wallet,2,True,EUR,False,0.0,,0,0,0.0,161.66,675.41,457.75,False,2024-08-03
SYN-04358,SYN-CUST-2678,2025-10-29,2025-11-28,Reykjavik,Cedar,premium,3688.43,2500.99,0.08,Manager 6,partner,leisure,returning,2,11,30,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,426.52,892.37,421.59,True,2025-10-31
SYN-04359,SYN-CUST-0039,2024-01-06,2024-05-05,Reykjavik,BlueWing,standard,2825.95,2021.39,0.18,Manager 3,direct,leisure,new,3,4,120,card,1,False,EUR,False,0.0,,0,0,0.0,6.92,295.89,255.06,False,2024-02-22
SYN-04360,SYN-CUST-0600,2025-08-06,2025-09-28,Zanzibar,Cedar,standard,3511.48,2818.35,0.08,Manager 7,referral,leisure,new,3,14,53,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,6.87,412.21,335.11,False,2025-08-29
SYN-04361,SYN-CUST-1161,2024-02-03,2024-05-30,Reykjavik,BlueWing,premium,4381.12,3130.65,0.03,Manager 4,direct,family,returning,6,5,117,bank_transfer,2,False,EUR,True,3493.85,2024-02-20,0,0,0.0,63.4,-2374.81,-2525.84,,2024-02-24
SYN-04362,SYN-CUST-1722,2025-07-05,2025-08-31,Zanzibar,Atlas,premium,3549.58,2720.04,0.12,Manager 2,partner,leisure,new,1,5,57,card,1,False,EUR,False,0.0,,0,0,0.0,45.97,403.59,315.03,True,2025-07-30
SYN-04363,SYN-CUST-2283,2024-01-14,2024-01-30,Reykjavik,Atlas,premium,3179.25,2240.29,0.08,Manager 8,paid_search,leisure,returning,1,6,16,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,684.62,646.46,True,2024-04-18
SYN-04364,SYN-CUST-2844,2025-02-21,2025-03-01,Zanzibar,Cedar,luxury,5038.42,3777.18,0.08,Manager 2,partner,leisure,new,3,3,8,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,0.0,858.16,757.39,False,2025-04-07
SYN-04365,SYN-CUST-0205,2025-02-18,2025-05-05,Rome,DeltaSun,luxury,4036.76,3019.32,0.12,Manager 8,paid_search,leisure,new,3,6,76,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,41.64,533.03,442.95,False,2025-03-30
SYN-04366,SYN-CUST-0766,2024-10-01,2024-10-12,Rome,BlueWing,standard,1883.89,1484.27,0.05,Manager 2,paid_search,corporate,returning,2,2,11,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,41.52,305.42,241.29,False,2024-11-13
SYN-04367,SYN-CUST-1327,2024-02-09,2024-02-11,Lisbon,DeltaSun,standard,1339.68,927.7,0.08,Manager 2,partner,corporate,new,1,7,2,card,1,False,EUR,False,0.0,,0,0,0.0,64.14,304.81,224.59,False,2024-03-17
SYN-04368,SYN-CUST-1888,2024-12-06,2025-01-10,Rome,DeltaSun,standard,2472.76,1663.34,0.18,Manager 5,direct,leisure,new,3,9,35,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,67.23,364.33,267.42,False,2024-12-17
SYN-04369,SYN-CUST-2449,2025-03-09,2025-04-25,Reykjavik,Cedar,standard,3421.05,2390.02,0.05,Manager 7,paid_search,leisure,returning,2,5,47,card,2,False,EUR,False,0.0,,0,0,0.0,19.41,859.97,772.15,False,2025-03-21
SYN-04370,SYN-CUST-3010,2025-11-02,2025-12-02,Rome,Atlas,standard,2777.81,2039.7,0.03,Manager 8,direct,family,new,7,8,30,card,1,False,EUR,False,0.0,,0,0,0.0,153.08,654.77,468.36,False,2025-12-03
SYN-04371,SYN-CUST-0371,2024-05-15,2024-05-28,Rome,Atlas,premium,2545.95,1845.85,0.12,Manager 3,partner,leisure,new,1,14,13,card,1,False,EUR,False,0.0,,0,0,0.0,99.96,394.58,264.07,False,2024-06-12
SYN-04372,SYN-CUST-0932,2025-06-17,2025-09-23,Zanzibar,DeltaSun,luxury,6851.06,5235.72,0.08,Manager 8,referral,family,returning,7,9,98,card,1,False,EUR,False,0.0,,0,1,83.77,955.75,1067.26,-54.48,False,2025-07-02
SYN-04373,SYN-CUST-1493,2024-11-08,2025-02-19,Reykjavik,DeltaSun,luxury,4262.62,3321.58,0.05,Manager 6,direct,leisure,returning,3,10,103,card,1,False,EUR,False,0.0,,0,0,0.0,46.94,727.91,629.82,False,2025-01-20
SYN-04374,SYN-CUST-2054,2025-06-30,2025-09-23,Reykjavik,BlueWing,premium,3576.82,2664.68,0.18,Manager 6,direct,leisure,new,1,6,85,wallet,4,True,EUR,False,0.0,,0,0,0.0,40.98,268.31,98.57,True,2025-09-06
SYN-04375,SYN-CUST-2615,2025-09-27,2026-01-27,Zanzibar,DeltaSun,luxury,4227.53,2878.46,0.12,Manager 2,referral,leisure,new,3,9,122,wallet,1,False,EUR,False,0.0,,0,0,0.0,99.19,841.76,691.85,True,2025-12-30
SYN-04376,SYN-CUST-3176,2025-03-27,2025-06-15,Tokyo,DeltaSun,premium,3221.02,2391.09,0.08,Manager 5,direct,family,new,6,2,80,card,1,True,EUR,False,0.0,,0,0,0.0,1.5,572.25,532.1,False,2025-05-06
SYN-04377,SYN-CUST-0537,2024-10-07,2024-12-19,Zanzibar,Cedar,premium,2763.87,2146.58,0.12,Manager 3,paid_search,leisure,returning,1,8,73,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,8.52,285.63,221.84,False,2025-01-01
SYN-04378,SYN-CUST-1098,2025-07-07,2025-07-09,Zanzibar,Cedar,standard,3171.85,2270.9,0.08,Manager 6,partner,corporate,new,3,7,2,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,128.0,647.2,481.14,False,2025-09-06
SYN-04379,SYN-CUST-1659,2025-12-21,2026-03-04,Rome,Atlas,standard,2135.6,1508.01,0.12,Manager 4,partner,leisure,new,3,4,73,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,371.32,328.61,False,2026-02-17
SYN-04380,SYN-CUST-2220,2025-02-12,2025-05-29,Zanzibar,Cedar,premium,3834.99,2765.68,0.12,Manager 2,direct,family,returning,4,2,106,wallet,1,True,EUR,False,0.0,,0,0,0.0,109.47,609.12,453.63,True,2025-05-22
SYN-04381,SYN-CUST-2781,2024-05-14,2024-06-15,Tokyo,BlueWing,standard,3672.99,2982.21,0.12,Manager 1,referral,family,returning,4,16,32,card,2,False,EUR,True,3021.38,2024-07-28,0,0,0.0,11.56,-2771.36,-2856.38,,2024-06-11
SYN-04382,SYN-CUST-0142,2025-03-05,2025-04-12,Reykjavik,DeltaSun,PREMIUM,3967.94,2761.0,0.08,Manager 8,partner,leisure,returning,2,4,38,card,1,False,EUR,False,0.0,,0,0,0.0,13.11,889.5,828.78,True,2025-04-19
SYN-04383,SYN-CUST-0703,2025-12-02,2026-03-15,Zanzibar,Cedar,premium,5451.37,4102.09,0.05,Manager 2,partner,family,new,7,7,103,card,1,True,EUR,False,0.0,,0,0,0.0,4.33,1076.72,1006.97,True,2026-03-06
SYN-04384,SYN-CUST-1264,2024-05-08,2024-06-14,Tokyo,Cedar,standard,2420.97,1801.55,0.05,Manager 8,direct,family,new,6,11,37,card,1,False,EUR,True,2256.33,2024-06-25,0,0,0.0,0.0,-1757.96,-1787.01,,2024-08-28
SYN-04385,SYN-CUST-1825,2025-09-08,2025-09-26,Tokyo,DeltaSun,standard,3653.48,2477.06,0.0,Manager 2,paid_search,leisure,returning,3,11,18,card,1,False,EUR,False,0.0,,0,0,0.0,80.51,1176.42,1052.07,False,2025-11-09
SYN-04386,SYN-CUST-2386,2025-03-21,2025-05-26,Lisbon,Cedar,premium,3244.0,2257.21,0.0,Manager 1,partner,family,returning,4,11,66,card,3,False,EUR,False,0.0,,1,0,0.0,470.58,986.79,425.37,False,2025-07-12
SYN-04387,SYN-CUST-2947,2025-01-21,2025-03-12,Lisbon,Atlas,standard,2553.94,1975.68,0.05,Manager 5,paid_search,family,new,6,12,50,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,0.0,450.55,419.91,False,2025-05-10
