deal_id,account_id,deal_created_date,lead_source,industry,company_size_band,deal_size_usd,sales_rep,sales_region,product_line,discount_requested_pct,competitor_involved,lead_score,decision_maker_engaged,currency,lost,won_amount_usd,sales_cost_usd,discount_leakage_usd,gross_deal_margin_usd,net_deal_contribution_usd,expansion_180d,close_date,notes_count,last_modified_at
DEAL-06051,DEAL-ACC-1251,2025-06-18,referral,finance,medium,27906.97,Rep 3,Region South,Standalone,18.19,False,95,False,USD,False,27906.97,6251.31,5076.42,21655.66,16579.24,True,2025-08-15,0,2025-07-21
DEAL-06052,DEAL-ACC-0812,2025-06-18,referral,healthcare,medium,26771.29,Rep 1,Region East,Platform,13.94,True,55,False,USD,True,0.0,1316.93,3731.77,-1316.93,-5048.71,False,2025-09-05,2,2025-08-12
DEAL-06053,DEAL-ACC-0373,2024-01-28,referral,retail,medium,28648.89,Rep 1,Region East,Suite,8.5,False,43,False,USD,False,28648.89,1172.64,2436.22,27476.25,25040.02,False,2024-04-11,0,2024-03-26
DEAL-06054,DEAL-ACC-2534,2024-10-28,cold_call,manufacturing,small,8579.78,Rep 5,Region West,Platform,4.86,True,57,False,USD,True,0.0,2517.05,416.58,-2517.05,-2933.63,False,2024-11-21,0,2024-11-01
DEAL-06055,DEAL-ACC-2095,2025-05-01,organic,finance,medium,21553.35,Rep 6,Region South,Platform,6.76,False,58,True,USD,False,21553.35,5921.38,1457.87,15631.97,14174.1,True,2025-05-29,1,2025-06-17
DEAL-06056,DEAL-ACC-1656,2024-02-06,webinar,tech,enterprise,147032.84,Rep 6,Region West,Suite,10.35,False,63,False,USD,False,147032.84,23341.53,15221.59,123691.31,108469.72,False,2024-02-28,0,2024-03-28
DEAL-06057,DEAL-ACC-1217,2025-01-05,webinar,finance,small,9287.16,Rep 8,Region East,Platform,0.0,False,79,False,USD,False,9287.16,2686.14,0.0,6601.01,6601.01,False,2025-03-31,0,2025-02-26
DEAL-06058,DEAL-ACC-0778,2025-10-21,webinar,finance,enterprise,129277.03,Rep 1,Region Central,Suite,21.52,False,79,False,USD,False,129277.03,36399.07,27822.08,92877.96,65055.88,False,2025-10-27,1,2025-11-03
DEAL-06059,DEAL-ACC-0339,2024-06-04,cold_call,retail,large,56716.92,Rep 8,Region West,Standalone,15.31,False,50,True,USD,False,56716.92,919.59,8682.2,55797.33,47115.14,True,2024-08-06,0,2024-06-30
DEAL-06060,DEAL-ACC-2500,2024-06-01,cold_call,manufacturing,small,6380.22,Rep 2,Region West,Platform,11.68,False,51,True,USD,True,0.0,2516.0,745.11,-2516.0,-3261.11,False,2024-06-27,0,2024-06-08
DEAL-06061,DEAL-ACC-2061,2025-09-21,organic,manufacturing,medium,24173.72,Rep 6,Region South,Suite,2.71,True,73,True,USD,False,24173.72,0.0,655.97,24173.72,23517.74,True,2025-11-28,1,2025-11-03
DEAL-06062,DEAL-ACC-1622,2025-11-12,cold_call,retail,small,6772.23,Rep 1,Region South,Platform,7.8,False,100,False,USD,True,0.0,331.02,528.52,-331.02,-859.54,False,,0,2025-12-23
DEAL-06063,DEAL-ACC-1183,2025-06-12,webinar,healthcare,small,7942.23,Rep 3,Region South,Platform,9.39,False,57,False,USD,False,7942.23,1388.88,745.81,6553.36,5807.54,True,2025-07-16,0,2025-07-04
DEAL-06064,DEAL-ACC-0744,2025-12-08,referral,manufacturing,small,7718.83,Rep 6,Region West,Platform,7.97,False,50,False,USD,False,7718.83,2600.79,615.56,5118.04,4502.49,False,2026-02-11,0,2025-12-25
DEAL-06065,DEAL-ACC-0305,2025-05-18,webinar,manufacturing,medium,25463.39,Rep 2,Region Central,Suite,3.96,True,75,True,USD,True,0.0,3937.93,1009.57,-3937.93,-4947.5,,2025-06-21,1,2025-07-15
DEAL-06066,DEAL-ACC-2466,2024-12-10,webinar,finance,large,58713.63,Rep 8,Region West,Platform,16.66,True,55,True,USD,False,58713.63,8765.34,9779.57,49948.28,40168.72,True,2025-03-04,0,2024-12-23
DEAL-06067,DEAL-ACC-2027,2025-02-15,paid,tech,large,49796.75,Rep 4,Region West,Platform,4.09,True,100,False,USD,False,49796.75,0.0,2038.7,49796.75,47758.05,True,,0,2025-02-15
DEAL-06068,DEAL-ACC-1588,2025-05-15,cold_call,finance,large,66422.38,Rep 5,Region West,Suite,14.57,False,46,False,USD,False,66422.38,23839.59,9676.68,42582.79,32906.11,True,2025-07-07,0,2025-06-01
DEAL-06069,DEAL-ACC-1149,2025-11-12,referral,retail,medium,22418.56,Rep 7,Region South,Suite,12.51,False,34,False,USD,False,22418.56,2654.17,2805.05,19764.38,16959.34,True,2026-01-23,0,2025-12-18
DEAL-06070,DEAL-ACC-0710,2025-03-06,cold_call,tech,medium,26647.38,Rep 2,Region East,Suite,13.24,False,29,False,USD,False,26647.38,5959.43,3529.23,20687.95,17158.71,False,,2,2025-04-25
DEAL-06071,DEAL-ACC-0271,2024-07-29,paid,retail,large,74033.52,Rep 2,Region South,Standalone,9.37,True,37,False,USD,True,0.0,18393.42,6938.48,-18393.42,-25331.9,True,2024-09-11,0,2024-08-13
DEAL-06072,DEAL-ACC-2432,2024-08-12,cold_call,retail,large,67584.59,Rep 3,Region East,Platform,3.54,True,55,False,USD,False,67584.59,5615.17,2392.32,61969.42,59577.1,True,2024-10-22,0,2024-08-20
DEAL-06073,DEAL-ACC-1993,2024-02-20,organic,tech,large,51351.87,Rep 8,Region Central,Standalone,22.31,False,69,False,USD,False,51351.87,2247.52,11456.78,49104.35,37647.57,True,2024-05-02,0,2024-03-11
DEAL-06074,DEAL-ACC-1554,2024-10-07,webinar,retail,small,9242.56,Rep 2,Region South,Suite,5.73,True,51,True,USD,False,9242.56,1288.39,529.36,7954.17,7424.81,True,2024-11-25,1,2024-12-03
DEAL-06075,DEAL-ACC-1115,2024-12-03,cold_call,tech,small,9127.99,Rep 7,Region Central,Standalone,25.89,False,17,True,USD,False,9127.99,1833.14,2363.15,7294.85,4931.7,False,2025-01-07,0,2024-12-05
DEAL-06076,DEAL-ACC-0676,2025-08-13,webinar,finance,large,74854.76,Rep 3,Region West,Standalone,28.64,False,15,True,USD,True,0.0,34944.46,21438.26,-34944.46,-56382.72,,2025-10-25,0,2025-09-12
DEAL-06077,DEAL-ACC-0237,2024-06-04,organic,retail,small,6240.51,Rep 3,Region East,Suite,12.38,False,48,False,USD,False,6240.51,1297.92,772.82,4942.59,4169.77,False,,1,2024-06-12
DEAL-06078,DEAL-ACC-2398,2024-10-01,organic,tech,small,9235.16,Rep 7,Region East,Suite,12.31,False,66,False,USD,False,9235.16,387.38,1136.47,8847.78,7711.31,True,2024-12-19,0,2024-10-01
DEAL-06079,DEAL-ACC-1959,2025-07-24,cold_call,finance,small,8840.18,Rep 3,Region Central,Platform,14.78,False,59,False,USD,False,8840.18,1599.92,1306.62,7240.26,5933.64,False,2025-10-03,1,2025-09-16
DEAL-06080,DEAL-ACC-1520,2025-08-18,paid,retail,small,4882.21,Rep 4,Region South,Standalone,12.35,False,93,False,USD,False,4882.21,377.62,603.06,4504.6,3901.54,,2025-09-14,0,2025-08-20
DEAL-06081,DEAL-ACC-1081,2025-09-25,webinar,retail,small,6389.06,Rep 5,Region East,Platform,0.0,True,62,False,USD,True,0.0,1756.4,0.0,-1756.4,-1756.4,,2025-10-06,1,2025-10-20
DEAL-06082,DEAL-ACC-0642,2025-06-09,cold_call,finance,large,75999.48,Rep 4,Region South,Standalone,12.02,False,74,False,USD,False,75999.48,25346.55,9136.52,50652.93,41516.41,False,2025-07-21,0,2025-07-17
DEAL-06083,DEAL-ACC-0203,2025-04-17,cold_call,manufacturing,medium,29109.45,Rep 3,Region West,Platform,20.99,False,69,True,USD,False,29109.45,4477.3,6110.15,24632.15,18522.0,False,2025-05-09,1,2025-05-24
DEAL-06084,DEAL-ACC-2364,2025-07-30,organic,tech,small,7027.58,Rep 6,Region South,Suite,8.2,True,58,True,USD,False,7027.58,1393.17,576.15,5634.41,5058.26,,,1,2025-07-31
DEAL-06085,DEAL-ACC-1925,2024-03-12,paid,healthcare,enterprise,122195.27,Rep 4,Region East,Standalone,11.14,False,53,True,USD,False,122195.27,22404.62,13612.65,99790.65,86178.0,False,2024-06-01,0,2024-04-08
DEAL-06086,DEAL-ACC-1486,2024-05-10,organic,healthcare,small,7792.83,Rep 2,Region East,Platform,9.55,True,80,False,USD,False,7792.83,0.0,744.29,7792.83,7048.53,,2024-06-10,1,2024-06-16
DEAL-06087,DEAL-ACC-1047,2024-02-19,cold_call,tech,small,9706.46,Rep 3,Region Central,Suite,17.67,False,80,False,USD,True,0.0,284.96,1715.57,-284.96,-2000.53,,2024-05-18,1,2024-03-10
DEAL-06088,DEAL-ACC-0608,2024-12-10,cold_call,retail,medium,24092.82,Rep 2,Region East,Suite,15.9,False,82,False,USD,False,24092.82,1113.48,3830.91,22979.34,19148.43,False,2025-01-17,0,2025-01-09
DEAL-06089,DEAL-ACC-0169,2025-06-20,webinar,tech,enterprise,171559.5,Rep 3,Region West,Platform,11.77,False,62,True,USD,False,171559.5,41507.47,20184.44,130052.03,109867.58,True,2025-09-10,0,2025-06-25
DEAL-06090,DEAL-ACC-2330,2025-02-01,cold_call,healthcare,small,8334.62,Rep 5,Region East,Suite,27.35,True,73,False,USD,False,8334.62,725.39,2279.16,7609.23,5330.07,True,2025-02-27,1,2025-02-03
DEAL-06091,DEAL-ACC-1891,2024-02-17,cold_call,finance,medium,32560.31,Rep 1,Region South,Suite,12.35,True,69,False,USD,False,32560.31,7291.93,4021.08,25268.37,21247.3,True,2024-02-29,0,2024-03-04
DEAL-06092,DEAL-ACC-1452,2024-06-12,paid,manufacturing,medium,29385.1,Rep 5,Region Central,Standalone,18.91,True,57,False,USD,False,29385.1,4871.43,5555.75,24513.67,18957.91,False,2024-08-01,1,2024-07-21
DEAL-06093,DEAL-ACC-1013,2024-01-27,paid,healthcare,large,48116.79,Rep 3,Region East,Standalone,0.0,True,46,False,USD,False,48116.79,13945.3,0.0,34171.48,34171.48,True,2024-02-25,0,2024-03-21
DEAL-06094,DEAL-ACC-0574,2024-04-07,cold_call,tech,large,45053.12,Rep 4,Region South,Platform,23.59,False,45,False,USD,False,45053.12,11110.76,10628.9,33942.36,23313.46,False,2024-05-16,1,2024-04-27
DEAL-06095,DEAL-ACC-0135,2025-04-19,organic,healthcare,medium,23887.52,Rep 1,Region Central,Suite,13.97,False,41,False,USD,True,0.0,8912.75,3337.08,-8912.75,-12249.84,True,2025-06-09,0,2025-05-16
DEAL-06096,DEAL-ACC-2296,2025-04-05,paid,finance,small,8044.33,Rep 2,Region Central,Suite,13.24,False,60,False,USD,False,8044.33,2312.57,1064.82,5731.76,4666.94,True,2025-05-17,0,2025-04-18
DEAL-06097,DEAL-ACC-1857,2025-12-05,paid,retail,small,6806.99,Rep 3,Region South,Suite,0.0,True,68,False,USD,False,6806.99,555.23,0.0,6251.76,6251.76,False,2025-12-10,0,2025-12-14
DEAL-06098,DEAL-ACC-1418,2024-09-19,cold_call,healthcare,enterprise,177794.58,Rep 6,Region West,Suite,10.65,False,63,True,USD,False,177794.58,29464.23,18928.05,148330.35,129402.3,True,2024-10-18,0,2024-09-30
DEAL-06099,DEAL-ACC-0979,2024-08-24,webinar,tech,medium,26522.51,Rep 4,Region Central,Suite,3.22,False,65,False,USD,False,26522.51,6377.41,854.82,20145.1,19290.29,,2024-10-25,0,2024-09-19
DEAL-06100,DEAL-ACC-0540,2025-10-24,cold_call,tech,enterprise,146437.13,Rep 8,Region West,Platform,12.36,False,46,True,USD,False,146437.13,19905.73,18103.46,126531.4,108427.93,,2026-01-20,0,2025-11-13
DEAL-06101,DEAL-ACC-0101,2025-06-16,organic,retail,small,11208.38,Rep 1,Region South,Suite,19.14,False,82,False,USD,True,0.0,1303.94,2145.14,-1303.94,-3449.08,False,2025-07-29,0,2025-07-10
DEAL-06102,DEAL-ACC-2262,2024-09-10,cold_call,finance,small,9892.31,Rep 6,Region East,Suite,2.25,True,45,False,USD,True,0.0,2438.16,222.21,-2438.16,-2660.37,False,2024-09-21,2,2024-10-04
DEAL-06103,DEAL-ACC-1823,2024-07-19,paid,retail,small,7496.93,Rep 1,Region Central,Platform,14.76,True,41,True,USD,False,7496.93,983.51,1106.86,6513.42,5406.56,True,2024-08-01,0,2024-07-20
DEAL-06104,DEAL-ACC-1384,2025-12-01,cold_call,manufacturing,small,6614.1,Rep 6,Region Central,Suite,19.4,False,47,True,USD,False,6614.1,1405.05,1282.97,5209.05,3926.08,True,2026-01-27,0,2025-12-12
DEAL-06105,DEAL-ACC-0945,2025-07-25,organic,healthcare,small,7846.5,Rep 2,Region East,Standalone,30.74,True,59,False,USD,False,7846.5,1274.49,2412.28,6572.01,4159.73,True,,0,2025-09-17
DEAL-06106,DEAL-ACC-0506,2024-08-30,referral,healthcare,small,8521.8,Rep 5,Region Central,Standalone,11.22,True,48,False,USD,False,8521.8,1680.75,956.21,6841.05,5884.84,False,2024-10-17,0,2024-09-07
DEAL-06107,DEAL-ACC-0067,2025-06-01,organic,retail,medium,24192.29,Rep 8,Region East,Suite,25.32,False,64,True,USD,False,24192.29,98.5,6125.65,24093.79,17968.14,False,,0,2025-06-29
DEAL-06108,DEAL-ACC-2228,2025-09-18,webinar,retail,medium,19880.27,Rep 5,Region East,Suite,11.09,True,51,False,USD,False,19880.27,2707.23,2204.72,17173.04,14968.32,False,2025-12-06,0,2025-10-17
DEAL-06109,DEAL-ACC-1789,2024-01-14,webinar,tech,medium,28082.68,Rep 2,Region West,Platform,5.71,True,23,False,USD,True,0.0,5871.41,1602.57,-5871.41,-7473.99,True,2024-02-29,0,2024-01-27
DEAL-06110,DEAL-ACC-1350,2025-11-02,paid,finance,large,61776.44,Rep 1,Region West,Suite,12.43,True,74,False,USD,False,61776.44,14787.8,7680.3,46988.64,39308.34,True,,0,2025-12-31
DEAL-06111,DEAL-ACC-0911,2025-08-21,cold_call,tech,small,8627.38,Rep 5,Region Central,Suite,12.34,False,60,True,USD,False,8627.38,1444.03,1064.25,7183.34,6119.1,True,2025-10-07,0,2025-09-20
DEAL-06112,DEAL-ACC-0472,2025-03-08,cold_call,healthcare,large,66844.56,Rep 1,Region East,Standalone,28.85,True,46,True,USD,False,66844.56,16169.53,19283.81,50675.03,31391.22,False,,0,2025-04-19
DEAL-06113,DEAL-ACC-0033,2024-04-01,cold_call,tech,small,6264.26,Rep 1,Region West,Suite,12.05,True,22,False,USD,False,6264.26,1334.25,754.72,4930.01,4175.29,False,2024-06-24,0,2024-05-21
DEAL-06114,DEAL-ACC-2194,2025-11-29,organic,healthcare,medium,24263.06,Rep 4,Region Central,Platform,7.12,False,49,False,USD,False,24263.06,3752.95,1726.68,20510.1,18783.43,False,,0,2025-12-11
DEAL-06115,DEAL-ACC-1755,2025-04-20,cold_call,finance,large,56950.07,Rep 6,Region Central,Platform,10.41,True,35,False,USD,True,0.0,16574.79,5926.04,-16574.79,-22500.83,False,2025-05-21,0,2025-06-13
DEAL-06116,DEAL-ACC-1316,2024-01-27,cold_call,finance,small,8345.56,Rep 1,Region West,Suite,26.28,True,46,False,USD,False,8345.56,0.0,2192.97,8345.56,6152.58,True,,1,2024-02-10
DEAL-06117,DEAL-ACC-0877,2025-05-19,cold_call,finance,small,7099.52,Rep 5,Region West,Suite,3.54,False,100,False,USD,False,7099.52,622.45,251.13,6477.07,6225.94,True,2025-07-06,0,2025-07-10
DEAL-06118,DEAL-ACC-0438,2024-06-07,cold_call,manufacturing,medium,25780.14,Rep 8,Region East,Suite,16.03,True,64,False,USD,False,25780.14,3385.18,4131.84,22394.95,18263.11,False,2024-09-03,0,2024-06-07
DEAL-06119,DEAL-ACC-2599,2024-04-19,cold_call,tech,medium,24237.06,Rep 8,Region South,Standalone,15.22,False,50,True,USD,True,0.0,3351.99,3690.06,-3351.99,-7042.05,False,2024-06-02,0,2024-05-09
DEAL-06120,DEAL-ACC-2160,2025-07-30,cold_call,healthcare,large,53623.6,Rep 7,Region South,Standalone,30.58,True,63,False,USD,False,53623.6,10068.62,16399.75,43554.98,27155.23,True,2025-10-19,0,2025-09-28
DEAL-06121,DEAL-ACC-1721,2025-06-17,organic,manufacturing,medium,27427.68,Rep 8,Region West,Standalone,17.47,False,61,False,USD,False,27427.68,5590.26,4791.85,21837.42,17045.57,,2025-08-17,0,2025-07-31
DEAL-06122,DEAL-ACC-1282,2024-02-02,cold_call,finance,small,7458.55,Rep 2,Region Central,Suite,12.28,True,74,True,USD,False,7458.55,350.29,916.01,7108.26,6192.25,False,2024-03-17,1,2024-03-02
DEAL-06123,DEAL-ACC-0843,2025-08-26,webinar,tech,small,6153.68,Rep 6,Region East,Platform,8.97,False,96,False,USD,False,6153.68,429.47,552.02,5724.21,5172.19,,,0,2025-08-30
DEAL-06124,DEAL-ACC-0404,2024-06-03,cold_call,healthcare,large,81450.13,Rep 7,Region East,Standalone,11.52,False,86,False,USD,True,0.0,13955.18,9386.24,-13955.18,-23341.42,,2024-07-23,0,2024-07-03
DEAL-06125,DEAL-ACC-2565,2024-12-06,referral,retail,enterprise,154864.59,Rep 7,Region South,Standalone,7.71,False,63,False,USD,True,0.0,0.0,11941.01,0.0,-11941.01,False,2025-01-20,0,2025-01-11
DEAL-06126,DEAL-ACC-2126,2025-03-28,organic,tech,medium,24926.57,Rep 6,Region Central,Suite,9.55,True,35,False,USD,False,24926.57,4713.95,2380.41,20212.62,17832.2,True,2025-05-07,0,2025-05-20
DEAL-06127,DEAL-ACC-1687,2024-04-14,paid,tech,enterprise,137436.4,Rep 5,Region Central,Standalone,8.75,False,73,True,USD,False,137436.4,23785.88,12022.69,113650.52,101627.83,,2024-06-06,0,2024-06-04
DEAL-06128,DEAL-ACC-1248,2025-02-25,referral,retail,small,8324.53,Rep 4,Region East,Suite,24.33,True,81,False,USD,False,8324.53,1126.34,2025.63,7198.19,5172.56,False,,0,2025-04-20
DEAL-06129,DEAL-ACC-0809,2024-03-11,organic,healthcare,large,53820.47,Rep 4,Region South,Platform,17.24,True,59,True,USD,False,53820.47,8252.74,9276.2,45567.73,36291.52,False,2024-04-08,1,2024-05-08
DEAL-06130,DEAL-ACC-0370,2025-09-03,paid,manufacturing,small,7508.77,Rep 3,Region West,Suite,17.13,True,60,False,USD,False,7508.77,1115.05,1286.36,6393.72,5107.36,False,2025-10-24,0,2025-10-23
DEAL-06131,DEAL-ACC-2531,2024-03-30,organic,tech,small,7679.33,Rep 3,Region East,Platform,17.73,False,67,False,USD,True,0.0,0.0,1361.44,0.0,-1361.44,False,2024-04-22,0,2024-04-30
DEAL-06132,DEAL-ACC-2092,2024-08-03,organic,healthcare,enterprise,125421.91,Rep 5,Region South,Platform,17.62,True,33,True,USD,False,125421.91,5582.37,22099.35,119839.53,97740.18,False,,0,2024-09-17
DEAL-06133,DEAL-ACC-1653,2025-02-13,paid,healthcare,small,10260.97,Rep 5,Region Central,Standalone,9.58,False,46,False,USD,False,10260.97,501.01,983.03,9759.96,8776.92,True,2025-04-05,1,2025-04-08
DEAL-06134,DEAL-ACC-1214,2024-10-07,organic,tech,small,9505.81,Rep 1,Region West,Platform,14.34,False,69,False,USD,False,9505.81,1170.55,1362.79,8335.26,6972.46,False,,1,2024-11-14
DEAL-06135,DEAL-ACC-0775,2025-08-15,referral,retail,small,5611.25,Rep 6,Region East,Platform,21.24,True,33,True,USD,True,0.0,765.84,1191.62,-765.84,-1957.46,,2025-11-13,2,2025-09-04
DEAL-06136,DEAL-ACC-0336,2024-06-04,paid,finance,large,82132.55,Rep 7,Region East,Suite,5.83,False,95,False,USD,False,82132.55,3950.37,4785.38,78182.18,73396.81,True,2024-08-27,0,2024-07-20
DEAL-06137,DEAL-ACC-2497,2025-03-08,organic,manufacturing,enterprise,132063.88,Rep 5,Region East,Standalone,16.7,False,98,False,USD,True,0.0,21205.25,22060.55,-21205.25,-43265.8,False,2025-04-27,0,2025-04-18
DEAL-06138,DEAL-ACC-2058,2024-07-01,paid,finance,small,7343.2,Rep 1,Region West,Platform,23.55,True,69,False,USD,False,7343.2,0.0,1729.07,7343.2,5614.13,False,2024-07-18,0,2024-08-09
DEAL-06139,DEAL-ACC-1619,2025-09-10,referral,finance,enterprise,169151.94,Rep 3,Region East,Standalone,8.23,False,40,False,USD,False,169151.94,67881.21,13913.41,101270.73,87357.33,True,2025-10-19,0,2025-10-03
DEAL-06140,DEAL-ACC-1180,2025-04-05,referral,finance,enterprise,158295.93,Rep 1,Region South,Standalone,22.38,False,47,False,USD,False,158295.93,48187.1,35430.3,110108.83,74678.52,True,2025-04-25,0,2025-04-15
DEAL-06141,DEAL-ACC-0741,2024-07-19,referral,retail,large,59134.58,Rep 1,Region West,Standalone,9.85,False,72,False,USD,False,59134.58,4106.88,5824.74,55027.71,49202.96,True,2024-08-07,0,2024-07-29
DEAL-06142,DEAL-ACC-0302,2024-02-22,paid,healthcare,medium,29110.99,Rep 5,Region South,Suite,3.9,False,62,True,USD,False,29110.99,4907.99,1136.34,24203.0,23066.66,True,2024-03-05,0,2024-02-23
DEAL-06143,DEAL-ACC-2463,2025-02-15,cold_call,manufacturing,small,8798.84,Rep 3,Region West,Suite,14.51,True,28,True,USD,False,8798.84,2668.28,1276.29,6130.56,4854.27,False,2025-03-15,1,2025-04-10
DEAL-06144,DEAL-ACC-2024,2025-08-15,organic,finance,small,7733.64,Rep 3,Region South,Suite,8.99,True,79,True,USD,False,7733.64,1247.12,695.33,6486.51,5791.18,False,,2,2025-09-11
DEAL-06145,DEAL-ACC-1585,2024-08-17,cold_call,manufacturing,medium,27047.28,Rep 8,Region Central,Platform,12.07,True,49,False,USD,False,27047.28,3284.1,3263.53,23763.18,20499.65,False,2024-09-18,0,2024-08-20
DEAL-06146,DEAL-ACC-1146,2025-06-06,webinar,healthcare,medium,25818.99,Rep 3,Region South,Suite,14.01,False,93,True,USD,False,25818.99,5713.41,3617.3,20105.59,16488.29,True,,0,2025-07-30
DEAL-06147,DEAL-ACC-0707,2025-10-12,paid,tech,medium,30460.89,Rep 6,Region South,Standalone,14.11,False,56,False,USD,False,30460.89,2718.55,4297.18,27742.35,23445.17,True,,0,2025-11-29
DEAL-06148,DEAL-ACC-0268,2024-01-15,organic,finance,medium,26336.55,Rep 7,Region East,Platform,17.04,True,38,True,USD,False,26336.55,10259.78,4487.4,16076.76,11589.36,False,2024-03-28,0,2024-02-03
DEAL-06149,DEAL-ACC-2429,2024-01-04,paid,healthcare,medium,23753.39,Rep 6,Region East,Standalone,4.82,False,61,False,USD,False,23753.39,888.49,1145.01,22864.9,21719.89,False,2024-02-24,0,2024-02-02
DEAL-06150,DEAL-ACC-1990,2025-02-15,cold_call,healthcare,medium,27769.44,Rep 4,Region South,Standalone,16.08,False,44,True,USD,False,27769.44,3451.95,4464.45,24317.49,19853.04,True,2025-04-30,0,2025-03-01
DEAL-06151,DEAL-ACC-1551,2025-08-29,webinar,manufacturing,small,9193.04,Rep 8,Region West,Platform,0.0,True,6,False,USD,True,0.0,2945.4,0.0,-2945.4,-2945.4,False,2025-09-17,0,2025-09-30
DEAL-06152,DEAL-ACC-1112,2025-10-13,organic,healthcare,small,8237.04,Rep 8,Region West,Suite,6.25,False,48,True,USD,False,8237.04,974.36,514.75,7262.68,6747.94,True,2025-11-12,0,2025-11-04
DEAL-06153,DEAL-ACC-0673,2024-06-30,referral,retail,large,50812.82,Rep 5,Region West,Standalone,11.41,False,81,True,USD,False,50812.82,1450.32,5798.01,49362.5,43564.49,False,2024-09-17,0,2024-07-20
DEAL-06154,DEAL-ACC-0234,2025-12-13,referral,manufacturing,small,7977.45,Rep 2,Region Central,Suite,17.01,False,76,True,USD,False,7977.45,877.35,1356.7,7100.1,5743.4,False,2025-12-27,0,2026-01-06
DEAL-06155,DEAL-ACC-2395,2025-01-29,organic,manufacturing,enterprise,132331.4,Rep 7,Region West,Standalone,5.25,False,64,True,USD,False,132331.4,32910.87,6948.85,99420.53,92471.67,False,2025-02-13,0,2025-03-20
DEAL-06156,DEAL-ACC-1956,2025-11-07,organic,finance,small,10194.03,Rep 6,Region West,Platform,26.41,False,65,False,USD,False,10194.03,1889.84,2692.14,8304.19,5612.05,True,2025-12-15,0,2025-12-21
DEAL-06157,DEAL-ACC-1517,2025-07-19,webinar,finance,medium,29107.95,Rep 8,Region Central,Platform,2.29,False,46,False,USD,True,0.0,14627.48,667.51,-14627.48,-15295.0,False,2025-08-12,0,2025-08-04
DEAL-06158,DEAL-ACC-1078,2025-02-24,referral,retail,large,53797.88,Rep 6,Region East,Standalone,0.0,False,26,False,USD,False,53797.88,15781.72,0.0,38016.17,38016.17,False,,1,2025-03-06
DEAL-06159,DEAL-ACC-0639,2025-01-19,webinar,healthcare,medium,24628.26,Rep 6,Region West,Platform,16.18,True,51,False,USD,False,24628.26,4215.92,3985.48,20412.33,16426.86,True,2025-04-18,0,2025-03-12
DEAL-06160,DEAL-ACC-0200,2024-09-08,webinar,tech,small,7770.1,Rep 7,Region South,Suite,7.14,True,61,False,USD,False,7770.1,585.75,554.53,7184.34,6629.82,True,2024-09-24,0,2024-09-12
DEAL-06161,DEAL-ACC-2361,2025-01-23,referral,tech,small,8389.07,Rep 8,Region South,Platform,8.07,False,81,True,USD,False,8389.07,944.07,676.67,7445.0,6768.32,False,2025-03-20,0,2025-01-26
DEAL-06162,DEAL-ACC-1922,2025-01-19,referral,manufacturing,enterprise,133949.95,Rep 2,Region South,Suite,15.37,False,76,False,USD,False,133949.95,15166.51,20583.76,118783.44,98199.68,True,2025-02-06,0,2025-03-13
DEAL-06163,DEAL-ACC-1483,2024-10-17,organic,healthcare,small,7831.69,Rep 2,Region East,Suite,15.88,True,64,False,USD,True,0.0,963.88,1243.48,-963.88,-2207.37,,2024-11-11,0,2024-11-13
DEAL-06164,DEAL-ACC-1044,2024-05-23,cold_call,manufacturing,small,5942.48,Rep 4,Region South,Standalone,18.96,True,62,True,USD,True,0.0,470.48,1126.87,-470.48,-1597.35,False,2024-06-01,1,2024-06-24
DEAL-06165,DEAL-ACC-0605,2025-04-05,paid,finance,small,9287.09,Rep 1,Region East,Platform,18.46,False,41,True,USD,False,9287.09,3080.15,1714.16,6206.94,4492.78,True,2025-04-30,0,2025-05-14
DEAL-06166,DEAL-ACC-0166,2025-12-24,referral,healthcare,enterprise,131365.68,Rep 1,Region West,Suite,12.3,False,62,True,USD,False,131365.68,13766.92,16159.84,117598.76,101438.93,True,2026-01-01,0,2025-12-24
DEAL-06167,DEAL-ACC-2327,2025-06-28,paid,finance,large,50089.43,Rep 7,Region East,Suite,15.12,True,44,False,USD,False,50089.43,15839.24,7573.29,34250.18,26676.9,False,2025-08-06,0,2025-07-20
DEAL-06168,DEAL-ACC-1888,2024-08-08,cold_call,tech,enterprise,164147.88,Rep 4,Region West,Standalone,0.0,True,49,True,USD,False,164147.88,24847.52,0.0,139300.37,139300.37,False,2024-09-26,2,2024-10-07
DEAL-06169,DEAL-ACC-1449,2024-03-12,paid,retail,medium,22569.92,Rep 7,Region South,Standalone,22.83,True,92,True,USD,False,22569.92,5059.47,5153.49,17510.45,12356.96,,2024-05-24,0,2024-04-06
DEAL-06170,DEAL-ACC-1010,2025-06-04,paid,tech,large,62952.34,Rep 7,Region Central,Suite,12.67,True,51,True,USD,False,62952.34,13912.12,7978.86,49040.22,41061.36,True,2025-06-28,0,2025-07-14
DEAL-06171,DEAL-ACC-0571,2025-08-13,organic,manufacturing,medium,29525.53,Rep 7,Region East,Standalone,12.89,False,63,False,USD,True,0.0,1228.85,3805.18,-1228.85,-5034.03,False,2025-09-23,0,2025-08-17
DEAL-06172,DEAL-ACC-0132,2024-03-28,cold_call,finance,enterprise,120016.0,Rep 7,Region West,Standalone,1.91,False,81,False,USD,False,120016.0,10192.96,2292.55,109823.04,107530.49,False,,0,2024-04-29
