deal_id,deal_created_date,split_label,outcomes_final
DEAL-05184,2024-02-29,development,true
DEAL-05185,2025-10-01,future_holdout,true
DEAL-05186,2024-04-13,development,true
DEAL-05187,2025-07-14,future_holdout,true
DEAL-05188,2024-04-22,development,true
DEAL-05189,2025-10-04,future_holdout,true
DEAL-05190,2025-12-31,future_holdout,true
DEAL-05191,2024-01-26,development,true
DEAL-05192,2025-06-05,validation,true
DEAL-05193,2025-10-11,future_holdout,true
DEAL-05194,2025-03-03,validation,true
DEAL-05195,2024-10-29,development,true
DEAL-05196,2024-10-10,development,true
DEAL-05197,2025-01-15,validation,true
DEAL-05198,2025-07-09,future_holdout,true
DEAL-05199,2025-03-20,validation,true
DEAL-05200,2025-01-24,validation,true
DEAL-05201,2024-06-15,development,true
DEAL-05202,2025-11-18,future_holdout,true
DEAL-05203,2024-11-02,development,true
DEAL-05204,2025-01-20,validation,true
DEAL-05205,2024-08-03,development,true
DEAL-05206,2025-11-27,future_holdout,true
DEAL-05207,2025-09-15,future_holdout,true
DEAL-05208,2025-03-24,validation,true
DEAL-05209,2025-12-17,future_holdout,true
DEAL-05210,2024-07-06,development,true
DEAL-05211,2024-10-12,development,true
DEAL-05212,2025-12-12,future_holdout,true
DEAL-05213,2025-11-18,future_holdout,true
DEAL-05214,2024-06-09,development,true
DEAL-05215,2024-11-29,development,true
DEAL-05216,2025-05-28,validation,true
DEAL-05217,2025-06-28,validation,true
DEAL-05218,2024-01-26,development,true
DEAL-05219,2024-05-05,development,true
DEAL-05220,2025-08-19,future_holdout,true
DEAL-05221,2025-10-07,future_holdout,true
DEAL-05222,2024-04-30,development,true
DEAL-05223,2024-04-26,development,true
DEAL-05224,2024-09-08,development,true
DEAL-05225,2025-05-31,validation,true
DEAL-05226,2025-05-09,validation,true
DEAL-05227,2024-02-20,development,true
DEAL-05228,2025-07-11,future_holdout,true
DEAL-05229,2024-02-20,development,true
DEAL-05230,2024-03-13,development,true
DEAL-05231,2025-05-13,validation,true
DEAL-05232,2024-03-02,development,true
DEAL-05233,2025-05-28,validation,true
DEAL-05234,2024-05-09,development,true
DEAL-05235,2025-01-13,validation,true
DEAL-05236,2025-05-26,validation,true
DEAL-05237,2024-05-28,development,true
DEAL-05238,2024-01-30,development,true
DEAL-05239,2024-03-24,development,true
DEAL-05240,2025-01-22,validation,true
DEAL-05241,2025-04-13,validation,true
DEAL-05242,2024-02-20,development,true
DEAL-05243,2024-07-08,development,true
DEAL-05244,2025-09-27,future_holdout,true
DEAL-05245,2025-03-23,validation,true
DEAL-05246,2025-02-05,validation,true
DEAL-05247,2025-11-22,future_holdout,true
DEAL-05248,2024-09-04,development,true
DEAL-05249,2025-06-05,validation,true
DEAL-05250,2024-06-03,development,true
DEAL-05251,2025-05-18,validation,true
DEAL-05252,2025-05-24,validation,true
DEAL-05253,2025-02-05,validation,true
DEAL-05254,2025-07-08,future_holdout,true
DEAL-05255,2025-07-08,future_holdout,true
DEAL-05256,2025-06-26,validation,true
DEAL-05257,2025-07-21,future_holdout,true
DEAL-05258,2025-12-18,future_holdout,true
DEAL-05259,2024-07-26,development,true
DEAL-05260,2024-08-19,development,true
DEAL-05261,2025-10-18,future_holdout,true
DEAL-05262,2025-09-11,future_holdout,true
DEAL-05263,2024-10-14,development,true
DEAL-05264,2025-01-10,validation,true
DEAL-05265,2024-05-27,development,true
DEAL-05266,2024-06-27,development,true
DEAL-05267,2024-02-19,development,true
DEAL-05268,2025-03-14,validation,true
DEAL-05269,2025-05-08,validation,true
DEAL-05270,2025-10-01,future_holdout,true
DEAL-05271,2024-05-15,development,true
DEAL-05272,2025-04-13,validation,true
DEAL-05273,2025-10-26,future_holdout,true
DEAL-05274,2025-12-08,future_holdout,true
DEAL-05275,2025-10-03,future_holdout,true
DEAL-05276,2024-10-06,development,true
DEAL-05277,2025-04-03,validation,true
DEAL-05278,2024-08-10,development,true
DEAL-05279,2024-04-11,development,true
DEAL-05280,2024-08-09,development,true
DEAL-05281,2024-04-19,development,true
DEAL-05282,2025-06-11,validation,true
DEAL-05283,2024-09-25,development,true
DEAL-05284,2024-12-13,development,true
DEAL-05285,2025-01-30,validation,true
DEAL-05286,2025-08-10,future_holdout,true
DEAL-05287,2024-11-18,development,true
DEAL-05288,2025-06-07,validation,true
DEAL-05289,2024-05-12,development,true
DEAL-05290,2024-10-31,development,true
DEAL-05291,2024-05-24,development,true
DEAL-05292,2025-05-16,validation,true
DEAL-05293,2024-09-30,development,true
DEAL-05294,2024-05-27,development,true
DEAL-05295,2025-02-04,validation,true
DEAL-05296,2024-03-09,development,true
DEAL-05297,2024-10-18,development,true
DEAL-05298,2024-07-12,development,true
DEAL-05299,2024-08-25,development,true
DEAL-05300,2024-09-09,development,true
DEAL-05301,2024-02-15,development,true
DEAL-05302,2024-11-05,development,true
DEAL-05303,2025-12-08,future_holdout,true
DEAL-05304,2025-06-28,validation,true
DEAL-05305,2025-02-24,validation,true
DEAL-05306,2024-01-13,development,true
DEAL-05307,2025-08-10,future_holdout,true
DEAL-05308,2024-09-26,development,true
DEAL-05309,2024-10-07,development,true
DEAL-05310,2025-11-07,future_holdout,true
DEAL-05311,2024-01-23,development,true
DEAL-05312,2025-09-05,future_holdout,true
DEAL-05313,2024-12-07,development,true
DEAL-05314,2024-05-12,development,true
DEAL-05315,2025-01-14,validation,true
DEAL-05316,2024-01-14,development,true
DEAL-05317,2024-05-24,development,true
DEAL-05318,2024-10-30,development,true
DEAL-05319,2024-09-03,development,true
DEAL-05320,2025-01-14,validation,true
DEAL-05321,2025-03-26,validation,true
DEAL-05322,2025-11-17,future_holdout,true
DEAL-05323,2025-03-28,validation,true
DEAL-05324,2024-01-19,development,true
DEAL-05325,2024-08-02,development,true
DEAL-05326,2024-07-18,development,true
DEAL-05327,2024-09-26,development,true
DEAL-05328,2024-05-21,development,true
DEAL-05329,2024-09-05,development,true
DEAL-05330,2024-06-02,development,true
DEAL-05331,2025-06-28,validation,true
DEAL-05332,2024-11-21,development,true
DEAL-05333,2024-02-14,development,true
DEAL-05334,2024-02-25,development,true
DEAL-05335,2025-07-28,future_holdout,true
DEAL-05336,2025-10-22,future_holdout,true
DEAL-05337,2024-12-14,development,true
DEAL-05338,2024-05-11,development,true
DEAL-05339,2025-08-31,future_holdout,true
DEAL-05340,2024-02-18,development,true
DEAL-05341,2025-02-09,validation,true
DEAL-05342,2024-11-16,development,true
DEAL-05343,2024-05-23,development,true
DEAL-05344,2024-02-23,development,true
DEAL-05345,2024-03-07,development,true
DEAL-05346,2025-10-14,future_holdout,true
DEAL-05347,2025-10-30,future_holdout,true
DEAL-05348,2025-01-29,validation,true
DEAL-05349,2025-03-14,validation,true
DEAL-05350,2025-11-14,future_holdout,true
DEAL-05351,2024-03-21,development,true
DEAL-05352,2024-12-15,development,true
DEAL-05353,2024-09-17,development,true
DEAL-05354,2024-03-10,development,true
DEAL-05355,2025-07-22,future_holdout,true
DEAL-05356,2025-07-13,future_holdout,true
DEAL-05357,2025-03-05,validation,true
DEAL-05358,2025-07-26,future_holdout,true
DEAL-05359,2024-06-13,development,true
DEAL-05360,2024-07-27,development,true
DEAL-05361,2024-08-20,development,true
DEAL-05362,2025-05-24,validation,true
DEAL-05363,2025-08-14,future_holdout,true
DEAL-05364,2025-12-10,future_holdout,true
DEAL-05365,2025-05-21,validation,true
DEAL-05366,2024-10-14,development,true
DEAL-05367,2025-11-23,future_holdout,true
DEAL-05368,2024-05-08,development,true
DEAL-05369,2024-07-23,development,true
DEAL-05370,2024-12-28,development,true
DEAL-05371,2025-11-30,future_holdout,true
DEAL-05372,2025-08-06,future_holdout,true
DEAL-05373,2024-09-29,development,true
DEAL-05374,2024-04-10,development,true
DEAL-05375,2024-05-18,development,true
DEAL-05376,2025-12-17,future_holdout,true
DEAL-05377,2025-02-14,validation,true
DEAL-05378,2024-02-26,development,true
DEAL-05379,2025-10-30,future_holdout,true
DEAL-05380,2024-11-13,development,true
DEAL-05381,2024-01-04,development,true
DEAL-05382,2025-04-05,validation,true
DEAL-05383,2024-05-10,development,true
DEAL-05384,2025-01-31,validation,true
DEAL-05385,2024-12-19,development,true
DEAL-05386,2024-09-12,development,true
DEAL-05387,2025-04-08,validation,true
DEAL-05388,2024-06-10,development,true
DEAL-05389,2025-12-19,future_holdout,true
DEAL-05390,2024-06-16,development,true
DEAL-05391,2024-07-18,development,true
DEAL-05392,2024-03-05,development,true
DEAL-05393,2025-06-07,validation,true
DEAL-05394,2025-05-16,validation,true
DEAL-05395,2025-11-15,future_holdout,true
DEAL-05396,2024-01-17,development,true
DEAL-05397,2024-11-04,development,true
DEAL-05398,2025-09-05,future_holdout,true
DEAL-05399,2025-03-16,validation,true
DEAL-05400,2025-02-12,validation,true
DEAL-05401,2024-12-26,development,true
DEAL-05402,2025-08-03,future_holdout,true
DEAL-05403,2025-09-23,future_holdout,true
DEAL-05404,2024-05-30,development,true
DEAL-05405,2024-04-15,development,true
DEAL-05406,2025-05-08,validation,true
DEAL-05407,2024-09-18,development,true
DEAL-05408,2025-03-23,validation,true
DEAL-05409,2024-09-15,development,true
DEAL-05410,2025-10-15,future_holdout,true
DEAL-05411,2025-11-18,future_holdout,true
DEAL-05412,2025-11-05,future_holdout,true
DEAL-05413,2024-05-14,development,true
DEAL-05414,2025-12-26,future_holdout,true
DEAL-05415,2025-06-28,validation,true
DEAL-05416,2025-05-19,validation,true
DEAL-05417,2024-12-27,development,true
DEAL-05418,2024-01-16,development,true
DEAL-05419,2024-09-17,development,true
DEAL-05420,2024-10-06,development,true
DEAL-05421,2024-08-28,development,true
DEAL-05422,2024-02-22,development,true
DEAL-05423,2024-02-26,development,true
DEAL-05424,2025-07-30,future_holdout,true
DEAL-05425,2024-11-30,development,true
DEAL-05426,2024-05-13,development,true
DEAL-05427,2024-10-30,development,true
DEAL-05428,2025-06-25,validation,true
DEAL-05429,2025-03-09,validation,true
DEAL-05430,2024-11-20,development,true
DEAL-05431,2025-07-12,future_holdout,true
DEAL-05432,2024-05-01,development,true
DEAL-05433,2025-07-01,future_holdout,true
DEAL-05434,2025-04-16,validation,true
DEAL-05435,2025-04-26,validation,true
DEAL-05436,2025-06-26,validation,true
DEAL-05437,2025-07-31,future_holdout,true
DEAL-05438,2024-05-19,development,true
DEAL-05439,2025-01-02,validation,true
DEAL-05440,2024-01-21,development,true
DEAL-05441,2024-10-24,development,true
DEAL-05442,2025-06-18,validation,true
DEAL-05443,2025-10-10,future_holdout,true
DEAL-05444,2024-11-24,development,true
DEAL-05445,2024-04-13,development,true
DEAL-05446,2025-04-15,validation,true
DEAL-05447,2024-11-14,development,true
DEAL-05448,2025-04-25,validation,true
DEAL-05449,2024-08-17,development,true
DEAL-05450,2024-01-08,development,true
DEAL-05451,2024-12-28,development,true
DEAL-05452,2025-12-14,future_holdout,true
DEAL-05453,2024-05-07,development,true
DEAL-05454,2024-09-10,development,true
DEAL-05455,2025-10-05,future_holdout,true
DEAL-05456,2024-09-07,development,true
DEAL-05457,2025-08-26,future_holdout,true
DEAL-05458,2025-11-08,future_holdout,true
DEAL-05459,2025-12-28,future_holdout,true
DEAL-05460,2025-05-13,validation,true
DEAL-05461,2025-11-20,future_holdout,true
DEAL-05462,2024-05-04,development,true
DEAL-05463,2025-11-11,future_holdout,true
DEAL-05464,2025-05-10,validation,true
DEAL-05465,2024-12-03,development,true
DEAL-05466,2024-10-02,development,true
DEAL-05467,2025-09-12,future_holdout,true
DEAL-05468,2024-02-05,development,true
DEAL-05469,2025-12-21,future_holdout,true
DEAL-05470,2025-02-03,validation,true
DEAL-05471,2024-09-22,development,true
DEAL-05472,2024-06-27,development,true
DEAL-05473,2024-09-01,development,true
DEAL-05474,2025-09-07,future_holdout,true
DEAL-05475,2024-06-24,development,true
DEAL-05476,2024-06-28,development,true
DEAL-05477,2024-01-14,development,true
DEAL-05478,2025-01-29,validation,true
DEAL-05479,2025-01-12,validation,true
DEAL-05480,2024-09-15,development,true
DEAL-05481,2024-12-15,development,true
DEAL-05482,2025-03-08,validation,true
DEAL-05483,2024-12-27,development,true
DEAL-05484,2025-04-10,validation,true
DEAL-05485,2024-11-14,development,true
DEAL-05486,2025-11-19,future_holdout,true
DEAL-05487,2025-07-22,future_holdout,true
DEAL-05488,2025-10-27,future_holdout,true
DEAL-05489,2024-06-15,development,true
DEAL-05490,2025-03-03,validation,true
DEAL-05491,2025-08-17,future_holdout,true
DEAL-05492,2024-12-24,development,true
DEAL-05493,2024-07-20,development,true
DEAL-05494,2024-08-01,development,true
DEAL-05495,2024-03-24,development,true
DEAL-05496,2025-11-21,future_holdout,true
DEAL-05497,2025-01-22,validation,true
DEAL-05498,2025-05-12,validation,true
DEAL-05499,2025-11-08,future_holdout,true
DEAL-05500,2024-03-24,development,true
DEAL-05501,2024-11-29,development,true
DEAL-05502,2025-05-04,validation,true
DEAL-05503,2025-03-26,validation,true
DEAL-05504,2024-09-15,development,true
DEAL-05505,2024-12-04,development,true
DEAL-05506,2024-10-30,development,true
DEAL-05507,2024-06-18,development,true
DEAL-05508,2025-07-21,future_holdout,true
DEAL-05509,2025-06-13,validation,true
DEAL-05510,2024-09-12,development,true
DEAL-05511,2025-11-13,future_holdout,true
DEAL-05512,2025-04-24,validation,true
DEAL-05513,2025-05-24,validation,true
DEAL-05514,2024-08-27,development,true
DEAL-05515,2024-12-28,development,true
DEAL-05516,2024-03-13,development,true
DEAL-05517,2025-10-24,future_holdout,true
DEAL-05518,2025-04-24,validation,true
DEAL-05519,2024-07-30,development,true
DEAL-05520,2025-10-15,future_holdout,true
DEAL-05521,2025-02-07,validation,true
DEAL-05522,2025-09-04,future_holdout,true
DEAL-05523,2024-01-28,development,true
DEAL-05524,2025-06-05,validation,true
DEAL-05525,2025-10-18,future_holdout,true
DEAL-05526,2024-05-27,development,true
DEAL-05527,2025-11-21,future_holdout,true
DEAL-05528,2024-12-27,development,true
DEAL-05529,2024-09-19,development,true
DEAL-05530,2025-02-01,validation,true
DEAL-05531,2024-01-27,development,true
DEAL-05532,2024-10-17,development,true
DEAL-05533,2024-01-11,development,true
DEAL-05534,2025-03-09,validation,true
DEAL-05535,2025-06-27,validation,true
DEAL-05536,2024-12-20,development,true
DEAL-05537,2025-08-09,future_holdout,true
DEAL-05538,2025-02-14,validation,true
DEAL-05539,2024-12-25,development,true
DEAL-05540,2024-07-29,development,true
DEAL-05541,2024-02-20,development,true
DEAL-05542,2024-02-20,development,true
DEAL-05543,2025-03-28,validation,true
DEAL-05544,2024-12-31,development,true
DEAL-05545,2025-01-22,validation,true
DEAL-05546,2024-12-31,development,true
DEAL-05547,2024-11-06,development,true
DEAL-05548,2024-04-26,development,true
DEAL-05549,2025-12-06,future_holdout,true
DEAL-05550,2024-12-22,development,true
DEAL-05551,2024-09-28,development,true
DEAL-05552,2024-06-22,development,true
DEAL-05553,2024-03-15,development,true
DEAL-05554,2025-03-26,validation,true
DEAL-05555,2025-11-06,future_holdout,true
DEAL-05556,2025-02-22,validation,true
DEAL-05557,2024-12-23,development,true
DEAL-05558,2025-10-17,future_holdout,true
DEAL-05559,2025-09-01,future_holdout,true
DEAL-05560,2024-04-11,development,true
DEAL-05561,2025-08-23,future_holdout,true
DEAL-05562,2024-07-17,development,true
DEAL-05563,2024-12-16,development,true
DEAL-05564,2025-05-20,validation,true
DEAL-05565,2024-05-19,development,true
DEAL-05566,2025-06-09,validation,true
DEAL-05567,2024-02-18,development,true
DEAL-05568,2024-12-30,development,true
DEAL-05569,2024-10-20,development,true
DEAL-05570,2025-03-20,validation,true
DEAL-05571,2024-08-31,development,true
DEAL-05572,2025-12-24,future_holdout,true
DEAL-05573,2025-02-02,validation,true
DEAL-05574,2025-04-23,validation,true
DEAL-05575,2024-05-11,development,true
DEAL-05576,2025-12-13,future_holdout,true
DEAL-05577,2025-12-20,future_holdout,true
DEAL-05578,2024-10-28,development,true
DEAL-05579,2025-02-12,validation,true
DEAL-05580,2025-01-02,validation,true
DEAL-05581,2024-11-29,development,true
DEAL-05582,2025-10-31,future_holdout,true
DEAL-05583,2025-03-18,validation,true
DEAL-05584,2024-04-13,development,true
DEAL-05585,2024-11-23,development,true
DEAL-05586,2024-01-15,development,true
DEAL-05587,2024-05-30,development,true
DEAL-05588,2024-03-11,development,true
DEAL-05589,2024-05-09,development,true
DEAL-05590,2025-08-22,future_holdout,true
DEAL-05591,2025-09-08,future_holdout,true
DEAL-05592,2024-05-27,development,true
DEAL-05593,2024-12-16,development,true
DEAL-05594,2025-07-16,future_holdout,true
DEAL-05595,2024-02-07,development,true
DEAL-05596,2024-05-30,development,true
DEAL-05597,2025-07-17,future_holdout,true
DEAL-05598,2024-01-29,development,true
DEAL-05599,2024-09-27,development,true
DEAL-05600,2025-08-22,future_holdout,true
DEAL-05601,2025-03-31,validation,true
DEAL-05602,2025-05-05,validation,true
DEAL-05603,2024-12-13,development,true
DEAL-05604,2025-02-13,validation,true
DEAL-05605,2024-11-11,development,true
DEAL-05606,2025-04-04,validation,true
DEAL-05607,2024-04-13,development,true
DEAL-05608,2025-12-17,future_holdout,true
DEAL-05609,2025-09-09,future_holdout,true
DEAL-05610,2024-07-29,development,true
DEAL-05611,2025-12-11,future_holdout,true
DEAL-05612,2025-02-06,validation,true
DEAL-05613,2025-09-19,future_holdout,true
DEAL-05614,2024-07-07,development,true
DEAL-05615,2025-06-30,validation,true
DEAL-05616,2025-03-21,validation,true
DEAL-05617,2025-03-03,validation,true
DEAL-05618,2024-03-01,development,true
DEAL-05619,2025-09-30,future_holdout,true
DEAL-05620,2025-07-14,future_holdout,true
DEAL-05621,2025-03-01,validation,true
DEAL-05622,2024-07-16,development,true
DEAL-05623,2025-12-25,future_holdout,true
DEAL-05624,2025-07-13,future_holdout,true
DEAL-05625,2025-09-15,future_holdout,true
DEAL-05626,2024-09-12,development,true
DEAL-05627,2025-02-15,validation,true
DEAL-05628,2025-06-10,validation,true
DEAL-05629,2024-11-21,development,true
DEAL-05630,2025-10-29,future_holdout,true
DEAL-05631,2025-04-27,validation,true
DEAL-05632,2025-08-16,future_holdout,true
DEAL-05633,2024-12-18,development,true
DEAL-05634,2025-03-20,validation,true
DEAL-05635,2024-03-09,development,true
DEAL-05636,2025-10-26,future_holdout,true
DEAL-05637,2024-11-03,development,true
DEAL-05638,2024-03-28,development,true
DEAL-05639,2024-06-22,development,true
DEAL-05640,2025-08-09,future_holdout,true
DEAL-05641,2025-09-11,future_holdout,true
DEAL-05642,2024-03-24,development,true
DEAL-05643,2024-09-10,development,true
DEAL-05644,2025-04-08,validation,true
DEAL-05645,2024-09-25,development,true
DEAL-05646,2024-01-16,development,true
DEAL-05647,2025-10-16,future_holdout,true
DEAL-05648,2024-09-26,development,true
DEAL-05649,2024-02-09,development,true
DEAL-05650,2025-04-27,validation,true
DEAL-05651,2025-10-16,future_holdout,true
DEAL-05652,2024-03-12,development,true
DEAL-05653,2025-06-20,validation,true
DEAL-05654,2024-10-07,development,true
DEAL-05655,2024-06-25,development,true
DEAL-05656,2024-07-28,development,true
DEAL-05657,2025-03-11,validation,true
DEAL-05658,2024-12-14,development,true
DEAL-05659,2025-08-19,future_holdout,true
DEAL-05660,2024-11-08,development,true
DEAL-05661,2024-07-27,development,true
DEAL-05662,2024-12-02,development,true
DEAL-05663,2025-07-13,future_holdout,true
DEAL-05664,2025-02-09,validation,true
DEAL-05665,2025-06-30,validation,true
DEAL-05666,2025-07-19,future_holdout,true
DEAL-05667,2025-10-06,future_holdout,true
DEAL-05668,2025-01-03,validation,true
DEAL-05669,2025-03-07,validation,true
DEAL-05670,2024-09-06,development,true
DEAL-05671,2024-05-30,development,true
DEAL-05672,2024-12-19,development,true
DEAL-05673,2025-10-01,future_holdout,true
DEAL-05674,2024-06-13,development,true
DEAL-05675,2024-12-29,development,true
DEAL-05676,2025-05-11,validation,true
DEAL-05677,2025-05-28,validation,true
DEAL-05678,2024-10-23,development,true
DEAL-05679,2024-10-11,development,true
DEAL-05680,2025-08-14,future_holdout,true
DEAL-05681,2024-11-12,development,true
DEAL-05682,2025-10-24,future_holdout,true
DEAL-05683,2024-11-13,development,true
DEAL-05684,2024-12-10,development,true
DEAL-05685,2025-05-01,validation,true
DEAL-05686,2024-11-24,development,true
DEAL-05687,2024-12-20,development,true
DEAL-05688,2025-12-11,future_holdout,true
DEAL-05689,2025-04-13,validation,true
DEAL-05690,2025-09-07,future_holdout,true
DEAL-05691,2025-11-04,future_holdout,true
DEAL-05692,2024-09-09,development,true
DEAL-05693,2024-06-12,development,true
DEAL-05694,2024-11-23,development,true
DEAL-05695,2025-07-02,future_holdout,true
DEAL-05696,2025-09-04,future_holdout,true
DEAL-05697,2024-08-06,development,true
DEAL-05698,2024-08-30,development,true
DEAL-05699,2025-09-02,future_holdout,true
DEAL-05700,2025-09-08,future_holdout,true
DEAL-05701,2024-05-13,development,true
DEAL-05702,2025-02-24,validation,true
DEAL-05703,2024-11-06,development,true
DEAL-05704,2025-09-11,future_holdout,true
DEAL-05705,2025-06-19,validation,true
DEAL-05706,2024-01-26,development,true
DEAL-05707,2025-09-03,future_holdout,true
DEAL-05708,2025-12-22,future_holdout,true
DEAL-05709,2025-06-02,validation,true
DEAL-05710,2025-08-12,future_holdout,true
DEAL-05711,2024-07-19,development,true
DEAL-05712,2024-06-08,development,true
DEAL-05713,2025-07-08,future_holdout,true
DEAL-05714,2025-11-01,future_holdout,true
DEAL-05715,2025-07-19,future_holdout,true
DEAL-05716,2025-09-08,future_holdout,true
DEAL-05717,2024-05-11,development,true
DEAL-05718,2025-09-20,future_holdout,true
DEAL-05719,2024-12-14,development,true
DEAL-05720,2025-12-14,future_holdout,true
DEAL-05721,2025-10-24,future_holdout,true
DEAL-05722,2025-03-31,validation,true
DEAL-05723,2025-08-30,future_holdout,true
DEAL-05724,2025-09-01,future_holdout,true
DEAL-05725,2024-06-23,development,true
DEAL-05726,2025-09-01,future_holdout,true
DEAL-05727,2024-09-18,development,true
DEAL-05728,2025-01-06,validation,true
DEAL-05729,2025-06-28,validation,true
DEAL-05730,2024-08-30,development,true
DEAL-05731,2025-06-11,validation,true
DEAL-05732,2024-02-09,development,true
DEAL-05733,2024-12-17,development,true
DEAL-05734,2024-03-16,development,true
DEAL-05735,2024-01-05,development,true
DEAL-05736,2024-04-02,development,true
DEAL-05737,2024-12-27,development,true
DEAL-05738,2025-12-14,future_holdout,true
DEAL-05739,2024-01-16,development,true
DEAL-05740,2024-09-24,development,true
DEAL-05741,2025-05-31,validation,true
DEAL-05742,2025-11-24,future_holdout,true
DEAL-05743,2025-08-03,future_holdout,true
DEAL-05744,2025-08-20,future_holdout,true
DEAL-05745,2025-10-15,future_holdout,true
DEAL-05746,2024-07-19,development,true
DEAL-05747,2024-11-08,development,true
DEAL-05748,2025-01-09,validation,true
DEAL-05749,2024-02-23,development,true
DEAL-05750,2024-01-24,development,true
DEAL-05751,2025-06-19,validation,true
DEAL-05752,2024-08-28,development,true
DEAL-05753,2024-09-20,development,true
DEAL-05754,2025-07-23,future_holdout,true
DEAL-05755,2025-02-24,validation,true
DEAL-05756,2024-10-25,development,true
DEAL-05757,2024-04-19,development,true
DEAL-05758,2024-01-10,development,true
DEAL-05759,2024-12-22,development,true
DEAL-05760,2025-05-24,validation,true
DEAL-05761,2025-03-26,validation,true
DEAL-05762,2024-10-14,development,true
DEAL-05763,2025-06-08,validation,true
DEAL-05764,2024-04-15,development,true
DEAL-05765,2025-12-17,future_holdout,true
DEAL-05766,2025-01-24,validation,true
DEAL-05767,2024-10-22,development,true
DEAL-05768,2024-12-01,development,true
DEAL-05769,2024-07-23,development,true
DEAL-05770,2024-09-19,development,true
DEAL-05771,2025-06-01,validation,true
DEAL-05772,2025-03-27,validation,true
DEAL-05773,2024-01-07,development,true
DEAL-05774,2025-01-21,validation,true
DEAL-05775,2025-05-26,validation,true
DEAL-05776,2025-06-19,validation,true
DEAL-05777,2025-05-14,validation,true
DEAL-05778,2024-09-11,development,true
DEAL-05779,2025-10-29,future_holdout,true
DEAL-05780,2025-01-19,validation,true
DEAL-05781,2025-05-12,validation,true
DEAL-05782,2025-01-13,validation,true
DEAL-05783,2025-05-03,validation,true
DEAL-05784,2024-03-10,development,true
DEAL-05785,2024-08-26,development,true
DEAL-05786,2024-02-17,development,true
DEAL-05787,2024-09-06,development,true
DEAL-05788,2024-09-21,development,true
DEAL-05789,2025-06-18,validation,true
DEAL-05790,2024-11-23,development,true
DEAL-05791,2024-01-30,development,true
DEAL-05792,2025-08-24,future_holdout,true
DEAL-05793,2025-09-25,future_holdout,true
DEAL-05794,2025-02-15,validation,true
DEAL-05795,2024-07-09,development,true
DEAL-05796,2024-01-23,development,true
DEAL-05797,2025-03-11,validation,true
DEAL-05798,2025-01-30,validation,true
DEAL-05799,2024-05-18,development,true
DEAL-05800,2025-01-15,validation,true
DEAL-05801,2025-02-23,validation,true
DEAL-05802,2024-03-08,development,true
DEAL-05803,2024-08-07,development,true
DEAL-05804,2025-07-13,future_holdout,true
DEAL-05805,2025-06-03,validation,true
DEAL-05806,2024-12-06,development,true
DEAL-05807,2024-06-16,development,true
DEAL-05808,2024-03-13,development,true
DEAL-05809,2025-02-25,validation,true
DEAL-05810,2025-08-14,future_holdout,true
DEAL-05811,2024-01-15,development,true
DEAL-05812,2025-03-16,validation,true
DEAL-05813,2024-03-27,development,true
DEAL-05814,2025-08-17,future_holdout,true
DEAL-05815,2024-10-19,development,true
DEAL-05816,2024-05-03,development,true
DEAL-05817,2024-06-17,development,true
DEAL-05818,2025-05-08,validation,true
DEAL-05819,2025-05-14,validation,true
DEAL-05820,2025-01-25,validation,true
DEAL-05821,2025-01-24,validation,true
DEAL-05822,2025-10-12,future_holdout,true
DEAL-05823,2025-11-04,future_holdout,true
DEAL-05824,2024-06-20,development,true
DEAL-05825,2024-07-13,development,true
DEAL-05826,2024-01-11,development,true
DEAL-05827,2024-10-23,development,true
DEAL-05828,2025-12-18,future_holdout,true
DEAL-05829,2025-03-07,validation,true
DEAL-05830,2024-01-12,development,true
DEAL-05831,2025-11-18,future_holdout,true
DEAL-05832,2024-05-03,development,true
DEAL-05833,2024-09-10,development,true
DEAL-05834,2025-01-02,validation,true
DEAL-05835,2025-01-26,validation,true
DEAL-05836,2024-10-05,development,true
DEAL-05837,2024-07-18,development,true
DEAL-05838,2025-07-25,future_holdout,true
DEAL-05839,2025-04-15,validation,true
DEAL-05840,2025-11-18,future_holdout,true
DEAL-05841,2024-07-29,development,true
DEAL-05842,2025-08-06,future_holdout,true
DEAL-05843,2024-11-10,development,true
DEAL-05844,2024-05-30,development,true
DEAL-05845,2024-12-16,development,true
DEAL-05846,2025-04-30,validation,true
DEAL-05847,2024-12-24,development,true
DEAL-05848,2025-12-03,future_holdout,true
DEAL-05849,2024-04-29,development,true
DEAL-05850,2025-11-24,future_holdout,true
DEAL-05851,2025-12-12,future_holdout,true
DEAL-05852,2024-11-25,development,true
DEAL-05853,2025-07-03,future_holdout,true
DEAL-05854,2024-10-12,development,true
DEAL-05855,2024-01-22,development,true
DEAL-05856,2024-02-06,development,true
DEAL-05857,2025-01-18,validation,true
DEAL-05858,2025-09-01,future_holdout,true
DEAL-05859,2024-11-04,development,true
DEAL-05860,2025-11-17,future_holdout,true
DEAL-05861,2024-04-10,development,true
DEAL-05862,2025-01-04,validation,true
DEAL-05863,2025-05-09,validation,true
DEAL-05864,2024-12-30,development,true
DEAL-05865,2024-12-04,development,true
DEAL-05866,2024-11-10,development,true
DEAL-05867,2024-12-12,development,true
DEAL-05868,2024-06-20,development,true
DEAL-05869,2024-06-01,development,true
DEAL-05870,2025-09-17,future_holdout,true
DEAL-05871,2024-08-23,development,true
DEAL-05872,2025-03-01,validation,true
DEAL-05873,2024-02-01,development,true
