lost,won_amount_usd,sales_cost_usd,discount_leakage_usd,gross_deal_margin_usd,net_deal_contribution_usd,expansion_180d
false,26785.82,8966.89,5905.86,17818.92,11913.06,false
false,7328.55,2112.09,1455.79,5216.46,3760.67,
true,0.0,6781.66,0.0,-6781.66,-6781.66,true
false,64171.84,0.0,8170.29,64171.84,56001.55,false
false,137832.22,9329.51,23857.85,128502.71,104644.87,
false,5417.95,1033.42,764.4,4384.53,3620.14,false
false,20173.65,3020.09,419.02,17153.56,16734.54,true
false,43759.33,10947.57,6515.02,32811.76,26296.75,
false,24701.94,8179.08,3384.25,16522.85,13138.6,true
false,59944.71,23058.55,3771.34,36886.15,33114.81,true
false,22982.42,1276.13,3260.76,21706.29,18445.53,false
false,27474.01,13438.15,3059.83,14035.86,10976.03,false
true,0.0,719.35,1286.36,-719.35,-2005.7,true
false,24747.08,4197.27,5906.41,20549.82,14643.41,false
false,143588.22,29581.8,9579.35,114006.42,104427.07,true
false,4989.18,150.62,669.72,4838.55,4168.83,false
false,27267.3,1675.4,0.0,25591.9,25591.9,true
false,5927.83,1361.38,163.01,4566.45,4403.44,false
true,0.0,4983.48,11231.91,-4983.48,-16215.39,true
true,0.0,1390.09,910.04,-1390.09,-2300.13,false
false,29142.94,10582.5,2245.32,18560.44,16315.12,true
false,54127.67,5439.09,10599.37,48688.58,38089.21,false
true,0.0,6860.24,3829.57,-6860.24,-10689.82,false
false,21331.96,6764.67,3243.84,14567.29,11323.45,true
false,5478.77,777.52,1557.64,4701.25,3143.6,true
false,36390.38,5572.22,8769.48,30818.16,22048.67,false
true,0.0,1206.13,1557.62,-1206.13,-2763.75,
false,10078.35,152.03,672.86,9926.32,9253.46,false
false,25371.0,8974.82,1065.67,16396.18,15330.51,true
false,22089.3,2747.12,3272.52,19342.18,16069.66,true
false,58933.6,16745.36,15561.65,42188.24,26626.59,true
false,24412.53,3027.74,4881.75,21384.8,16503.05,true
false,69113.51,7294.87,9718.38,61818.64,52100.26,true
false,7744.6,3346.65,480.14,4397.95,3917.81,false
false,8983.0,407.81,1034.94,8575.2,7540.26,
false,24277.03,1427.08,593.94,22849.95,22256.01,false
false,70699.36,2381.91,7411.3,68317.45,60906.15,
false,20112.52,2380.81,1194.25,17731.71,16537.46,true
false,23593.51,1408.57,139.54,22184.95,22045.4,false
true,0.0,1790.31,0.0,-1790.31,-1790.31,true
false,9166.09,1450.28,1440.48,7715.81,6275.33,false
false,150359.92,11467.7,16276.7,138892.21,122615.51,true
false,59193.34,5020.95,7028.66,54172.39,47143.73,true
false,65530.67,2768.62,5780.1,62762.05,56981.95,false
false,26792.51,3694.72,2365.83,23097.79,20731.96,false
true,0.0,52620.45,1400.0,-52620.45,-54020.45,false
true,0.0,18210.98,29691.29,-18210.98,-47902.27,true
true,0.0,246.63,1025.53,-246.63,-1272.16,true
false,20504.33,5549.64,3837.48,14954.69,11117.2,true
false,32482.41,9659.56,0.0,22822.85,22822.85,true
true,0.0,755.88,3177.3,-755.88,-3933.18,
false,9539.71,0.0,1756.62,9539.71,7783.09,false
false,9273.26,1492.58,1887.07,7780.68,5893.61,true
true,0.0,4454.75,8164.3,-4454.75,-12619.05,
false,24918.13,3752.31,3864.46,21165.81,17301.35,false
false,19687.94,10571.27,1458.21,9116.67,7658.46,true
false,59685.11,4124.69,16352.69,55560.42,39207.74,true
true,0.0,6779.65,1522.74,-6779.65,-8302.39,true
false,26717.09,1362.86,0.0,25354.23,25354.23,false
false,68776.48,2365.66,8726.1,66410.81,57684.71,true
true,0.0,6625.68,4595.73,-6625.68,-11221.41,true
false,5597.25,0.0,224.05,5597.25,5373.2,true
true,0.0,2092.29,5804.32,-2092.29,-7896.61,false
false,22328.53,7238.91,4395.16,15089.62,10694.46,true
false,9559.03,3994.78,2785.71,5564.25,2778.54,
false,10785.51,2428.62,744.43,8356.89,7612.46,true
false,64963.99,8039.81,2770.58,56924.18,54153.6,false
false,25762.39,2006.83,420.78,23755.57,23334.79,true
true,0.0,2717.72,858.05,-2717.72,-3575.78,
false,69979.85,0.0,15751.37,69979.85,54228.48,false
false,10092.4,4175.73,726.01,5916.66,5190.65,false
false,7517.19,685.8,571.43,6831.39,6259.96,false
false,136106.21,49781.66,0.0,86324.55,86324.55,true
false,7484.4,861.17,1300.41,6623.23,5322.83,true
true,0.0,14674.32,9294.74,-14674.32,-23969.06,
false,6615.02,2264.25,431.97,4350.77,3918.81,true
true,0.0,0.0,906.11,0.0,-906.11,false
false,51220.78,7213.78,9649.41,44007.0,34357.59,true
false,20576.3,3016.23,1329.61,17560.07,16230.45,
false,20223.32,2883.3,2487.06,17340.01,14852.95,false
false,6461.87,1294.93,809.2,5166.94,4357.74,true
true,0.0,23559.26,8178.56,-23559.26,-31737.83,
true,0.0,9933.69,7220.62,-9933.69,-17154.31,
true,0.0,4107.1,0.0,-4107.1,-4107.1,true
false,21284.29,1000.49,4183.61,20283.8,16100.19,true
false,28126.99,6161.33,4361.83,21965.66,17603.82,true
true,0.0,3377.78,664.08,-3377.78,-4041.86,true
true,0.0,0.0,801.06,0.0,-801.06,false
true,0.0,18151.59,10615.66,-18151.59,-28767.25,false
false,23700.87,3743.3,1787.66,19957.57,18169.91,false
false,9871.49,867.39,0.0,9004.09,9004.09,false
false,141954.13,0.0,8281.1,141954.13,133673.03,
false,29606.76,3720.38,405.42,25886.38,25480.96,true
false,66808.97,9986.22,12836.55,56822.74,43986.19,false
true,0.0,2213.1,8752.86,-2213.1,-10965.96,true
true,0.0,2021.82,7331.27,-2021.82,-9353.1,
true,0.0,3491.39,5732.17,-3491.39,-9223.56,
false,149713.58,24762.77,27470.34,124950.81,97480.48,false
false,122887.38,0.0,24991.01,122887.38,97896.37,true
false,6567.52,838.23,1138.34,5729.29,4590.95,false
false,56596.79,8058.64,11814.62,48538.15,36723.53,false
false,60083.81,0.0,5703.77,60083.81,54380.05,
false,7210.23,2644.74,1587.95,4565.49,2977.54,
false,27581.78,3028.79,4654.46,24552.99,19898.53,true
false,33178.21,1980.34,4529.43,31197.86,26668.43,true
false,128881.0,26240.44,30577.34,102640.57,72063.23,
false,9839.89,2088.02,1522.01,7751.88,6229.86,true
false,5055.43,610.77,1678.01,4444.66,2766.65,true
false,23910.29,3496.15,1572.12,20414.15,18842.02,false
false,66322.72,16597.76,15295.26,49724.96,34429.69,false
true,0.0,3678.04,3455.33,-3678.04,-7133.37,false
true,0.0,8789.14,11677.4,-8789.14,-20466.55,false
false,54117.56,7763.34,7000.07,46354.21,39354.14,true
true,0.0,7456.89,3262.67,-7456.89,-10719.56,false
true,0.0,1301.77,2328.01,-1301.77,-3629.79,false
false,6765.51,479.08,941.11,6286.42,5345.31,false
false,133128.14,17487.5,10744.22,115640.64,104896.42,false
false,10701.69,1084.63,477.19,9617.06,9139.86,false
true,0.0,3321.12,2628.76,-3321.12,-5949.88,false
false,6462.66,1380.74,1483.88,5081.92,3598.03,false
false,8208.37,396.15,1067.37,7812.22,6744.84,
true,0.0,1311.43,3584.96,-1311.43,-4896.39,
false,8126.97,0.0,659.98,8126.97,7466.99,true
false,28598.33,4864.27,1283.45,23734.07,22450.62,true
false,132985.2,13708.71,17111.92,119276.49,102164.57,false
true,0.0,6387.49,19113.13,-6387.49,-25500.62,false
false,78841.07,27085.01,18586.85,51756.07,33169.22,false
false,9560.0,852.01,632.14,8708.0,8075.86,true
false,163209.27,5978.46,10123.09,157230.81,147107.72,
false,63140.23,5645.97,8995.35,57494.26,48498.91,true
true,0.0,3128.76,1174.87,-3128.76,-4303.63,
false,7015.6,749.77,0.0,6265.83,6265.83,
false,27914.0,4528.35,4399.22,23385.66,18986.44,false
true,0.0,11975.34,7261.18,-11975.34,-19236.52,
true,0.0,75170.47,5276.87,-75170.47,-80447.33,
true,0.0,7437.82,6965.95,-7437.82,-14403.77,false
true,0.0,3482.79,883.71,-3482.79,-4366.5,
true,0.0,10471.37,2449.95,-10471.37,-12921.32,false
true,0.0,302.96,1219.78,-302.96,-1522.75,false
false,24356.88,4986.3,1338.81,19370.57,18031.76,false
true,0.0,66717.11,16976.88,-66717.11,-83693.99,
false,65593.84,10159.27,0.0,55434.56,55434.56,true
false,20911.63,3198.81,3024.51,17712.82,14688.31,false
true,0.0,0.0,16545.62,0.0,-16545.62,false
true,0.0,334.76,712.92,-334.76,-1047.69,
false,47576.88,7527.56,3771.97,40049.32,36277.35,
false,31333.41,0.0,6058.34,31333.41,25275.07,false
false,8187.89,1093.8,980.34,7094.1,6113.76,false
true,0.0,2072.05,1135.05,-2072.05,-3207.1,
false,26655.13,1640.02,1981.61,25015.11,23033.5,true
false,7956.73,1055.62,326.64,6901.11,6574.47,true
false,7286.92,2380.85,413.26,4906.07,4492.81,true
true,0.0,7979.6,5284.4,-7979.6,-13264.0,false
false,168178.82,34611.09,0.0,133567.73,133567.73,
false,74073.43,6279.93,3285.16,67793.5,64508.34,false
false,70212.96,0.0,4840.52,70212.96,65372.43,true
true,0.0,1812.75,2257.18,-1812.75,-4069.93,
false,28056.4,1604.44,4016.95,26451.96,22435.01,true
false,155721.52,18221.93,4053.81,137499.59,133445.79,
false,7183.64,2317.14,1478.42,4866.51,3388.09,
false,22515.93,5390.74,193.27,17125.19,16931.92,false
true,0.0,15709.76,24957.55,-15709.76,-40667.31,false
false,23015.48,1908.26,2784.38,21107.22,18322.84,false
true,0.0,953.53,398.64,-953.53,-1352.18,false
false,65863.0,2904.99,15746.95,62958.01,47211.06,false
false,26885.17,0.0,7106.14,26885.17,19779.04,false
false,20515.75,5919.13,2361.14,14596.63,12235.49,true
true,0.0,3278.77,368.65,-3278.77,-3647.42,
false,24450.56,402.63,3018.29,24047.93,21029.64,false
false,49268.32,12541.95,8819.81,36726.37,27906.56,true
false,7728.58,413.82,439.64,7314.76,6875.12,true
false,9067.72,2872.91,1869.37,6194.82,4325.45,false
false,17839.11,617.75,400.0,17221.37,16821.37,false
false,8544.27,323.39,601.36,8220.89,7619.53,true
false,27013.67,4941.94,3820.07,22071.73,18251.66,false
true,0.0,41172.02,26377.69,-41172.02,-67549.71,false
true,0.0,467.57,832.22,-467.57,-1299.79,
true,0.0,2743.31,1142.88,-2743.31,-3886.19,
false,157183.28,0.0,33632.14,157183.28,123551.14,true
false,63502.1,17361.77,5578.7,46140.33,40561.63,true
true,0.0,3689.31,1237.76,-3689.31,-4927.08,false
true,0.0,2565.9,0.0,-2565.9,-2565.9,false
false,7763.85,802.07,615.61,6961.78,6346.17,true
false,8317.43,1080.33,1106.77,7237.09,6130.33,true
true,0.0,7939.89,11105.17,-7939.89,-19045.06,
false,143637.47,20047.8,17681.55,123589.67,105908.13,false
false,8131.72,32.99,1280.38,8098.73,6818.35,false
true,0.0,3433.41,1716.19,-3433.41,-5149.6,false
false,4523.04,390.8,959.77,4132.24,3172.47,false
false,28279.05,3485.27,590.42,24793.78,24203.36,true
true,0.0,11995.26,10372.32,-11995.26,-22367.57,
false,61387.76,20197.35,998.12,41190.42,40192.3,false
true,0.0,942.55,1467.02,-942.55,-2409.56,false
false,63424.65,10044.26,18852.91,53380.38,34527.47,true
false,24884.01,3892.93,0.0,20991.08,20991.08,true
true,0.0,875.18,14523.26,-875.18,-15398.45,false
false,28618.82,4584.0,6889.65,24034.82,17145.17,false
false,6321.54,2633.18,1675.65,3688.37,2012.72,true
false,69517.12,2765.21,18389.41,66751.91,48362.5,false
true,0.0,786.5,2723.37,-786.5,-3509.87,true
false,25078.26,0.0,4544.4,25078.26,20533.86,false
false,47411.9,7680.73,9297.2,39731.17,30433.97,false
true,0.0,2264.61,0.0,-2264.61,-2264.61,
false,8092.63,968.29,2274.2,7124.33,4850.13,true
false,95082.25,5426.42,2696.18,89655.83,86959.64,
true,0.0,1462.16,4538.12,-1462.16,-6000.28,false
false,7187.94,1958.56,1148.41,5229.39,4080.98,false
false,6183.65,828.04,650.89,5355.61,4704.72,
false,10576.95,2145.07,624.73,8431.89,7807.16,
false,7645.69,2444.49,1457.63,5201.2,3743.56,false
false,179017.54,26272.34,20572.23,152745.2,132172.98,true
true,0.0,1806.6,1716.91,-1806.6,-3523.51,false
false,24115.98,2975.5,2950.8,21140.48,18189.68,true
false,22386.09,1524.16,4377.71,20861.94,16484.23,true
false,23548.47,608.53,155.97,22939.93,22783.96,false
false,156796.47,47884.44,24340.24,108912.04,84571.8,false
true,0.0,780.08,539.78,-780.08,-1319.86,false
true,0.0,13927.35,10534.58,-13927.35,-24461.93,
false,133500.51,21571.0,22401.5,111929.51,89528.01,true
false,68423.4,8564.32,2473.74,59859.08,57385.34,false
true,0.0,21376.7,5825.64,-21376.7,-27202.34,true
false,7325.79,1141.88,2096.97,6183.91,4086.94,true
true,0.0,6111.53,3624.0,-6111.53,-9735.52,
true,0.0,4814.91,667.18,-4814.91,-5482.09,
true,0.0,11091.28,2443.31,-11091.28,-13534.59,
true,0.0,5321.43,4688.13,-5321.43,-10009.56,false
false,9675.97,1221.61,388.1,8454.36,8066.27,false
false,57183.32,0.0,15515.58,57183.32,41667.74,true
false,6039.0,866.83,1098.26,5172.17,4073.91,
false,19323.75,4475.32,3948.3,14848.43,10900.13,false
false,22551.51,3496.68,4308.3,19054.83,14746.53,false
false,58871.07,18729.01,11799.64,40142.06,28342.42,false
false,7247.61,1983.35,1360.41,5264.26,3903.85,false
false,24557.15,2283.8,294.58,22273.35,21978.77,
false,52274.48,10010.65,12318.81,42263.84,29945.03,false
false,25930.78,1021.31,0.0,24909.47,24909.47,false
false,27076.73,5764.62,0.0,21312.12,21312.12,true
false,56028.91,8424.14,4013.62,47604.77,43591.16,
false,172890.19,35553.01,37696.39,137337.18,99640.79,true
false,28440.85,3266.85,3806.12,25174.0,21367.88,true
true,0.0,4408.09,4187.99,-4408.09,-8596.07,true
false,21576.66,1299.62,4409.25,20277.04,15867.79,
false,6718.63,2076.6,743.6,4642.03,3898.43,false
true,0.0,0.0,20271.92,0.0,-20271.92,
false,50645.61,8338.31,4074.38,42307.3,38232.92,false
false,144349.28,0.0,14909.24,144349.28,129440.04,false
false,67465.57,9763.48,16697.0,57702.09,41005.09,true
false,55175.54,15809.66,9583.6,39365.88,29782.29,false
false,9001.25,1529.24,868.07,7472.01,6603.94,true
false,66523.06,1304.06,11659.4,65219.0,53559.6,false
true,0.0,8818.11,7743.48,-8818.11,-16561.59,
false,45998.42,14217.48,7558.57,31780.94,24222.36,false
false,56812.21,1643.66,4860.39,55168.55,50308.17,false
true,0.0,2969.32,569.22,-2969.32,-3538.54,
false,26455.93,8285.74,4876.83,18170.19,13293.36,true
false,52968.07,0.0,12922.35,52968.07,40045.72,true
false,6829.01,691.85,1343.14,6137.16,4794.02,false
false,136886.26,29314.29,17328.47,107571.97,90243.5,true
true,0.0,474.24,1537.62,-474.24,-2011.86,false
true,0.0,2089.83,3362.82,-2089.83,-5452.65,
false,8196.32,256.3,0.0,7940.02,7940.02,true
false,63498.52,8736.18,9434.34,54762.34,45328.0,false
true,0.0,35462.99,32049.6,-35462.99,-67512.59,false
false,22483.26,4703.74,1375.2,17779.51,16404.31,false
true,0.0,7600.34,7450.7,-7600.34,-15051.04,false
true,0.0,1307.23,1092.69,-1307.23,-2399.92,false
false,7700.88,361.06,1130.41,7339.82,6209.41,false
true,0.0,8842.43,4191.0,-8842.43,-13033.44,
false,7176.98,878.2,850.53,6298.78,5448.25,true
false,54546.48,10580.41,8430.38,43966.08,35535.7,
false,31353.86,3598.7,6517.96,27755.17,21237.21,true
false,9212.15,0.0,1047.67,9212.15,8164.48,true
false,55258.32,7861.21,9311.28,47397.11,38085.83,false
false,162672.12,18065.31,39614.07,144606.82,104992.75,true
false,18389.48,1573.87,2957.04,16815.6,13858.56,true
false,28597.49,1739.77,2860.5,26857.72,23997.22,
true,0.0,1303.17,1697.84,-1303.17,-3001.01,false
true,0.0,17272.9,7672.31,-17272.9,-24945.22,false
false,23794.23,3506.6,3021.92,20287.63,17265.71,false
false,65952.91,11043.53,5959.34,54909.38,48950.03,true
true,0.0,9318.16,6504.28,-9318.16,-15822.44,false
false,19171.1,4116.06,3982.77,15055.04,11072.27,true
false,6560.59,2447.25,778.88,4113.34,3334.46,true
false,44953.74,13276.07,8310.35,31677.67,23367.33,false
false,6461.97,0.0,285.66,6461.97,6176.31,
false,5375.2,1703.26,342.3,3671.94,3329.64,false
false,74927.29,7433.93,1675.46,67493.36,65817.9,false
false,8647.2,758.12,1075.74,7889.08,6813.34,true
false,24512.87,3808.2,2578.74,20704.67,18125.94,false
false,8367.62,1610.72,287.77,6756.9,6469.13,true
false,152736.98,13542.35,11453.52,139194.63,127741.1,false
false,23558.55,1251.73,5707.99,22306.82,16598.83,true
false,63531.64,9505.61,8262.63,54026.03,45763.41,true
true,0.0,3402.65,6154.21,-3402.65,-9556.86,
true,0.0,1834.32,0.0,-1834.32,-1834.32,
false,24450.25,6633.84,3685.11,17816.41,14131.3,true
true,0.0,14732.79,10592.22,-14732.79,-25325.02,
false,7579.33,2277.22,9.46,5302.11,5292.65,false
false,62427.93,9588.11,14350.2,52839.82,38489.62,false
true,0.0,2988.4,2763.63,-2988.4,-5752.03,false
false,26653.58,4847.84,827.45,21805.73,20978.28,true
false,204796.46,33731.53,44039.34,171064.93,127025.58,false
false,27611.03,6439.51,4253.48,21171.51,16918.03,true
true,0.0,2100.37,3418.87,-2100.37,-5519.25,
true,0.0,3494.38,0.0,-3494.38,-3494.38,true
false,48364.26,10269.8,8201.83,38094.46,29892.63,true
false,17155.2,1588.35,2002.69,15566.85,13564.17,
false,59085.86,22300.39,10491.98,36785.47,26293.49,false
true,0.0,0.0,1096.91,0.0,-1096.91,
false,49229.36,7573.75,7260.87,41655.6,34394.73,true
true,0.0,12602.53,13269.23,-12602.53,-25871.76,
true,0.0,7186.33,0.0,-7186.33,-7186.33,false
false,7012.66,1275.88,602.83,5736.78,5133.94,false
false,8885.99,1206.97,1212.18,7679.03,6466.85,
false,142591.63,13321.76,19945.54,129269.88,109324.33,false
false,135130.65,27846.07,35844.93,107284.58,71439.65,true
false,27717.67,1899.94,2076.04,25817.73,23741.69,false
false,66391.73,17153.17,16236.01,49238.57,33002.56,true
false,11023.34,1951.78,1396.25,9071.56,7675.31,true
false,6438.66,462.41,0.0,5976.25,5976.25,
false,9994.21,2342.87,1850.67,7651.34,5800.67,
false,21651.31,3526.79,4366.46,18124.53,13758.06,false
false,20996.57,1123.57,3652.61,19873.0,16220.39,false
false,24924.05,2910.2,6563.84,22013.85,15450.01,true
false,120633.86,22468.86,22283.97,98165.0,75881.03,false
true,0.0,764.95,1493.46,-764.95,-2258.41,
true,0.0,15716.38,34712.36,-15716.38,-50428.74,false
true,0.0,1056.34,889.8,-1056.34,-1946.14,false
false,6721.42,4373.25,400.0,2348.17,1948.17,false
false,28944.83,4673.66,3193.48,24271.17,21077.69,
false,61303.42,11866.8,1171.43,49436.61,48265.18,false
false,6957.17,389.85,1011.06,6567.31,5556.26,true
false,8250.21,3963.41,2111.17,4286.81,2175.63,false
false,25289.72,3623.06,2016.95,21666.66,19649.7,false
false,7596.54,1570.44,775.92,6026.1,5250.18,false
false,6865.81,589.96,645.91,6275.85,5629.94,false
true,0.0,9087.09,1942.92,-9087.09,-11030.01,false
false,9055.76,0.0,2135.03,9055.76,6920.73,true
false,9154.41,678.27,1083.68,8476.14,7392.46,false
true,0.0,757.78,2052.05,-757.78,-2809.82,
false,20270.73,3936.74,3223.44,16333.99,13110.55,false
false,60171.22,4343.47,4572.26,55827.74,51255.48,false
false,9313.89,949.65,2309.52,8364.24,6054.72,
true,0.0,27770.19,3573.5,-27770.19,-31343.69,
false,21629.75,3083.8,2190.65,18545.95,16355.3,true
false,58560.96,8014.85,2817.45,50546.11,47728.66,true
true,0.0,7227.76,0.0,-7227.76,-7227.76,
false,27292.91,9883.11,0.0,17409.81,17409.81,
false,58612.64,16103.27,12501.43,42509.37,30007.94,true
false,25020.25,0.0,1898.25,25020.25,23122.0,true
true,0.0,10447.02,10046.92,-10447.02,-20493.94,
true,0.0,14090.06,8778.76,-14090.06,-22868.82,true
false,165261.83,21957.65,16430.04,143304.18,126874.14,false
false,26684.77,0.0,1836.62,26684.77,24848.16,true
false,9951.19,1192.0,3074.18,8759.19,5685.01,true
false,78124.3,32190.37,11716.08,45933.92,34217.85,false
true,0.0,80.93,6660.17,-80.93,-6741.1,
true,0.0,0.0,793.08,0.0,-793.08,
false,26585.99,3743.89,2861.73,22842.1,19980.36,true
false,19643.27,6010.92,0.0,13632.36,13632.36,true
false,70422.95,3813.28,16537.95,66609.68,50071.72,true
false,66670.4,3738.07,7813.13,62932.33,55119.2,false
false,23752.07,597.14,172.07,23154.92,22982.85,false
false,9747.09,742.93,1121.73,9004.15,7882.42,false
false,32770.25,3917.19,0.0,28853.06,28853.06,
false,165258.64,36676.84,21562.15,128581.81,107019.66,true
true,0.0,9760.0,4307.77,-9760.0,-14067.77,
true,0.0,0.0,0.0,0.0,0.0,
false,25285.26,7384.98,2553.7,17900.28,15346.59,false
false,52739.95,2185.23,2468.12,50554.72,48086.6,false
true,0.0,9001.78,9801.73,-9001.78,-18803.52,true
true,0.0,35.86,1723.5,-35.86,-1759.36,
false,22124.58,12361.9,2085.99,9762.68,7676.69,false
false,7952.93,1681.3,1346.1,6271.62,4925.52,false
false,175637.45,23226.31,18591.49,152411.14,133819.65,
false,24519.12,3941.63,1816.7,20577.49,18760.79,false
true,0.0,10268.47,0.0,-10268.47,-10268.47,true
true,0.0,1886.63,875.5,-1886.63,-2762.13,
true,0.0,9866.19,4186.42,-9866.19,-14052.61,
false,6231.36,1554.36,396.01,4677.0,4280.99,false
true,0.0,5195.32,2507.05,-5195.32,-7702.37,
false,51188.22,12782.29,8129.98,38405.93,30275.95,false
false,149306.15,30943.61,16192.41,118362.54,102170.13,false
false,8812.99,3344.16,1810.13,5468.83,3658.7,false
true,0.0,5473.99,11227.98,-5473.99,-16701.97,true
false,9916.29,1031.97,550.77,8884.32,8333.54,false
false,4396.41,940.01,489.3,3456.4,2967.1,
false,26264.85,7981.81,3879.31,18283.04,14403.73,true
false,32733.54,495.76,5768.81,32237.78,26468.97,true
false,45437.81,6602.05,6892.04,38835.76,31943.72,false
false,22944.02,5298.08,2969.51,17645.94,14676.42,
false,47283.1,15892.4,8281.87,31390.7,23108.84,true
false,55475.05,5398.72,13805.67,50076.34,36270.66,true
false,25040.37,2138.07,2708.14,22902.3,20194.16,true
true,0.0,2045.71,619.12,-2045.71,-2664.83,
false,24765.71,2880.33,3248.12,21885.39,18637.27,
false,14008.24,2019.77,908.65,11988.47,11079.82,false
false,30951.66,7669.55,3429.11,23282.11,19853.0,false
false,5558.93,2191.12,1282.86,3367.8,2084.95,false
true,0.0,1552.52,1523.25,-1552.52,-3075.77,
false,165401.07,39231.07,6248.41,126170.0,119921.6,true
true,0.0,17606.76,20940.79,-17606.76,-38547.55,false
false,9687.98,1549.43,2755.66,8138.55,5382.89,true
true,0.0,2218.14,3061.09,-2218.14,-5279.23,true
false,50557.12,17364.02,7652.06,33193.1,25541.03,true
false,49424.86,7292.25,2746.21,42132.61,39386.4,true
false,8559.98,3697.89,172.3,4862.09,4689.79,false
false,8462.65,1490.24,0.0,6972.41,6972.41,true
false,28029.5,4065.96,1082.48,23963.54,22881.06,true
false,51090.27,6268.76,8764.61,44821.51,36056.9,true
true,0.0,1075.33,0.0,-1075.33,-1075.33,
false,15561.41,4567.22,0.0,10994.19,10994.19,true
false,7940.14,2770.99,751.96,5169.15,4417.19,false
false,38423.71,716.47,4563.59,37707.24,33143.65,true
false,29545.24,8914.02,4486.94,20631.22,16144.28,true
false,25251.49,6298.0,1326.17,18953.49,17627.32,true
false,26270.2,6493.86,5303.4,19776.34,14472.94,false
false,60068.21,12860.67,3735.45,47207.55,43472.09,true
false,22145.74,3724.52,1711.98,18421.22,16709.24,true
false,164612.51,32209.57,10768.16,132402.94,121634.78,
false,11039.45,3113.72,2382.63,7925.73,5543.09,
false,10915.46,884.72,475.66,10030.74,9555.08,true
false,4977.43,636.99,770.44,4340.43,3569.99,false
false,45034.4,13769.53,3847.22,31264.87,27417.65,true
false,61868.0,15981.24,24619.1,45886.75,21267.66,false
false,63066.62,5310.14,4653.5,57756.47,53102.98,false
false,8311.1,0.0,892.03,8311.1,7419.08,true
false,7782.72,890.48,1159.49,6892.23,5732.75,true
false,183278.1,0.0,44820.94,183278.1,138457.17,true
true,0.0,19720.43,9560.32,-19720.43,-29280.76,false
false,17335.32,3044.73,1334.21,14290.59,12956.37,false
true,0.0,15132.7,7474.38,-15132.7,-22607.07,
false,130337.63,31211.9,19184.79,99125.73,79940.95,
true,0.0,33860.62,16274.82,-33860.62,-50135.44,
false,26101.0,6774.53,4837.57,19326.47,14488.91,false
true,0.0,27797.74,0.0,-27797.74,-27797.74,false
false,5878.34,1131.85,1599.8,4746.49,3146.69,false
false,23996.2,0.0,968.85,23996.2,23027.35,false
false,30743.24,0.0,1631.08,30743.24,29112.16,true
true,0.0,28086.08,27763.45,-28086.08,-55849.53,
false,27597.28,5773.18,5121.05,21824.11,16703.06,false
false,23726.83,3778.27,4602.35,19948.56,15346.21,false
false,10631.56,786.04,1543.65,9845.52,8301.87,true
false,8380.35,4124.87,1329.24,4255.48,2926.24,true
true,0.0,731.2,531.48,-731.2,-1262.68,false
false,7443.72,1151.69,0.0,6292.03,6292.03,
true,0.0,946.99,256.67,-946.99,-1203.66,false
true,0.0,16789.09,8023.88,-16789.09,-24812.97,
true,0.0,1821.04,6965.65,-1821.04,-8786.68,false
false,18898.64,2972.04,4366.21,15926.6,11560.39,true
false,7356.36,0.0,1521.62,7356.36,5834.74,false
false,68887.2,21482.54,15978.7,47404.66,31425.96,
false,27975.0,1023.73,2181.59,26951.27,24769.68,
true,0.0,0.0,668.5,0.0,-668.5,true
true,0.0,35251.44,20175.46,-35251.44,-55426.91,false
true,0.0,23085.94,10549.63,-23085.94,-33635.57,
false,8651.65,2493.16,502.85,6158.5,5655.65,false
true,0.0,20104.54,2781.01,-20104.54,-22885.55,
false,7885.67,1605.95,2061.52,6279.72,4218.19,false
true,0.0,1526.69,923.42,-1526.69,-2450.12,
true,0.0,2805.58,4147.58,-2805.58,-6953.17,false
false,8952.19,508.34,1321.24,8443.84,7122.6,false
false,51134.74,9501.38,5146.32,41633.36,36487.04,true
false,11061.91,3508.98,2140.26,7552.94,5412.68,true
false,7223.41,1397.75,273.48,5825.66,5552.17,false
true,0.0,2091.96,7562.74,-2091.96,-9654.7,
true,0.0,2758.41,419.69,-2758.41,-3178.1,
false,23534.78,2749.58,2845.75,20785.2,17939.45,false
true,0.0,4718.37,973.55,-4718.37,-5691.91,true
false,25312.04,667.6,5839.01,24644.44,18805.43,false
false,20071.97,1881.82,0.0,18190.15,18190.15,true
false,9975.24,3131.28,1370.38,6843.96,5473.58,true
false,6819.14,1552.5,933.32,5266.63,4333.32,false
false,22745.53,4315.39,5474.11,18430.14,12956.02,true
false,25020.74,4289.29,638.13,20731.46,20093.32,false
false,65322.01,9800.71,6763.91,55521.29,48757.39,false
false,28468.68,10863.73,2675.11,17604.95,14929.84,false
false,69846.8,15195.02,7115.47,54651.78,47536.31,true
false,25075.74,5105.75,3584.5,19969.98,16385.48,false
false,23667.12,3204.39,2156.73,20462.72,18305.99,true
false,151532.15,18284.97,15475.0,133247.18,117772.17,true
false,64627.15,16377.87,220.9,48249.28,48028.38,false
false,26548.58,2902.23,1421.95,23646.36,22224.4,
false,10352.56,1116.36,1798.11,9236.2,7438.09,false
false,110426.98,20908.68,9202.55,89518.31,80315.76,
false,61540.16,22390.5,6192.72,39149.66,32956.94,true
false,8584.48,0.0,1238.89,8584.48,7345.58,true
false,58076.32,6985.29,6722.78,51091.03,44368.25,true
