deal_created_date,lead_source,industry,company_size_band,deal_size_usd,sales_rep,sales_region,product_line,discount_requested_pct,competitor_involved,lead_score,decision_maker_engaged
2024-04-19,organic,tech,small,9484.64,Rep 5,Region West,Suite,3.5,true,31,true
2024-01-10,referral,retail,medium,24509.53,Rep 4,Region South,Standalone,17.06,true,43,false
2024-12-22,referral,tech,large,82575.91,Rep 7,Region Central,Standalone,0.0,true,71,true
2025-05-24,cold_call,retail,small,8985.47,Rep 6,Region Central,Platform,20.83,true,68,true
2025-03-26,cold_call,retail,small,8620.24,Rep 7,Region Central,Platform,9.24,false,47,false
2024-10-14,referral,tech,large,55643.94,Rep 7,Region West,Standalone,23.12,false,52,false
2025-06-08,cold_call,healthcare,small,7068.07,Rep 4,Region Central,Platform,12.26,false,73,true
2024-04-15,referral,finance,enterprise,140902.89,Rep 2,Region East,Standalone,20.89,false,80,true
2025-12-17,referral,retail,medium,29593.09,Rep 8,Region West,Suite,10.25,true,51,false
2025-01-24,webinar,tech,medium,25042.86,Rep 4,Region Central,Suite,11.34,true,50,false
2024-10-22,organic,tech,large,69148.71,Rep 2,Region West,Platform,11.36,false,43,false
2024-12-01,cold_call,retail,small,6646.72,Rep 6,Region West,Platform,12.96,false,6,true
2024-07-23,referral,manufacturing,large,60201.7,Rep 8,Region East,Standalone,11.07,true,37,false
2024-09-19,paid,manufacturing,enterprise,157944.87,Rep 2,Region East,Standalone,7.17,false,69,true
2025-06-01,webinar,retail,small,9382.39,Rep 5,Region East,Platform,7.84,false,76,true
2025-03-27,paid,tech,enterprise,162195.43,Rep 2,Region Central,Standalone,6.19,true,73,true
2024-01-07,cold_call,healthcare,medium,22867.91,Rep 5,Region East,Platform,0.0,false,43,false
2025-01-21,organic,retail,small,9064.3,Rep 8,Region East,Platform,11.89,false,57,false
2025-05-26,referral,tech,medium,28434.28,Rep 6,Region Central,Standalone,2.99,false,85,true
2025-06-19,organic,retail,large,67071.55,Rep 7,Region Central,Platform,13.7,true,35,false
2025-05-14,referral,manufacturing,small,8478.91,Rep 7,Region Central,Platform,21.83,false,73,true
2024-09-11,referral,manufacturing,large,69237.64,Rep 5,Region South,Suite,12.49,true,94,true
2025-10-29,cold_call,retail,medium,30485.23,Rep 8,Region Central,Standalone,4.5,false,61,false
2025-01-19,referral,tech,medium,25181.95,Rep 6,Region South,Suite,23.37,false,50,false
2025-05-12,paid,manufacturing,large,44215.9,Rep 6,Region South,Platform,12.1,false,43,false
2025-01-13,referral,retail,large,56782.19,Rep 8,Region South,Suite,12.84,true,54,false
2025-05-03,webinar,finance,small,8394.76,Rep 4,Region East,Platform,12.69,true,29,true
2024-03-10,organic,retail,medium,20381.1,Rep 4,Region West,Standalone,17.08,false,89,true
2024-08-26,paid,finance,enterprise,167994.53,Rep 2,Region East,Suite,9.97,false,32,true
2024-02-17,webinar,tech,enterprise,164262.7,Rep 2,Region South,Platform,23.02,false,82,true
2024-09-06,organic,tech,medium,26657.32,Rep 6,Region East,Platform,3.07,false,41,false
2024-09-21,organic,retail,small,8718.91,Rep 2,Region East,Platform,14.44,true,68,true
2025-06-18,organic,tech,small,7646.39,Rep 7,Region West,Platform,6.85,false,85,true
2024-11-23,paid,tech,small,7988.98,Rep 7,Region Central,Platform,8.89,false,45,true
2024-01-30,organic,retail,medium,23524.02,Rep 7,Region South,Platform,16.13,false,64,true
2025-08-24,cold_call,healthcare,medium,20577.88,Rep 3,Region East,Suite,0.88,false,21,false
2025-09-25,referral,tech,large,48652.57,Rep 1,Region West,Suite,22.12,true,73,true
2025-02-15,referral,finance,medium,29462.01,Rep 7,Region East,Suite,22.63,false,76,true
2024-07-09,cold_call,finance,medium,26284.41,Rep 8,Region East,Standalone,10.36,true,43,true
2024-01-23,referral,manufacturing,medium,27836.76,Rep 4,Region South,Suite,14.29,false,78,true
2025-03-11,webinar,manufacturing,small,10879.77,Rep 1,Region Central,Platform,3.32,true,86,true
2025-01-30,cold_call,tech,small,6105.4,Rep 2,Region Central,Platform,0.0,false,97,true
2024-05-18,referral,retail,large,61222.36,Rep 5,Region Central,Platform,31.87,true,45,true
2025-01-15,cold_call,manufacturing,small,9227.24,Rep 1,Region Central,Platform,29.25,false,77,true
2025-02-23,referral,retail,medium,27321.08,Rep 8,Region West,Suite,13.03,true,77,true
2024-03-08,organic,manufacturing,small,6068.28,Rep 3,Region West,Platform,0.0,true,51,false
2024-08-07,cold_call,retail,large,72721.27,Rep 8,Region South,Standalone,6.4,false,28,false
2025-07-13,organic,retail,medium,23316.36,Rep 7,Region Central,Standalone,13.77,false,16,false
2025-06-03,organic,retail,small,8421.59,Rep 6,Region South,Platform,10.45,true,44,false
2024-12-06,webinar,retail,large,70319.39,Rep 5,Region South,Platform,7.69,false,90,true
2024-06-16,referral,healthcare,small,6238.97,Rep 3,Region Central,Platform,13.58,false,67,true
2024-03-13,referral,manufacturing,medium,22139.15,Rep 1,Region East,Suite,0.0,false,84,true
2025-02-25,referral,tech,medium,24768.8,Rep 6,Region Central,Platform,1.8,true,76,true
2025-08-14,referral,tech,small,9567.84,Rep 6,Region South,Platform,18.15,false,32,false
2024-01-15,referral,tech,large,53280.2,Rep 2,Region West,Standalone,18.62,false,56,false
2025-03-16,paid,tech,small,5286.15,Rep 4,Region South,Platform,15.22,false,94,true
2024-03-27,referral,finance,medium,23221.02,Rep 2,Region East,Platform,12.11,true,32,false
2025-08-17,referral,manufacturing,enterprise,126184.08,Rep 2,Region East,Standalone,20.14,true,37,true
2024-10-19,cold_call,retail,small,6285.38,Rep 7,Region South,Platform,29.12,true,60,false
2024-05-03,webinar,tech,large,64409.86,Rep 2,Region East,Platform,13.57,false,55,false
2024-06-17,referral,retail,large,68502.16,Rep 2,Region Central,Suite,3.79,false,85,true
2025-05-08,referral,retail,large,68040.56,Rep 4,Region Central,Platform,10.64,true,67,true
2025-05-14,webinar,retail,enterprise,171895.26,Rep 2,Region Central,Standalone,2.57,true,47,false
2025-01-25,referral,healthcare,small,6197.65,Rep 7,Region South,Platform,12.8,false,55,true
2025-01-24,organic,healthcare,medium,19072.61,Rep 2,Region East,Suite,0.0,false,48,false
2025-10-12,webinar,healthcare,large,60278.9,Rep 4,Region South,Standalone,4.03,false,44,true
2025-11-04,organic,retail,small,5066.15,Rep 5,Region Central,Platform,14.77,false,57,false
2024-06-20,paid,finance,large,31908.55,Rep 8,Region East,Platform,13.37,false,82,true
2024-07-13,cold_call,tech,small,7243.47,Rep 5,Region East,Platform,9.41,false,63,false
2024-01-11,referral,tech,large,65540.41,Rep 3,Region South,Standalone,11.33,true,51,true
2024-10-23,webinar,healthcare,enterprise,115523.85,Rep 2,Region East,Standalone,16.74,true,41,false
2025-12-18,paid,healthcare,large,55719.27,Rep 7,Region South,Suite,24.46,true,39,false
2025-03-07,paid,manufacturing,large,71948.49,Rep 1,Region Central,Platform,0.74,true,59,false
2024-01-12,referral,tech,enterprise,141017.67,Rep 2,Region Central,Platform,20.0,false,39,false
2025-11-18,referral,manufacturing,medium,26042.29,Rep 7,Region West,Standalone,19.76,true,45,true
2024-05-03,referral,retail,large,69032.42,Rep 1,Region South,Standalone,19.12,false,86,true
2024-09-10,referral,tech,small,8985.15,Rep 7,Region East,Platform,0.0,false,20,true
2025-01-02,referral,tech,large,43655.31,Rep 1,Region Central,Standalone,8.5,true,100,true
2025-01-26,referral,tech,small,10366.35,Rep 2,Region East,Platform,12.26,false,31,false
2024-10-05,referral,finance,small,9887.15,Rep 3,Region East,Platform,0.0,true,51,false
2024-07-18,webinar,tech,medium,17972.86,Rep 8,Region Central,Standalone,11.12,false,77,true
2025-07-25,paid,manufacturing,medium,21194.16,Rep 2,Region South,Suite,3.57,false,48,true
2025-04-15,paid,retail,enterprise,171601.86,Rep 6,Region Central,Standalone,13.98,true,51,false
2025-11-18,referral,retail,large,41791.42,Rep 1,Region West,Suite,2.65,true,81,true
2024-07-29,paid,healthcare,small,9959.87,Rep 4,Region Central,Platform,7.97,false,86,true
2025-08-06,cold_call,tech,medium,28591.56,Rep 1,Region Central,Standalone,3.64,true,77,true
2024-11-10,organic,retail,medium,28571.82,Rep 5,Region East,Suite,15.07,true,58,false
2024-05-30,organic,finance,small,8215.58,Rep 7,Region East,Platform,15.71,true,58,true
2024-12-16,webinar,retail,small,7063.11,Rep 4,Region South,Platform,9.23,false,49,false
2025-04-30,cold_call,finance,medium,17269.61,Rep 5,Region East,Standalone,20.73,false,52,true
2024-12-24,paid,tech,small,11742.83,Rep 6,Region West,Platform,25.01,false,78,true
2025-12-03,organic,manufacturing,medium,24162.69,Rep 8,Region South,Suite,8.51,true,51,false
2024-04-29,webinar,tech,large,55859.72,Rep 7,Region South,Platform,9.52,true,77,true
2025-11-24,webinar,healthcare,small,7464.94,Rep 3,Region South,Platform,13.33,false,92,true
2025-12-12,organic,tech,large,50679.08,Rep 4,Region Central,Suite,7.53,true,48,true
2024-11-25,referral,tech,enterprise,120401.39,Rep 2,Region West,Standalone,22.79,false,50,false
2025-07-03,paid,finance,small,7862.01,Rep 1,Region East,Platform,12.87,false,62,false
2024-10-12,webinar,tech,medium,25982.89,Rep 1,Region Central,Standalone,12.72,true,75,true
2024-01-22,cold_call,healthcare,large,41408.15,Rep 1,Region Central,Platform,16.57,false,55,false
2024-02-06,referral,retail,medium,26494.75,Rep 5,Region South,Standalone,18.26,true,41,false
2025-01-18,referral,manufacturing,large,62904.99,Rep 7,Region South,Platform,30.38,true,39,false
2025-09-01,paid,retail,medium,24581.6,Rep 3,Region Central,Platform,17.69,false,77,true
2024-11-04,organic,manufacturing,enterprise,142685.29,Rep 2,Region South,Suite,11.91,true,70,true
2025-11-17,paid,finance,large,67638.9,Rep 8,Region East,Standalone,9.61,false,64,false
2024-04-10,webinar,healthcare,small,7570.83,Rep 8,Region West,Platform,2.51,false,65,true
2025-01-04,webinar,healthcare,medium,25191.44,Rep 4,Region South,Standalone,25.77,false,33,true
2025-05-09,cold_call,manufacturing,small,8157.45,Rep 5,Region East,Platform,8.02,true,59,false
2024-12-30,referral,tech,large,49921.49,Rep 3,Region West,Standalone,14.78,false,47,false
2024-12-04,webinar,manufacturing,medium,28095.46,Rep 8,Region West,Platform,3.12,false,71,true
2024-11-10,organic,manufacturing,small,8257.75,Rep 6,Region South,Platform,15.85,false,53,false
2024-12-12,webinar,tech,medium,26930.79,Rep 7,Region Central,Suite,10.2,false,48,false
2024-06-20,referral,tech,medium,25079.24,Rep 8,Region Central,Suite,18.62,true,48,false
2024-06-01,organic,tech,medium,22327.8,Rep 3,Region South,Standalone,13.83,true,54,false
2025-09-17,referral,healthcare,enterprise,173188.56,Rep 2,Region South,Suite,8.73,false,77,true
2024-08-23,organic,manufacturing,small,4491.14,Rep 3,Region Central,Platform,14.8,false,100,true
2025-03-01,paid,finance,large,60959.41,Rep 8,Region East,Standalone,27.36,true,56,false
2024-02-01,cold_call,healthcare,enterprise,106056.13,Rep 2,Region South,Standalone,16.37,false,81,true
2025-07-03,paid,finance,enterprise,159105.0,Rep 2,Region East,Platform,5.42,true,62,false
2024-08-05,organic,tech,large,71651.91,Rep 7,Region West,Platform,3.59,false,60,true
2024-07-13,webinar,healthcare,medium,28943.59,Rep 8,Region East,Standalone,17.67,true,79,true
2024-12-30,referral,tech,large,64613.07,Rep 3,Region East,Standalone,11.27,false,71,true
2025-01-16,organic,finance,small,5902.74,Rep 1,Region East,Platform,4.25,false,56,false
2025-05-15,referral,tech,enterprise,96356.04,Rep 2,Region West,Standalone,20.98,true,71,true
2024-05-10,organic,finance,medium,29434.44,Rep 5,Region East,Platform,10.95,true,34,false
2024-01-27,organic,healthcare,medium,24117.33,Rep 1,Region West,Platform,0.62,false,68,true
2024-10-06,referral,tech,large,59349.63,Rep 4,Region Central,Standalone,23.74,false,43,false
2025-05-01,referral,tech,small,7300.85,Rep 5,Region West,Platform,23.68,false,94,true
2024-04-17,referral,healthcare,large,61186.7,Rep 4,Region East,Standalone,9.6,false,80,true
2025-06-13,organic,retail,small,7605.82,Rep 3,Region Central,Platform,8.37,false,55,false
2025-09-08,referral,finance,small,7462.78,Rep 6,Region East,Platform,11.0,false,56,false
2025-02-09,cold_call,manufacturing,enterprise,130796.46,Rep 2,Region South,Suite,13.49,false,78,true
2025-03-18,referral,healthcare,small,11609.02,Rep 2,Region South,Standalone,13.56,false,66,true
2024-10-05,cold_call,finance,medium,19088.61,Rep 2,Region West,Suite,9.79,false,52,false
2024-04-10,referral,healthcare,medium,27560.11,Rep 6,Region Central,Platform,22.9,true,50,false
2024-12-06,referral,tech,small,8821.63,Rep 8,Region South,Platform,21.17,false,16,false
2024-06-19,organic,retail,medium,23145.46,Rep 6,Region East,Standalone,16.31,false,57,true
2025-07-22,cold_call,finance,small,7712.29,Rep 3,Region East,Platform,11.32,false,32,false
2025-02-15,referral,tech,small,5200.56,Rep 3,Region West,Platform,24.3,false,29,false
2025-01-01,referral,healthcare,small,6434.16,Rep 8,Region Central,Platform,8.7,true,56,false
2025-12-03,organic,manufacturing,medium,22081.55,Rep 2,Region West,Platform,1.54,false,70,true
2025-04-01,paid,finance,small,7479.11,Rep 6,Region East,Platform,0.0,true,52,false
2024-03-28,organic,retail,medium,31865.72,Rep 2,Region West,Suite,1.4,true,51,false
2024-05-03,referral,retail,large,64643.82,Rep 1,Region East,Platform,2.96,false,85,true
2025-10-25,cold_call,healthcare,small,8739.13,Rep 3,Region East,Platform,13.98,false,67,true
2024-06-11,paid,tech,medium,23355.24,Rep 4,Region West,Suite,7.53,true,49,false
2024-06-26,referral,retail,medium,23790.82,Rep 8,Region West,Platform,27.29,true,79,true
2024-04-21,webinar,finance,small,6876.56,Rep 1,Region East,Standalone,13.47,false,56,true
2025-05-31,cold_call,healthcare,enterprise,162803.3,Rep 2,Region South,Suite,7.99,false,43,false
2025-06-08,cold_call,retail,enterprise,175310.24,Rep 2,Region Central,Suite,10.59,true,69,true
2024-07-15,cold_call,manufacturing,small,8087.1,Rep 7,Region East,Platform,10.4,false,86,true
2024-12-19,referral,manufacturing,medium,19457.26,Rep 3,Region West,Platform,5.04,false,78,true
2024-02-11,webinar,retail,enterprise,158702.15,Rep 8,Region East,Standalone,25.14,true,65,true
2024-01-05,webinar,retail,small,8734.95,Rep 2,Region South,Platform,17.29,false,58,false
2025-02-05,cold_call,tech,small,8180.32,Rep 5,Region South,Platform,10.26,true,39,false
2025-03-16,cold_call,retail,medium,23799.83,Rep 5,Region West,Suite,13.36,false,66,true
2024-02-17,referral,healthcare,small,7223.69,Rep 5,Region Central,Platform,23.71,false,95,true
2024-01-27,referral,tech,small,8053.22,Rep 3,Region Central,Platform,13.39,true,57,true
2024-01-29,paid,healthcare,medium,25697.51,Rep 8,Region Central,Platform,5.75,false,82,true
2024-04-27,paid,finance,large,48493.0,Rep 4,Region East,Platform,0.0,false,52,true
2025-11-30,referral,tech,small,7868.55,Rep 4,Region East,Platform,31.13,false,48,true
2025-07-30,referral,retail,small,7532.36,Rep 3,Region Central,Platform,24.31,true,62,false
2024-03-09,referral,finance,small,6132.9,Rep 3,Region East,Platform,19.68,true,51,true
2024-01-17,referral,manufacturing,medium,24856.2,Rep 1,Region East,Platform,10.71,true,32,false
2024-10-19,paid,healthcare,small,8322.95,Rep 5,Region South,Platform,13.61,false,74,true
2025-05-12,referral,finance,small,9025.95,Rep 4,Region East,Platform,29.31,true,33,false
2024-03-19,cold_call,manufacturing,large,70341.8,Rep 6,Region Central,Standalone,12.24,false,81,true
2025-06-21,cold_call,healthcare,medium,28210.73,Rep 5,Region East,Suite,16.93,true,79,true
2025-09-26,referral,tech,medium,25268.67,Rep 8,Region West,Standalone,23.24,false,71,true
2024-12-30,cold_call,manufacturing,large,62336.43,Rep 4,Region West,Standalone,8.7,false,30,true
2024-09-11,webinar,healthcare,large,56620.83,Rep 4,Region West,Suite,14.55,true,63,true
2024-09-08,webinar,healthcare,medium,20170.02,Rep 8,Region Central,Platform,20.54,false,81,true
2024-02-26,cold_call,retail,large,79229.86,Rep 4,Region South,Platform,6.82,false,34,false
2024-01-22,referral,tech,medium,24206.46,Rep 5,Region Central,Platform,6.04,false,40,true
2024-02-07,cold_call,tech,enterprise,150304.11,Rep 6,Region West,Standalone,21.42,true,57,true
2025-05-25,organic,healthcare,medium,27021.61,Rep 8,Region South,Standalone,12.78,false,45,false
2025-02-26,referral,manufacturing,enterprise,119587.26,Rep 5,Region East,Platform,13.8,false,45,true
2024-12-01,referral,retail,enterprise,143511.1,Rep 6,Region West,Standalone,26.75,false,99,true
2024-06-15,referral,manufacturing,large,72503.08,Rep 6,Region West,Suite,30.21,true,81,true
2024-08-17,organic,retail,small,6814.23,Rep 7,Region South,Platform,10.44,false,87,true
2025-06-23,cold_call,healthcare,small,6911.44,Rep 8,Region East,Platform,13.58,false,49,false
2025-01-07,referral,retail,medium,26327.3,Rep 4,Region South,Platform,28.56,true,59,false
2024-09-04,referral,manufacturing,small,8346.78,Rep 4,Region East,Platform,0.0,true,48,true
2025-02-15,cold_call,finance,small,6468.3,Rep 8,Region East,Platform,3.3,false,67,true
2024-02-22,organic,finance,large,35275.1,Rep 7,Region East,Platform,0.52,false,72,true
2024-01-03,referral,finance,small,10115.05,Rep 3,Region East,Platform,8.44,true,57,false
2025-07-01,paid,tech,small,7147.15,Rep 3,Region Central,Platform,16.13,true,30,true
2025-09-10,cold_call,tech,large,65401.58,Rep 8,Region West,Standalone,1.22,false,57,true
2024-10-25,referral,retail,large,65026.41,Rep 8,Region Central,Standalone,18.88,false,24,false
2025-09-28,organic,healthcare,enterprise,163958.5,Rep 2,Region West,Standalone,7.0,false,31,true
2025-01-01,paid,retail,medium,20186.36,Rep 5,Region South,Platform,10.33,true,44,false
2024-06-19,organic,healthcare,medium,23874.6,Rep 4,Region East,Platform,15.84,false,42,true
2025-02-07,referral,manufacturing,large,49503.83,Rep 5,Region East,Platform,28.92,true,84,true
2025-01-27,referral,finance,small,8530.29,Rep 8,Region East,Platform,14.78,true,81,true
2025-12-14,referral,finance,medium,21097.65,Rep 8,Region East,Suite,0.0,false,37,false
2024-04-25,organic,finance,large,56310.37,Rep 6,Region East,Platform,7.37,true,69,true
2025-09-16,paid,manufacturing,medium,19911.68,Rep 5,Region West,Platform,2.63,true,67,true
2024-10-18,webinar,manufacturing,medium,19633.07,Rep 2,Region Central,Standalone,18.39,false,70,true
2024-11-16,referral,healthcare,medium,21741.15,Rep 2,Region Central,Platform,16.25,true,27,false
2025-09-25,cold_call,finance,medium,21996.32,Rep 8,Region East,Suite,4.14,false,68,true
2024-07-27,cold_call,manufacturing,enterprise,194596.93,Rep 2,Region West,Platform,1.66,true,67,true
2024-09-20,paid,manufacturing,medium,22528.76,Rep 6,Region Central,Suite,12.0,false,92,true
2025-03-03,organic,manufacturing,medium,21165.4,Rep 4,Region South,Standalone,11.18,false,87,true
2025-12-20,referral,tech,small,6609.25,Rep 8,Region South,Standalone,23.58,false,69,false
2024-02-27,paid,finance,large,50053.72,Rep 7,Region East,Platform,3.27,false,28,false
2024-01-08,cold_call,healthcare,medium,23395.76,Rep 4,Region South,Platform,17.12,true,24,true
2025-11-06,referral,retail,medium,23972.09,Rep 5,Region Central,Suite,5.64,false,64,true
2024-05-12,paid,retail,large,71235.21,Rep 4,Region Central,Platform,10.05,true,57,false
2025-09-09,referral,retail,medium,24120.07,Rep 8,Region Central,Standalone,21.34,false,100,true
2025-08-13,cold_call,retail,small,7881.14,Rep 2,Region West,Platform,5.32,false,49,true
2024-06-29,cold_call,retail,medium,29587.37,Rep 7,Region Central,Suite,0.0,true,26,false
2024-09-05,webinar,tech,medium,20278.18,Rep 6,Region Central,Platform,11.69,true,38,false
2025-07-20,organic,manufacturing,medium,23163.66,Rep 7,Region East,Platform,10.68,false,30,false
2024-09-10,paid,tech,small,5898.91,Rep 2,Region West,Platform,13.87,false,86,true
2024-03-27,referral,tech,medium,34099.1,Rep 4,Region East,Suite,15.2,true,47,false
2025-02-20,organic,healthcare,medium,28657.43,Rep 8,Region East,Suite,0.0,true,71,true
2025-08-21,webinar,retail,enterprise,167252.12,Rep 2,Region Central,Standalone,14.54,false,76,true
2025-12-07,referral,finance,medium,27400.07,Rep 4,Region East,Standalone,20.87,true,84,true
2025-12-03,webinar,finance,small,5635.15,Rep 6,Region Central,Platform,10.12,false,25,false
2025-04-22,referral,retail,small,5600.32,Rep 5,Region East,Platform,20.04,false,68,true
2024-06-16,organic,finance,enterprise,163523.63,Rep 3,Region East,Suite,17.57,false,66,true
2024-07-09,referral,retail,enterprise,148800.21,Rep 2,Region South,Platform,20.38,true,80,false
2024-03-16,paid,retail,medium,24960.18,Rep 6,Region West,Platform,11.78,true,77,true
2024-10-31,webinar,tech,enterprise,164457.57,Rep 4,Region Central,Platform,10.53,false,86,true
2025-05-24,paid,healthcare,large,39197.08,Rep 8,Region Central,Suite,7.92,false,65,true
2025-09-16,organic,retail,large,61155.77,Rep 3,Region East,Platform,17.51,false,48,false
2024-11-21,organic,tech,large,70533.58,Rep 7,Region South,Standalone,6.9,false,65,true
2025-01-19,organic,finance,small,6806.8,Rep 1,Region East,Platform,1.5,false,46,false
2024-11-18,referral,finance,large,45045.69,Rep 1,Region Central,Standalone,2.27,false,54,false
2024-07-11,referral,finance,small,10397.15,Rep 7,Region Central,Platform,18.52,false,61,true
2025-03-13,referral,tech,enterprise,135200.96,Rep 2,Region West,Standalone,24.51,false,52,false
2024-08-07,referral,healthcare,small,10460.92,Rep 7,Region West,Platform,36.21,false,54,false
2025-01-19,webinar,retail,enterprise,144730.67,Rep 2,Region South,Suite,17.16,false,44,false
2024-02-15,referral,manufacturing,enterprise,149564.34,Rep 2,Region East,Suite,0.0,false,51,true
2024-03-10,cold_call,manufacturing,small,10445.35,Rep 2,Region East,Platform,17.82,true,59,false
2024-12-20,organic,manufacturing,medium,27042.46,Rep 2,Region Central,Suite,0.0,true,42,false
2024-06-07,paid,retail,medium,15469.51,Rep 2,Region West,Platform,20.71,false,53,false
2025-12-12,webinar,manufacturing,medium,28664.99,Rep 3,Region South,Suite,7.02,false,38,true
2025-11-08,organic,tech,small,10842.69,Rep 5,Region West,Platform,12.62,false,32,false
2025-05-14,paid,finance,medium,29220.31,Rep 6,Region East,Suite,12.53,false,14,true
2024-09-04,referral,tech,medium,28127.81,Rep 1,Region West,Suite,20.62,false,65,true
2024-06-10,referral,retail,small,7437.34,Rep 5,Region East,Platform,20.51,true,95,true
2025-12-06,referral,retail,large,80395.79,Rep 4,Region West,Standalone,11.64,true,52,true
2024-12-11,webinar,tech,small,8269.95,Rep 4,Region West,Platform,10.52,false,72,true
2025-03-24,referral,finance,medium,26001.76,Rep 7,Region East,Platform,23.48,false,82,true
2025-12-27,referral,retail,small,9559.42,Rep 7,Region Central,Platform,24.93,true,53,true
2024-03-16,cold_call,tech,large,58500.51,Rep 6,Region South,Platform,12.2,true,44,true
2024-01-01,webinar,tech,medium,22502.05,Rep 4,Region South,Suite,16.64,false,71,true
2025-11-26,referral,tech,small,5937.13,Rep 3,Region Central,Platform,25.95,false,18,false
2024-02-01,cold_call,retail,large,59329.91,Rep 6,Region West,Standalone,6.02,true,59,false
2024-03-07,referral,retail,small,8408.98,Rep 4,Region East,Platform,5.56,true,63,true
2025-08-22,cold_call,healthcare,medium,22900.71,Rep 3,Region East,Suite,14.22,false,65,true
2025-07-08,webinar,retail,medium,25930.32,Rep 1,Region West,Platform,10.62,false,67,true
2024-04-02,cold_call,healthcare,enterprise,172368.12,Rep 2,Region East,Platform,3.52,false,60,false
2024-01-01,webinar,tech,small,6881.51,Rep 3,Region East,Platform,7.67,true,100,true
2024-05-04,organic,finance,small,9687.79,Rep 1,Region East,Platform,13.82,false,68,true
2025-08-30,organic,tech,small,8005.07,Rep 3,Region South,Platform,3.11,false,73,true
2025-09-21,referral,tech,enterprise,129876.23,Rep 2,Region West,Suite,18.41,false,61,true
2025-10-17,paid,retail,enterprise,108259.5,Rep 2,Region West,Platform,17.03,false,26,true
2025-04-26,webinar,manufacturing,small,7878.23,Rep 3,Region West,Platform,5.77,true,76,true
2025-07-19,webinar,manufacturing,medium,17670.28,Rep 5,Region South,Suite,3.27,true,13,false
2025-07-25,referral,tech,small,8608.44,Rep 5,Region South,Platform,26.34,false,79,true
2025-06-03,referral,finance,enterprise,111963.09,Rep 2,Region East,Standalone,14.33,false,31,false
2025-04-26,cold_call,retail,large,38133.11,Rep 5,Region West,Suite,11.87,true,64,true
2025-05-15,referral,finance,small,4594.02,Rep 3,Region East,Platform,15.91,false,28,false
2025-07-20,cold_call,finance,small,5714.64,Rep 7,Region East,Platform,9.75,false,40,false
2025-05-03,referral,finance,medium,23562.06,Rep 7,Region East,Platform,20.7,false,33,true
2025-10-03,cold_call,healthcare,large,64061.27,Rep 6,Region East,Standalone,15.08,false,61,true
2024-12-25,paid,retail,small,9189.27,Rep 1,Region West,Platform,6.7,false,69,true
2024-07-14,referral,tech,enterprise,157654.53,Rep 2,Region West,Standalone,3.71,true,51,false
2025-10-08,organic,manufacturing,medium,28940.22,Rep 4,Region South,Suite,0.0,true,46,false
2025-04-14,cold_call,finance,large,51584.23,Rep 6,Region East,Platform,21.77,false,63,true
2024-11-18,cold_call,retail,medium,26791.16,Rep 8,Region South,Standalone,4.2,false,62,false
2025-02-06,referral,tech,large,75481.28,Rep 4,Region East,Suite,16.63,false,49,true
2024-04-02,paid,tech,enterprise,93583.87,Rep 2,Region West,Standalone,16.92,false,60,true
2025-02-10,webinar,healthcare,large,56392.14,Rep 5,Region Central,Suite,5.33,false,33,false
2024-07-07,cold_call,tech,large,68878.48,Rep 6,Region South,Suite,14.61,true,18,false
2025-10-31,organic,healthcare,medium,29850.08,Rep 1,Region Central,Standalone,13.16,true,26,false
2025-08-22,referral,retail,medium,30082.76,Rep 4,Region East,Suite,30.4,true,70,true
2024-09-16,cold_call,finance,small,8013.99,Rep 7,Region East,Suite,0.0,false,25,false
2024-07-26,webinar,retail,medium,19286.74,Rep 6,Region East,Standalone,8.75,true,43,false
2025-02-28,referral,retail,large,46078.91,Rep 5,Region South,Platform,28.32,false,45,false
2024-03-02,paid,retail,small,9533.02,Rep 4,Region West,Platform,19.07,true,60,false
2024-03-21,organic,healthcare,medium,21535.07,Rep 5,Region East,Suite,0.0,true,58,true
2024-06-29,webinar,manufacturing,medium,26363.63,Rep 3,Region Central,Suite,7.63,false,49,true
2025-07-23,organic,finance,medium,25916.61,Rep 3,Region East,Standalone,18.29,false,100,true
2024-07-28,organic,healthcare,medium,27197.92,Rep 5,Region East,Platform,14.58,false,80,true
2025-04-23,webinar,manufacturing,medium,26441.18,Rep 1,Region Central,Platform,10.94,true,58,false
2025-11-10,paid,tech,large,47816.34,Rep 7,Region East,Platform,10.0,false,56,true
2024-01-03,webinar,healthcare,small,10045.54,Rep 3,Region East,Platform,14.75,true,96,true
2024-08-22,cold_call,retail,medium,20803.66,Rep 2,Region Central,Suite,5.68,false,53,true
2024-07-23,organic,tech,small,10545.21,Rep 2,Region South,Platform,17.78,false,56,false
2024-11-19,cold_call,tech,large,66842.39,Rep 1,Region Central,Platform,0.0,true,52,false
2024-07-14,referral,tech,enterprise,145120.07,Rep 2,Region West,Platform,20.95,true,38,true
2025-07-02,referral,retail,large,72852.16,Rep 4,Region West,Standalone,27.15,false,73,true
2025-06-18,referral,finance,medium,27906.97,Rep 3,Region East,Standalone,18.19,false,95,true
2025-06-18,referral,healthcare,medium,26771.29,Rep 1,Region East,Platform,13.94,true,55,false
2024-01-28,referral,retail,medium,28648.89,Rep 1,Region East,Suite,8.5,false,43,false
2024-10-28,cold_call,manufacturing,small,8579.78,Rep 5,Region West,Platform,4.86,true,57,false
2025-05-01,organic,finance,medium,21553.35,Rep 6,Region East,Platform,6.76,false,58,true
