returned,return_amount_usd,refund_processing_cost_usd,restocking_cost_usd,gross_margin_usd,net_contribution_usd,repeat_purchase_90d
false,0.0,0.0,16.92,10.14,-8.19,false
false,0.0,0.0,11.75,12.03,-0.47,true
true,494.0,0.0,0.0,-261.73,-280.32,
false,0.0,0.0,0.0,32.45,29.53,true
false,0.0,0.0,1.07,34.03,14.86,false
false,0.0,0.0,12.01,10.33,-2.2,false
false,0.0,0.0,0.0,91.89,86.92,false
false,0.0,0.0,0.0,26.34,25.24,true
false,0.0,0.0,17.99,118.42,92.69,true
false,0.0,0.0,2.58,66.08,60.15,false
false,0.0,0.0,5.25,30.64,23.28,false
false,0.0,0.0,4.15,9.65,4.72,true
false,0.0,0.0,8.54,29.08,18.87,false
false,0.0,0.0,17.1,126.17,102.12,false
false,0.0,0.0,5.24,37.26,30.13,false
false,0.0,0.0,9.07,38.05,26.84,false
false,0.0,0.0,0.0,56.72,52.01,false
false,0.0,0.0,0.0,15.78,14.6,false
false,0.0,0.0,7.63,9.83,-0.05,false
false,0.0,0.0,16.2,65.71,45.0,
false,0.0,0.0,0.0,43.15,40.04,false
false,0.0,0.0,7.3,33.78,24.45,false
false,0.0,0.0,20.9,140.74,113.56,false
false,0.0,0.0,13.13,25.35,9.61,true
false,0.0,0.0,0.0,22.32,19.78,false
false,0.0,0.0,2.26,5.22,2.35,false
false,0.0,0.0,4.38,19.28,9.06,true
false,0.0,0.0,7.82,4.35,-3.85,false
false,0.0,0.0,6.91,158.96,142.26,false
false,0.0,0.0,0.0,53.69,50.05,false
false,0.0,0.0,0.0,3.84,3.3,false
false,0.0,0.0,18.94,56.44,34.84,false
false,0.0,0.0,8.56,-4.06,-13.6,true
false,0.0,0.0,13.66,8.77,-6.02,false
false,0.0,0.0,18.79,54.3,30.54,true
false,0.0,0.0,18.2,18.94,-0.44,
false,0.0,0.0,11.57,17.64,4.57,true
false,0.0,0.0,0.0,16.61,15.92,false
false,0.0,0.0,6.24,68.27,56.86,true
false,0.0,0.0,22.66,27.45,2.47,false
false,0.0,0.0,7.14,34.65,25.28,true
false,0.0,0.0,0.0,3.07,2.87,true
false,0.0,0.0,0.0,14.53,13.17,false
true,199.46,0.0,23.7,-127.66,-155.42,false
false,0.0,0.0,0.0,14.06,13.19,false
false,0.0,0.0,8.94,57.51,45.79,
false,0.0,0.0,0.0,513.54,481.95,false
false,0.0,0.0,0.68,-0.64,-3.02,true
false,0.0,0.0,3.13,18.88,14.08,false
false,0.0,0.0,2.51,12.3,9.02,true
false,0.0,0.0,18.06,14.61,-5.04,true
false,0.0,0.0,18.16,50.94,27.89,true
false,0.0,0.0,2.96,40.76,35.74,false
false,0.0,0.0,0.26,234.63,212.06,true
false,0.0,0.0,0.0,14.83,8.89,false
false,0.0,0.0,1.87,7.34,-2.44,false
false,0.0,0.0,0.0,16.63,15.18,false
false,0.0,0.0,4.35,52.64,45.7,true
false,0.0,0.0,13.27,8.07,-6.94,false
false,0.0,0.0,0.0,201.16,192.7,false
false,0.0,0.0,38.51,181.68,134.81,false
false,0.0,0.0,22.36,40.19,15.17,true
false,0.0,0.0,7.65,63.77,52.49,false
false,0.0,0.0,20.76,29.75,5.51,false
false,0.0,0.0,4.16,37.51,30.96,true
false,0.0,0.0,3.51,105.74,97.23,true
false,0.0,0.0,17.05,1.1,-16.84,true
false,0.0,0.0,4.8,4.41,-0.68,false
false,0.0,0.0,0.0,30.56,28.19,false
false,0.0,0.0,14.66,3.99,-11.31,true
false,0.0,0.0,30.3,82.59,48.27,false
false,0.0,0.0,0.0,19.09,18.21,true
false,0.0,0.0,12.76,5.37,-7.69,false
false,0.0,0.0,6.01,10.81,3.77,false
false,0.0,0.0,6.2,5.54,-1.02,true
false,0.0,0.0,0.0,19.5,18.01,false
false,0.0,0.0,0.68,58.63,54.79,false
false,0.0,0.0,7.56,77.49,65.76,false
false,0.0,0.0,5.37,10.07,3.15,false
false,0.0,0.0,9.23,22.13,11.2,true
false,0.0,0.0,5.02,20.24,-2.7,true
false,0.0,0.0,26.49,7.31,-19.83,false
false,0.0,0.0,9.85,31.06,18.92,false
false,0.0,0.0,0.0,55.9,53.34,false
false,0.0,0.0,9.23,33.75,21.83,true
false,0.0,0.0,0.0,28.61,27.38,true
false,0.0,0.0,0.0,29.17,26.91,true
false,0.0,0.0,7.5,17.26,8.57,false
false,0.0,0.0,0.0,29.09,24.11,false
true,41.63,0.0,0.0,-22.85,-23.79,
false,0.0,0.0,12.05,11.52,-1.23,false
false,0.0,0.0,2.19,47.43,39.23,false
false,0.0,0.0,0.0,54.33,48.62,false
false,0.0,0.0,0.0,99.33,90.46,false
false,0.0,0.0,9.23,87.29,73.06,false
false,0.0,0.0,13.81,9.62,-4.82,false
false,0.0,0.0,0.0,25.11,22.49,true
false,0.0,0.0,11.5,3.3,-8.78,true
false,0.0,0.0,18.17,97.21,73.67,false
false,0.0,0.0,2.5,33.91,29.3,true
false,0.0,0.0,2.88,17.57,13.14,false
false,0.0,0.0,5.59,70.82,61.28,false
false,0.0,0.0,0.0,-6.28,-9.27,false
false,0.0,0.0,1.74,5.63,3.28,false
true,35.79,0.0,2.75,-27.1,-30.81,false
true,47.12,0.0,0.0,-44.58,-46.12,
false,0.0,0.0,6.19,16.35,9.21,false
true,176.18,0.0,0.18,-122.61,-127.53,
false,0.0,0.0,0.0,13.09,12.42,true
false,0.0,0.0,17.74,46.67,26.37,false
false,0.0,0.0,17.71,47.69,27.33,true
false,0.0,0.0,11.54,5.02,-7.18,false
false,0.0,0.0,0.0,12.46,11.57,true
false,0.0,0.0,4.54,48.21,41.14,false
false,0.0,0.0,1.33,102.37,96.5,false
false,0.0,0.0,0.48,34.98,29.63,true
false,0.0,0.0,0.0,24.56,22.92,false
false,0.0,0.0,10.53,173.71,150.99,true
false,0.0,0.0,0.0,9.06,8.08,true
false,0.0,0.0,3.39,86.49,77.27,
false,0.0,0.0,3.59,134.97,124.89,false
false,0.0,0.0,0.0,146.38,136.64,false
false,0.0,0.0,0.0,42.17,39.98,false
false,0.0,0.0,32.84,31.12,-3.81,false
false,0.0,0.0,10.77,15.95,3.96,true
false,0.0,0.0,1.55,11.48,8.73,
false,0.0,0.0,8.76,12.2,1.94,false
false,0.0,0.0,11.42,49.47,35.0,true
false,0.0,0.0,11.95,62.96,47.89,false
false,0.0,0.0,10.73,0.44,-10.72,false
false,0.0,0.0,11.8,11.02,-1.34,true
false,0.0,0.0,17.44,98.86,76.42,false
true,72.07,0.0,2.63,-44.15,-48.18,
false,0.0,0.0,0.0,15.74,13.76,false
false,0.0,0.0,0.8,6.29,1.25,false
false,0.0,0.0,8.63,24.6,14.47,false
false,0.0,0.0,3.63,8.71,4.67,false
false,0.0,0.0,7.23,8.61,-4.35,false
false,0.0,0.0,0.0,16.37,15.44,true
false,0.0,0.0,2.04,28.41,24.59,false
false,0.0,17.99,76.82,3.96,-94.46,
false,0.0,0.0,9.16,42.56,30.04,false
false,0.0,0.0,5.1,42.06,35.17,true
false,0.0,0.0,6.97,93.31,82.21,false
false,0.0,0.0,16.24,25.99,8.4,false
false,0.0,0.0,16.89,44.37,24.26,true
false,0.0,0.0,20.43,10.95,-10.29,false
false,0.0,0.0,0.0,10.17,8.47,false
false,0.0,0.0,13.5,90.19,68.05,false
false,0.0,0.0,2.41,53.37,48.76,false
false,0.0,0.0,6.33,40.45,31.55,false
false,0.0,0.0,16.26,30.84,13.24,false
false,0.0,0.0,3.73,31.4,25.91,false
false,0.0,0.0,0.0,29.33,26.84,
false,0.0,0.0,0.0,73.22,69.27,true
false,0.0,0.0,0.0,3.62,2.74,false
false,0.0,0.0,3.78,20.13,14.53,true
false,0.0,0.0,14.11,99.32,78.85,false
false,0.0,0.0,5.29,25.66,18.63,false
false,0.0,0.0,0.0,67.71,63.97,false
false,0.0,0.0,0.0,20.98,19.94,false
false,0.0,0.0,10.78,24.86,12.86,false
false,0.0,0.0,5.85,1.29,-5.37,false
false,0.0,0.0,0.0,108.76,102.73,false
false,0.0,0.0,16.67,33.52,14.97,true
false,0.0,0.0,0.0,13.92,10.35,false
false,0.0,0.0,0.0,62.14,59.33,false
false,0.0,0.0,0.0,17.99,16.72,true
true,40.17,0.0,33.46,-32.27,-67.47,false
false,0.0,0.0,12.49,35.35,19.92,true
false,0.0,0.0,3.17,9.14,4.74,true
false,0.0,0.0,3.9,39.89,33.2,false
false,0.0,0.0,1.29,7.39,5.67,true
false,0.0,0.0,13.7,15.98,0.76,false
false,0.0,0.0,1.35,35.66,30.63,true
false,0.0,0.0,7.84,17.06,8.12,false
false,0.0,0.0,12.41,34.93,18.96,
false,0.0,0.0,0.0,75.6,72.26,false
false,0.0,0.0,14.46,7.28,-7.67,false
false,0.0,0.0,0.0,9.78,8.66,false
false,0.0,0.0,5.92,77.92,68.03,false
false,0.0,0.0,2.1,31.04,27.13,true
false,0.0,0.0,1.62,30.3,27.1,
true,26.93,0.0,6.29,-16.01,-23.01,false
false,0.0,0.0,0.0,24.47,22.64,true
false,0.0,0.0,0.0,81.56,77.1,true
false,0.0,0.0,18.58,6.94,-12.23,
false,0.0,0.0,38.27,12.9,-27.87,true
false,0.0,0.0,9.78,28.67,17.31,false
false,0.0,0.0,6.33,25.76,18.01,true
false,0.0,0.0,0.0,15.12,14.32,false
false,0.0,0.0,2.36,32.09,26.26,true
false,0.0,0.0,6.73,85.4,74.18,false
false,0.0,0.0,25.67,20.07,-6.56,true
false,0.0,0.0,14.41,71.57,53.06,false
false,0.0,0.0,4.27,142.21,127.5,false
false,0.0,0.0,14.09,50.6,33.33,true
false,0.0,0.0,19.29,4.62,-15.1,true
false,0.0,0.0,12.65,139.33,117.58,false
false,0.0,0.0,14.73,8.01,-7.36,true
false,0.0,0.0,5.94,2.28,-4.41,false
false,0.0,0.0,17.57,-1.79,-20.87,false
false,0.0,0.0,11.74,38.45,23.78,
false,0.0,0.0,0.0,22.4,21.3,true
false,0.0,0.0,19.39,14.95,-5.14,true
false,0.0,0.0,0.0,5.37,4.78,false
false,0.0,0.0,28.01,25.51,-7.39,false
false,0.0,0.0,0.0,10.81,10.07,true
false,0.0,0.0,21.08,100.78,73.47,true
false,0.0,0.0,19.14,-6.67,-27.55,true
false,0.0,15.84,28.24,-12.36,-61.27,true
true,49.17,0.0,7.49,-22.42,-31.01,false
false,0.0,0.0,0.0,60.2,56.65,true
false,0.0,0.0,9.31,7.62,-2.15,false
false,0.0,0.0,0.0,59.71,57.05,true
false,0.0,0.0,15.56,4.43,-11.58,false
false,0.0,0.0,31.74,47.94,9.78,false
false,0.0,0.0,28.52,88.5,55.08,false
false,0.0,0.0,0.0,24.0,22.23,true
false,0.0,0.0,0.0,56.59,52.02,false
false,0.0,0.0,10.11,14.6,0.47,false
false,0.0,0.0,10.71,78.78,61.38,true
false,0.0,0.0,25.71,76.81,46.16,false
true,16.85,0.0,6.82,-15.68,-23.04,false
false,0.0,0.0,7.22,2.37,-7.66,false
false,0.0,0.0,14.16,9.83,-4.95,false
false,0.0,0.0,0.0,37.94,34.99,true
false,0.0,0.0,6.38,9.06,1.69,false
false,0.0,0.0,9.66,10.22,-0.46,false
false,0.0,0.0,6.31,5.47,-2.0,false
true,577.71,0.0,10.25,-349.04,-371.9,
false,0.0,0.0,5.44,47.5,38.34,false
false,0.0,0.0,17.99,23.64,4.08,true
true,68.25,0.0,0.0,-32.76,-34.34,false
false,0.0,0.0,0.0,40.41,38.57,true
false,0.0,0.0,0.0,20.55,19.33,true
false,0.0,0.0,6.01,-35.38,-50.22,true
false,0.0,0.0,16.21,34.68,15.45,true
false,0.0,0.0,9.81,13.51,2.2,false
false,0.0,0.0,2.91,31.3,25.23,false
false,0.0,0.0,3.24,61.74,55.08,true
false,0.0,0.0,11.49,56.21,35.77,true
false,0.0,0.0,0.0,1.27,0.54,true
false,0.0,0.0,5.69,23.48,15.51,false
false,0.0,0.0,10.89,82.51,67.4,false
false,0.0,0.0,4.51,47.06,37.89,
false,0.0,0.0,21.53,29.95,4.14,
false,0.0,0.0,7.84,78.48,65.65,false
false,0.0,0.0,13.0,95.68,78.21,true
false,0.0,0.0,7.8,19.54,10.36,false
false,0.0,0.0,8.5,13.25,0.41,false
false,0.0,0.0,0.0,3.92,3.09,false
false,0.0,0.0,3.78,10.45,6.11,false
false,0.0,0.0,2.48,31.34,27.13,true
true,129.84,0.0,8.82,-84.45,-97.01,false
false,0.0,0.0,20.03,11.57,-9.02,false
false,0.0,0.0,13.52,154.8,131.11,
false,0.0,0.0,0.0,2.47,-1.34,false
false,0.0,0.0,7.38,16.5,8.04,
false,0.0,0.0,14.65,32.58,12.42,false
false,0.0,0.0,0.0,24.17,20.93,false
false,0.0,0.0,18.04,37.64,17.53,false
false,0.0,0.0,0.0,29.61,27.64,true
false,0.0,0.0,3.35,32.29,27.51,true
false,0.0,0.0,12.01,30.58,17.28,true
false,0.0,0.0,17.7,-1.52,-22.08,false
false,0.0,0.0,3.48,16.72,12.3,true
true,57.27,0.0,27.16,-46.56,-75.03,false
false,0.0,0.0,3.7,5.28,1.09,false
false,0.0,0.0,4.58,8.68,3.54,false
false,0.0,0.0,5.07,36.15,29.34,false
false,0.0,0.0,41.17,32.11,-11.01,false
false,0.0,0.0,0.0,16.19,14.91,false
false,0.0,0.0,6.85,30.12,15.81,false
false,0.0,0.0,0.0,23.6,21.02,false
false,0.0,0.0,5.45,33.64,25.73,false
false,0.0,0.0,12.18,15.15,1.93,false
false,0.0,0.0,20.34,0.36,-21.65,false
false,0.0,0.0,5.16,9.72,3.55,true
false,0.0,0.0,0.55,4.86,3.6,true
false,0.0,0.0,18.0,19.47,-0.14,false
false,0.0,0.0,2.5,-79.03,-98.11,false
false,0.0,0.0,21.01,25.14,1.63,true
true,65.99,0.0,0.0,-49.7,-51.1,
false,0.0,0.0,5.11,-1.86,-8.11,false
false,0.0,0.0,10.77,60.66,45.39,true
false,0.0,0.0,16.29,32.1,13.56,true
false,0.0,0.0,15.72,185.25,159.02,false
false,0.0,0.0,3.93,-0.9,-15.77,false
false,0.0,0.0,4.56,39.7,31.94,false
false,0.0,0.0,14.45,13.13,-2.23,false
false,0.0,0.0,3.06,140.08,128.91,false
false,0.0,0.0,1.06,55.42,51.39,false
true,176.26,0.0,8.21,-85.63,-97.98,
false,0.0,0.0,0.0,5.95,4.59,
false,0.0,0.0,11.67,17.13,4.09,true
false,0.0,0.0,3.38,12.25,7.99,false
false,0.0,0.0,3.92,3.39,-1.34,
true,142.26,0.0,13.25,-94.61,-111.32,false
false,0.0,0.0,11.3,4.61,-6.98,false
false,0.0,0.0,0.0,12.81,11.37,false
true,92.71,0.0,4.24,-57.94,-63.96,false
false,0.0,0.0,15.02,40.2,22.05,true
false,0.0,0.0,0.0,34.83,32.43,true
false,0.0,0.0,6.62,30.42,21.21,false
false,0.0,0.0,0.0,65.07,58.08,true
false,0.0,0.0,0.0,0.57,-0.24,
false,0.0,0.0,7.48,-13.65,-25.75,false
false,0.0,0.0,4.05,34.18,25.03,false
false,0.0,0.0,2.27,16.1,12.18,true
false,0.0,0.0,6.81,62.91,53.04,false
true,195.09,0.0,12.37,-140.68,-158.1,
true,55.45,0.0,34.81,-45.26,-81.83,false
false,0.0,0.0,6.12,11.09,4.24,false
false,0.0,0.0,22.79,25.21,0.71,false
false,0.0,0.0,10.84,6.61,-5.71,false
false,0.0,12.28,1.6,247.39,218.81,true
false,0.0,0.0,0.0,77.27,71.29,false
false,0.0,0.0,0.0,6.88,6.41,false
false,0.0,0.0,4.18,10.84,6.11,true
false,0.0,0.0,22.54,17.29,-7.12,false
false,0.0,0.0,15.5,137.63,114.71,false
false,0.0,0.0,0.0,2.82,2.62,true
false,0.0,0.0,0.0,23.08,21.59,true
false,0.0,0.0,3.42,-1.66,-6.62,false
false,0.0,0.0,13.32,71.82,53.26,false
false,0.0,0.0,14.14,81.53,63.02,false
false,0.0,0.0,12.39,17.57,2.87,false
false,0.0,0.0,0.0,6.23,5.42,true
false,0.0,0.0,12.97,110.32,91.24,false
false,0.0,0.0,23.76,35.64,9.15,true
false,0.0,0.0,22.65,17.21,-6.84,false
false,0.0,0.0,8.49,27.08,17.07,false
false,0.0,0.0,4.25,85.38,76.51,true
false,0.0,0.0,10.66,35.73,20.16,false
false,0.0,0.0,0.0,26.16,18.53,false
false,0.0,0.0,0.83,-3.35,-7.07,true
false,0.0,0.0,4.17,16.9,8.74,false
false,0.0,0.0,7.76,32.14,21.66,true
false,0.0,0.0,14.4,-1.42,-16.79,false
false,0.0,0.0,8.7,31.64,19.72,false
false,0.0,0.0,19.77,45.49,22.42,true
false,0.0,0.0,15.51,11.02,-5.31,true
false,0.0,0.0,11.45,31.63,17.59,true
false,0.0,0.0,3.81,28.27,22.04,false
false,0.0,0.0,0.0,13.3,10.41,
false,0.0,14.67,21.35,3.64,-32.77,false
false,0.0,0.0,5.13,8.73,3.24,false
false,0.0,0.0,0.0,22.01,20.21,true
false,0.0,0.0,0.0,-31.1,-38.95,true
false,0.0,0.0,3.76,-25.16,-35.98,false
false,0.0,0.0,6.22,47.68,38.39,false
false,0.0,0.0,12.83,173.42,151.09,true
false,0.0,0.0,6.81,39.92,30.22,true
false,0.0,0.0,11.19,13.39,1.52,true
false,0.0,0.0,0.0,62.85,57.56,false
false,0.0,0.0,6.41,-26.24,-38.95,false
false,0.0,0.0,16.12,16.16,-2.11,false
false,0.0,0.0,0.0,20.94,19.38,false
false,0.0,0.0,0.0,22.42,20.17,false
false,0.0,0.0,5.47,39.25,30.66,true
false,0.0,0.0,8.45,67.33,55.86,true
false,0.0,0.0,0.39,124.89,115.79,true
false,0.0,0.0,4.44,42.96,35.69,false
false,0.0,0.0,2.8,2.37,-1.35,false
false,0.0,0.0,0.0,17.8,16.68,false
false,0.0,0.0,9.28,18.81,8.36,false
false,0.0,0.0,19.03,9.42,-10.11,false
false,0.0,0.0,19.6,1.59,-24.19,true
false,0.0,0.0,30.54,-4.04,-35.55,true
false,0.0,0.0,0.0,18.04,16.95,false
false,0.0,0.0,13.82,7.7,-7.18,true
false,0.0,0.0,0.0,33.9,32.09,false
false,0.0,0.0,6.41,-1.11,-14.65,false
false,0.0,0.0,8.77,5.14,-4.1,false
false,0.0,0.0,9.7,6.4,-3.63,true
false,0.0,0.0,21.51,13.12,-9.09,true
false,0.0,0.0,0.0,19.93,18.9,true
false,0.0,0.0,0.35,32.75,30.58,
false,0.0,0.0,10.08,199.33,174.58,true
false,0.0,0.0,12.83,21.99,7.45,false
false,0.0,0.0,5.42,125.67,108.32,false
false,0.0,0.0,8.29,19.56,9.95,true
false,0.0,0.0,0.0,57.4,53.52,false
false,0.0,0.0,0.0,45.35,42.6,false
false,0.0,0.0,11.16,21.95,9.14,false
false,0.0,0.0,8.38,257.31,233.55,false
false,0.0,0.0,11.66,20.59,6.28,false
false,0.0,0.0,3.5,31.49,25.68,false
false,0.0,0.0,7.86,68.63,54.73,false
false,0.0,0.0,10.14,20.97,8.91,true
false,0.0,0.0,3.41,19.06,14.07,false
false,0.0,0.0,8.97,27.35,14.95,false
false,0.0,0.0,0.0,20.19,18.97,false
false,0.0,0.0,0.0,22.13,21.1,true
false,0.0,0.0,0.0,14.45,13.63,false
false,0.0,0.0,28.48,24.89,-5.21,true
false,0.0,0.0,11.21,109.69,89.29,false
false,0.0,0.0,13.95,3.33,-11.94,false
false,0.0,0.0,6.39,66.24,56.22,true
false,0.0,0.0,0.0,9.76,9.06,false
false,0.0,0.0,0.0,22.88,19.79,false
false,0.0,0.0,20.63,3.81,-17.76,false
false,0.0,0.0,34.08,43.36,6.99,false
false,0.0,0.0,7.53,2.07,-6.32,false
true,43.35,0.0,18.86,-25.78,-45.53,
false,0.0,0.0,24.81,23.32,-2.78,false
false,0.0,0.0,12.54,19.33,4.74,false
false,0.0,0.0,0.0,71.66,68.07,false
false,0.0,0.0,14.21,161.36,138.77,false
false,0.0,0.0,0.0,95.61,90.8,true
false,0.0,0.0,0.0,2.75,1.98,true
false,0.0,0.0,0.0,18.85,17.85,false
false,0.0,0.0,0.0,0.17,-1.07,true
false,0.0,0.0,0.0,137.2,131.43,false
false,0.0,0.0,0.0,144.99,137.07,true
false,0.0,0.0,8.27,49.98,38.57,false
false,0.0,0.0,0.0,20.31,18.92,
false,0.0,0.0,7.92,45.09,32.92,false
false,0.0,0.0,35.34,178.77,119.15,false
true,72.9,0.0,0.0,-35.65,-37.31,
false,0.0,0.0,0.0,17.43,16.37,false
false,0.0,0.0,21.55,22.89,-0.61,true
false,0.0,0.0,0.0,128.81,122.56,true
false,0.0,0.0,0.0,5.11,4.32,false
false,0.0,0.0,0.0,9.03,8.61,false
false,0.0,0.0,1.41,147.71,138.17,true
false,0.0,0.0,0.0,54.71,51.76,false
false,0.0,0.0,12.37,24.34,10.66,false
false,0.0,0.0,16.2,15.28,-1.57,true
false,0.0,0.0,15.55,31.58,13.28,false
false,0.0,0.0,6.95,28.09,19.14,true
false,0.0,0.0,9.6,45.66,33.64,false
false,0.0,0.0,10.3,17.48,6.03,false
false,0.0,0.0,6.78,4.66,-4.02,false
false,0.0,0.0,27.76,32.77,3.22,true
false,0.0,0.0,18.7,70.45,47.81,false
false,0.0,0.0,0.0,94.3,88.68,false
false,0.0,0.0,0.0,11.52,10.74,false
false,0.0,0.0,0.0,20.41,19.17,false
false,0.0,0.0,30.39,10.94,-20.02,true
false,0.0,0.0,8.31,19.46,9.59,true
false,0.0,0.0,23.95,100.7,71.12,true
false,0.0,15.65,0.0,63.01,41.7,true
false,0.0,0.0,0.0,10.27,9.7,false
false,0.0,0.0,0.0,91.52,86.5,true
false,0.0,0.0,18.56,8.53,-10.49,false
false,0.0,0.0,5.9,6.61,0.12,true
false,0.0,0.0,2.75,5.98,0.5,true
false,0.0,0.0,6.7,66.53,55.81,true
false,0.0,0.0,11.76,3.44,-8.75,true
true,115.42,0.0,7.72,-61.26,-71.61,false
false,0.0,0.0,0.0,18.0,17.12,true
false,0.0,0.0,24.24,59.94,33.2,false
true,167.06,0.0,0.0,-121.06,-124.88,false
false,0.0,0.0,15.85,14.88,-1.6,false
false,0.0,0.0,5.36,11.08,4.34,false
false,0.0,0.0,5.54,-16.57,-32.03,false
false,0.0,0.0,0.0,29.93,27.83,false
false,0.0,0.0,0.0,23.01,20.85,false
false,0.0,0.0,1.1,28.47,25.19,true
false,0.0,0.0,0.0,18.87,17.99,true
false,0.0,0.0,9.94,22.52,10.79,true
false,0.0,8.39,12.3,120.12,93.31,true
false,0.0,0.0,0.04,40.62,36.78,false
false,0.0,0.0,1.36,13.66,10.76,true
false,0.0,0.0,9.35,13.61,3.25,true
false,0.0,7.2,12.08,44.78,21.17,false
false,0.0,0.0,7.9,13.69,3.91,true
false,0.0,0.0,4.12,6.34,1.91,true
false,0.0,0.0,21.26,11.19,-10.98,false
false,0.0,0.0,0.27,37.01,34.44,
false,0.0,0.0,14.77,168.36,140.72,false
false,0.0,0.0,9.46,19.33,9.0,false
false,0.0,0.0,3.41,12.43,8.34,false
false,0.0,0.0,0.0,378.91,361.63,false
false,0.0,0.0,7.22,-2.45,-10.25,true
false,0.0,0.0,0.0,43.91,39.27,false
true,58.76,0.0,6.62,-40.62,-48.74,
false,0.0,0.0,5.54,42.94,34.37,false
false,0.0,0.0,23.72,75.12,46.89,false
false,0.0,0.0,12.33,10.28,-2.78,true
false,0.0,0.0,2.44,1.81,-1.25,true
true,239.31,0.0,32.98,-259.86,-300.56,false
false,0.0,0.0,20.89,-0.28,-21.31,false
false,0.0,0.0,7.08,20.58,12.59,false
false,0.0,0.0,12.17,23.43,10.01,true
false,0.0,0.0,26.84,13.12,-14.51,false
false,0.0,0.0,0.0,16.67,15.97,true
false,0.0,0.0,3.9,-16.65,-24.91,true
false,0.0,0.0,0.0,33.19,30.96,true
false,0.0,0.0,0.67,35.75,32.72,false
false,0.0,0.0,0.0,6.87,6.04,false
false,0.0,0.0,0.0,42.65,34.64,false
false,0.0,0.0,0.0,30.25,28.01,false
false,0.0,0.0,0.55,8.97,5.25,true
false,0.0,0.0,0.4,198.84,189.99,false
true,441.22,0.0,29.38,-255.89,-296.66,false
false,0.0,0.0,0.0,339.74,316.09,false
false,0.0,0.0,0.11,92.09,86.81,false
false,0.0,0.0,7.47,36.35,27.05,true
false,0.0,0.0,3.33,57.04,50.58,
false,0.0,0.0,0.0,100.03,93.58,false
false,0.0,0.0,20.01,65.92,41.88,false
false,0.0,0.0,2.44,65.17,55.38,true
false,0.0,0.0,0.0,6.42,5.72,false
false,0.0,0.0,0.31,21.29,19.22,false
false,0.0,0.0,24.85,25.45,-1.45,true
false,0.0,0.0,9.12,1.63,-7.94,true
false,0.0,0.0,17.43,50.4,23.34,true
false,0.0,0.0,8.89,39.32,28.56,false
false,0.0,0.0,10.74,32.37,19.0,false
false,0.0,15.55,6.71,23.29,-0.95,false
false,0.0,0.0,7.0,16.02,7.08,false
false,0.0,0.0,1.55,102.6,91.73,false
false,0.0,0.0,5.7,68.29,59.37,false
false,0.0,0.0,0.26,1.18,0.23,
false,0.0,0.0,9.92,0.39,-12.22,false
true,297.25,0.0,0.0,-219.53,-226.15,false
false,0.0,0.0,9.13,34.77,24.21,false
false,0.0,0.0,0.0,48.97,46.85,true
false,0.0,0.0,14.03,24.6,8.65,
false,0.0,0.0,7.81,17.56,8.76,false
false,0.0,0.0,12.49,35.42,19.69,false
true,94.21,0.0,11.69,-86.25,-100.74,false
false,0.0,0.0,7.86,25.54,16.06,false
false,0.0,0.0,13.21,44.1,27.86,false
false,0.0,0.0,7.14,0.38,-7.46,true
false,0.0,0.0,0.0,17.76,15.52,true
false,0.0,0.0,12.9,17.55,3.69,false
false,0.0,0.0,0.0,51.42,48.72,
false,0.0,0.0,8.88,32.52,21.23,false
false,0.0,0.0,52.81,2.87,-54.83,false
false,0.0,0.0,9.39,20.93,10.5,true
false,0.0,0.0,16.19,55.2,35.44,true
false,0.0,0.0,8.46,116.41,98.81,false
true,112.74,0.0,0.0,-72.9,-75.63,
true,225.74,0.0,33.32,-141.47,-179.24,false
false,0.0,0.0,19.59,11.85,-8.36,false
false,0.0,0.0,12.42,37.28,21.68,
false,0.0,0.0,9.01,13.11,3.12,false
false,0.0,0.0,5.12,52.47,43.99,false
false,0.0,0.0,2.21,2.2,-0.89,false
false,0.0,0.0,0.0,21.24,19.66,true
false,0.0,0.0,3.64,13.18,8.32,true
true,96.38,0.0,17.58,-53.16,-72.78,
false,0.0,0.0,5.86,-2.01,-8.49,false
false,0.0,0.0,11.2,18.71,6.1,false
false,0.0,0.0,7.61,9.91,1.12,false
false,0.0,0.0,17.24,74.97,54.01,false
false,0.0,0.0,15.59,24.81,6.76,
false,0.0,0.0,9.08,9.93,0.36,false
false,0.0,0.0,25.21,11.38,-18.88,true
false,0.0,0.0,8.5,43.68,31.23,true
false,0.0,0.0,3.79,48.87,40.27,false
false,0.0,0.0,0.0,40.54,37.29,false
false,0.0,0.0,0.0,151.29,144.19,true
false,0.0,10.14,55.49,48.62,-19.69,true
false,0.0,0.0,12.89,20.57,6.01,false
false,0.0,0.0,14.86,145.27,118.09,true
true,37.75,0.0,0.0,-19.28,-20.73,
false,0.0,0.0,8.01,5.93,-2.82,false
false,0.0,0.0,12.14,24.39,9.87,true
false,0.0,10.32,5.21,64.98,44.64,true
true,60.82,0.0,10.39,-33.3,-44.99,true
false,0.0,0.0,16.68,15.99,-1.99,true
false,0.0,0.0,10.41,6.24,-4.75,false
false,0.0,0.0,1.2,24.5,22.27,true
false,0.0,0.0,0.0,65.56,59.87,false
false,0.0,0.0,1.01,22.56,20.03,false
true,68.59,0.0,16.47,-39.7,-57.55,true
false,0.0,0.0,13.52,13.95,-0.16,false
false,0.0,0.0,24.79,30.79,3.5,true
