defective,scrap_cost_usd,rework_cost_usd,downtime_cost_usd,yield_loss_usd,total_quality_cost_usd,recurrence_90d
false,30.15,14.95,0.0,2.39,47.49,false
false,37.95,7.25,6.93,6.63,58.77,
false,27.9,26.94,14.98,0.0,69.82,false
false,34.09,21.27,19.09,6.81,81.25,true
false,14.92,12.25,0.0,0.0,27.17,false
false,13.43,27.67,27.89,11.69,80.67,false
true,15.85,9.48,10.28,18.77,54.38,
false,15.05,0.0,32.75,5.88,53.68,false
true,39.29,0.0,32.55,0.0,71.83,false
false,39.38,6.27,0.9,8.77,55.33,true
false,17.29,34.14,12.63,19.53,83.59,false
true,8.54,9.0,16.72,12.99,47.26,
false,15.03,11.84,13.93,15.08,55.88,true
true,18.75,0.0,20.41,5.08,44.24,false
false,38.36,32.1,0.0,31.03,101.49,true
true,60.45,20.02,199.19,16.34,295.99,true
false,89.92,25.08,157.61,14.62,287.23,false
false,9.13,19.92,8.86,16.64,54.55,false
false,20.13,32.79,21.13,2.38,76.42,false
true,0.0,5.81,25.9,2.51,34.22,
true,16.87,13.87,16.6,19.73,67.07,false
false,0.0,15.68,10.59,0.0,26.27,false
false,31.93,24.14,16.98,15.01,88.06,
false,6.44,11.89,5.38,7.6,31.32,false
true,41.9,7.65,33.22,26.58,109.36,false
false,28.56,18.59,1.63,32.08,80.85,false
false,78.32,54.15,7.99,0.0,140.47,false
false,22.19,15.02,0.0,0.54,37.75,false
false,24.72,31.04,35.33,22.22,113.31,false
false,140.18,82.04,14.96,2.8,239.97,
true,0.0,8.07,22.0,1.34,31.41,
false,25.66,17.13,2.19,8.85,53.82,false
false,24.1,23.03,14.5,25.55,87.19,true
false,29.65,10.61,25.68,14.16,80.11,false
false,1.8,0.0,17.71,8.74,28.25,true
false,3.04,23.15,16.4,13.29,55.87,false
false,9.97,37.51,49.6,2.63,99.71,false
false,31.89,20.82,34.81,5.08,92.6,false
true,0.0,13.49,33.4,13.91,60.81,false
false,21.35,11.42,5.28,22.83,60.88,false
true,82.21,93.94,44.57,3.6,224.32,
false,22.67,3.18,40.72,15.69,82.25,false
true,44.19,23.92,4.79,0.64,73.54,true
false,8.75,6.18,59.0,16.6,90.53,false
true,48.18,13.75,32.38,5.89,100.21,false
false,8.88,24.03,14.65,7.16,54.73,false
true,35.84,22.84,3.97,9.77,72.42,false
true,45.23,10.57,0.07,15.91,71.77,
false,91.67,16.06,145.04,10.51,263.28,true
false,2.58,31.85,43.59,28.77,106.79,false
false,27.14,23.31,18.66,9.26,78.37,false
false,3.66,8.73,4.76,10.04,27.18,false
false,16.28,25.46,0.0,5.95,47.68,false
false,40.71,187.49,4.37,2.7,235.28,false
true,36.84,0.0,17.03,8.38,62.26,true
true,50.05,13.31,212.39,65.42,341.18,false
true,37.32,36.68,34.37,5.05,113.42,
false,121.41,62.68,206.21,58.48,448.78,false
true,44.45,20.8,3.4,8.56,77.22,false
false,22.58,0.0,17.6,10.72,50.9,false
false,8.23,37.07,7.42,0.0,52.72,false
false,8.11,26.45,14.75,12.55,61.87,
false,26.38,4.38,15.8,2.12,48.68,false
true,0.0,29.07,24.93,0.0,54.0,
false,23.52,19.16,20.43,5.37,68.49,false
false,26.33,0.0,18.76,10.42,55.51,true
true,16.99,31.34,23.99,1.52,73.85,
false,94.02,8.73,164.45,19.78,286.99,false
false,142.69,42.28,3.8,15.01,203.79,false
true,13.24,21.76,33.76,10.42,79.18,
false,22.19,8.84,21.97,14.06,67.06,
false,80.82,90.77,10.47,0.0,182.06,false
false,22.87,17.09,9.84,0.0,49.79,false
true,158.36,12.52,82.96,3.94,257.77,false
false,19.1,5.75,50.73,0.0,75.58,false
true,190.58,9.58,76.31,21.09,297.56,true
false,21.8,23.87,32.36,2.83,80.85,false
false,28.66,10.69,21.43,0.0,60.77,
false,20.33,13.59,256.82,69.04,359.78,false
false,86.8,57.64,5.46,0.0,149.9,false
true,27.97,5.94,14.58,18.46,66.95,
true,40.54,6.98,23.62,5.71,76.85,false
true,26.1,13.53,11.02,0.0,50.64,false
false,147.79,94.44,24.35,16.91,283.49,false
false,11.77,28.96,9.81,0.0,50.53,false
false,48.19,35.85,40.84,0.0,124.88,true
false,151.56,89.71,0.0,12.47,253.75,false
true,0.0,6.43,18.04,2.25,26.72,
true,32.94,3.58,13.99,22.76,73.26,false
false,58.71,9.9,24.61,0.0,93.22,false
false,44.6,7.42,0.0,15.65,67.67,false
false,19.84,5.93,0.0,0.79,26.56,false
true,16.73,4.61,15.8,11.02,48.16,true
true,49.13,24.56,13.28,1.56,88.53,true
false,151.6,58.93,10.87,1.95,223.36,true
false,20.01,0.0,53.37,18.51,91.89,false
false,0.0,14.9,2.09,10.48,27.47,false
false,17.59,12.74,18.16,15.63,64.11,false
false,27.3,1.47,2.39,12.57,43.73,false
false,26.09,26.59,13.07,3.76,69.52,false
false,0.0,17.57,21.84,0.15,39.56,false
true,17.53,1.97,33.66,5.63,58.79,false
true,74.61,16.06,322.33,68.97,481.98,
true,43.86,180.24,32.09,1.13,257.32,false
false,24.2,10.51,0.0,0.0,34.71,false
false,0.0,2.91,5.11,10.95,18.97,
false,3.68,23.38,16.45,22.03,65.53,false
false,23.9,7.84,0.0,0.0,31.74,false
false,18.88,16.1,6.69,11.8,53.48,true
true,20.43,2.12,14.86,18.87,56.28,false
false,42.05,9.11,15.56,11.67,78.38,
false,17.65,16.44,22.67,22.82,79.58,false
false,66.97,22.51,81.49,0.0,170.97,false
false,123.15,63.49,18.34,4.02,209.0,false
false,2.59,7.74,20.27,17.0,47.61,false
true,26.41,12.74,0.0,0.4,39.55,false
true,12.16,36.76,40.62,3.3,92.84,
false,58.25,3.64,99.23,11.86,172.98,false
false,85.82,92.4,1.76,14.26,194.24,false
false,27.12,178.0,8.08,0.0,213.21,false
true,30.86,9.0,7.98,0.0,47.84,true
false,29.22,20.99,24.29,5.16,79.67,false
false,48.23,55.94,12.27,10.62,127.07,true
false,37.68,18.21,22.0,4.2,82.09,true
false,15.85,142.57,21.29,2.75,182.47,false
false,13.84,6.84,27.82,6.3,54.8,true
true,62.08,27.47,3.91,4.83,98.29,
false,77.43,46.3,10.87,7.15,141.74,false
false,11.92,2.09,28.78,5.82,48.61,false
false,0.94,9.92,2.4,7.55,20.82,false
false,0.0,31.46,13.84,9.48,54.78,false
false,20.02,25.68,22.0,5.84,73.53,false
false,37.91,2.93,4.65,2.75,48.24,false
false,66.0,4.93,148.55,6.78,226.26,false
false,32.25,11.35,0.0,11.06,54.65,false
false,20.44,0.6,27.27,15.13,63.44,false
false,47.2,0.0,34.32,16.53,98.05,false
true,17.11,27.4,190.69,38.13,273.33,true
false,27.77,19.59,32.17,8.52,88.05,false
false,20.59,35.76,22.0,5.52,83.87,false
true,1.37,32.68,7.46,4.06,45.57,true
false,25.71,3.05,13.88,11.24,53.88,false
false,52.14,13.73,0.0,0.0,65.87,false
false,38.4,70.41,6.08,9.21,124.1,false
false,3.29,16.64,11.79,11.78,43.51,true
false,39.34,11.73,28.06,0.38,79.51,true
false,151.07,68.04,20.0,11.93,251.04,false
false,44.67,9.3,11.98,18.4,84.35,false
false,23.84,0.0,41.69,8.53,74.05,false
false,5.39,12.33,20.95,11.31,49.98,false
false,30.28,0.0,20.72,19.55,70.55,false
false,40.65,3.76,42.31,0.0,86.72,false
false,33.33,5.56,21.94,0.58,61.4,true
false,83.08,94.66,4.99,13.05,195.78,true
false,18.75,17.53,0.0,8.49,44.77,true
false,0.0,42.76,22.0,7.79,72.55,false
false,5.97,18.21,37.16,8.38,69.72,
false,16.51,21.45,30.73,0.0,68.69,false
false,6.3,7.31,22.0,20.6,56.21,false
true,20.25,5.42,8.67,10.34,44.67,true
true,16.99,10.83,16.02,7.62,51.47,false
false,3.6,9.86,4.16,11.13,28.74,false
false,35.45,12.76,0.0,13.69,61.9,true
true,3.86,12.26,14.44,1.21,31.77,
true,191.07,17.94,193.96,13.37,416.34,false
false,13.43,11.58,27.17,0.0,52.18,
true,22.46,10.37,14.3,0.0,47.12,false
false,95.09,59.19,34.06,9.6,197.94,false
false,19.02,17.01,0.0,1.97,38.0,true
false,6.72,10.48,0.0,20.26,37.46,false
false,6.3,6.04,43.74,0.0,56.08,
false,21.8,19.45,3.71,3.18,48.13,false
false,12.47,34.06,37.37,10.62,94.52,false
false,31.87,12.79,23.36,10.51,78.53,false
true,39.82,0.53,17.18,14.97,72.51,
false,19.73,3.48,22.25,9.43,54.88,
false,70.25,82.74,13.24,8.05,174.27,false
true,19.87,26.97,12.46,23.85,83.15,
true,8.76,28.11,245.83,53.61,336.31,false
false,7.86,10.28,14.57,15.18,47.89,false
false,117.57,93.08,0.0,8.59,219.23,false
false,32.69,17.08,27.11,10.17,87.05,
false,32.04,28.16,16.12,1.18,77.51,false
false,20.44,33.69,42.13,13.73,109.99,false
false,30.18,32.07,16.75,3.46,82.46,false
false,28.66,12.74,14.65,0.52,56.57,false
false,26.13,9.25,16.85,0.0,52.23,false
false,30.59,194.49,0.0,1.45,226.53,false
false,21.68,20.46,11.23,10.71,64.08,true
true,27.41,23.33,0.0,22.94,73.68,true
false,25.25,13.27,21.46,13.48,73.45,false
true,218.81,70.69,103.62,4.0,397.11,
false,23.45,25.8,26.08,0.0,75.33,false
false,0.0,24.85,11.2,11.1,47.15,false
false,0.82,20.0,5.47,17.18,43.46,false
true,220.03,27.24,97.21,6.47,350.95,true
true,19.73,26.49,7.81,29.25,83.27,false
false,163.4,76.51,23.48,5.38,268.77,false
true,18.13,7.39,36.68,14.19,76.38,false
false,30.71,9.21,7.97,11.85,59.73,false
false,15.9,0.0,234.14,52.92,302.96,false
false,35.37,8.56,10.46,6.82,61.2,false
true,132.4,91.02,15.45,0.0,238.87,true
false,2.36,24.76,37.11,4.95,69.17,false
false,35.34,0.0,2.73,7.97,46.04,false
false,28.44,15.15,10.67,7.13,61.39,false
false,4.53,14.5,13.96,15.25,48.25,false
false,22.72,9.94,56.72,10.74,100.12,
false,4.78,18.61,9.53,0.0,32.91,false
false,5.11,22.87,1.66,11.95,41.58,
false,3.82,13.4,26.75,11.06,55.03,false
false,15.47,0.0,19.71,10.9,46.09,true
false,23.63,22.28,7.59,0.0,53.51,false
false,7.12,18.56,23.55,10.78,60.02,false
false,42.79,23.43,26.49,20.56,113.28,false
false,32.26,24.53,12.3,8.02,77.11,
true,18.26,0.0,3.35,10.28,31.89,false
true,24.62,12.34,4.16,21.87,63.0,true
false,0.0,13.46,11.12,24.99,49.57,false
false,26.76,224.42,31.95,6.91,290.05,false
false,40.69,14.92,23.36,0.0,78.97,true
false,38.06,21.92,39.96,9.13,109.07,false
true,21.91,26.05,63.46,2.42,113.84,false
true,161.4,108.23,28.68,11.3,309.6,
false,15.14,10.89,0.0,9.53,35.55,false
false,15.35,20.01,35.44,11.4,82.19,false
false,16.66,18.08,25.24,9.43,69.42,false
true,32.18,8.27,22.21,15.41,78.07,
false,3.97,8.44,7.62,11.67,31.7,false
false,0.0,39.05,2.58,13.66,55.29,false
false,111.29,94.23,0.0,9.78,215.31,false
false,10.35,5.56,0.0,19.9,35.81,false
false,23.1,8.18,1.35,16.23,48.86,false
false,48.54,13.8,17.98,9.63,89.96,false
false,26.58,14.71,0.0,0.0,41.29,false
true,35.82,25.19,6.38,12.26,79.65,false
false,28.91,17.07,10.32,17.95,74.26,false
false,147.52,82.88,11.19,13.38,254.97,
false,28.68,31.44,25.59,6.84,92.55,false
false,25.28,25.05,37.6,0.0,87.93,false
false,12.05,22.65,21.07,8.88,64.65,false
false,8.64,17.03,10.38,8.79,44.84,true
false,31.06,191.89,25.63,0.78,249.36,false
false,252.51,2.7,262.19,196.0,713.39,false
false,17.04,18.46,35.08,0.0,70.58,true
false,31.9,8.06,3.26,22.9,66.12,false
false,20.91,40.59,8.37,13.05,82.92,true
true,21.41,21.08,2.4,6.87,51.77,true
false,31.6,0.0,19.68,8.13,59.41,false
true,0.18,20.21,13.09,8.53,42.0,
false,3.5,16.02,19.43,17.95,56.9,false
false,9.28,32.96,43.08,2.2,87.52,
false,0.97,23.69,31.24,0.0,55.9,false
false,19.28,0.24,0.31,4.96,24.79,false
false,43.76,9.03,43.11,12.81,108.7,
false,43.7,21.95,34.84,8.45,108.94,true
true,6.81,15.83,10.33,12.51,45.48,true
false,17.0,13.83,38.36,8.68,77.87,false
false,17.86,12.94,39.4,0.0,70.2,true
false,40.55,5.44,9.3,8.29,63.58,false
false,11.8,0.0,14.12,0.0,25.92,true
true,30.82,7.66,57.65,12.41,108.55,true
true,10.33,27.07,22.0,11.99,71.39,false
true,24.09,15.33,33.09,2.08,74.59,false
false,40.37,151.81,49.62,6.12,247.92,false
false,59.41,18.91,84.55,0.0,162.88,true
false,35.36,21.01,209.67,67.67,333.7,false
false,14.64,0.0,5.46,5.07,25.16,false
false,27.3,19.29,15.38,20.2,82.17,false
false,24.51,9.93,16.78,0.0,51.23,false
false,19.98,12.27,22.78,11.59,66.61,false
false,0.0,23.43,10.99,5.57,40.0,
false,34.25,28.37,26.94,12.31,101.86,false
false,37.26,12.65,15.65,0.0,65.55,false
false,15.7,5.84,34.5,18.96,75.01,false
false,93.32,70.36,13.58,19.17,196.42,
false,91.19,106.98,0.65,35.12,233.96,false
true,32.38,23.08,6.87,0.0,62.33,false
false,32.3,18.02,16.41,7.42,74.15,
false,97.8,26.01,111.16,1.31,236.28,true
false,48.53,5.32,17.83,7.99,79.67,false
false,33.35,12.55,32.35,8.7,86.94,
false,5.16,17.76,17.21,11.84,51.97,false
false,11.36,15.2,34.78,7.88,69.22,false
true,37.03,18.24,27.08,18.38,100.73,true
true,4.93,22.25,3.7,3.66,34.54,false
true,33.7,30.65,15.57,4.61,84.53,false
false,7.78,31.81,3.25,0.0,42.83,false
false,14.37,26.48,24.52,13.76,79.13,false
true,10.43,21.55,3.0,0.0,34.97,false
false,2.85,8.84,0.61,0.0,12.29,false
true,18.73,0.0,0.0,10.98,29.71,
false,22.28,21.13,30.3,9.93,83.64,false
true,38.24,26.7,13.3,11.82,90.07,
false,44.63,24.23,20.7,17.21,106.77,false
false,29.05,27.46,2.46,4.91,63.88,true
false,9.06,33.1,35.01,8.6,85.77,
true,28.08,20.77,4.83,14.53,68.2,false
false,6.07,13.23,8.31,13.72,41.33,false
false,30.52,0.0,22.39,5.79,58.71,
false,1.97,7.79,10.84,26.65,47.26,false
false,36.42,28.65,16.01,8.93,90.01,false
false,24.29,18.17,0.0,2.34,44.79,false
false,32.01,25.17,27.79,15.44,100.41,true
false,9.67,18.43,32.03,18.8,78.93,false
false,123.55,80.43,7.94,23.61,235.54,true
false,35.62,6.1,32.04,0.92,74.68,false
true,7.44,29.74,45.04,7.66,89.88,
false,38.3,0.63,50.39,3.33,92.65,false
false,27.08,38.06,44.05,3.45,112.64,true
false,50.18,9.97,2.9,0.0,63.05,false
false,23.8,14.42,9.32,14.15,61.69,false
false,17.99,4.49,17.8,0.0,40.28,
false,2.98,33.74,49.46,7.94,94.12,false
false,21.54,14.45,20.16,4.02,60.17,true
false,14.32,6.82,12.57,6.19,39.9,
false,15.82,3.82,36.92,0.0,56.56,false
true,33.66,37.87,0.0,24.35,95.89,
false,17.66,9.59,21.83,2.98,52.05,false
false,44.76,0.0,32.96,0.0,77.72,false
false,6.25,31.28,0.0,0.52,38.05,false
true,41.95,13.88,9.87,13.41,79.1,
false,6.27,27.21,15.56,1.23,50.27,
false,17.15,192.41,25.33,14.64,249.52,true
false,141.52,50.76,36.06,11.13,239.47,false
false,122.25,64.67,0.0,7.3,194.23,false
false,45.71,15.16,17.7,5.4,83.96,false
false,19.11,36.03,1.0,1.77,57.9,false
false,21.41,6.15,0.0,6.21,33.77,true
false,37.5,30.19,11.97,24.01,103.67,false
false,32.71,15.44,0.0,10.99,59.15,false
false,56.6,30.01,3.59,11.09,101.29,true
false,17.04,8.4,28.28,4.31,58.03,false
true,41.76,20.41,31.7,0.0,93.87,false
false,14.24,25.88,0.0,4.7,44.82,false
false,15.78,158.48,7.62,0.0,181.89,false
true,47.72,4.53,17.07,6.85,76.18,
false,34.02,13.34,14.27,0.28,61.91,false
false,35.11,27.78,26.2,9.92,99.01,false
false,25.12,6.22,15.55,4.54,51.44,false
true,23.28,36.42,14.9,16.74,91.34,
false,18.71,26.53,25.54,12.16,82.94,false
false,5.78,20.03,9.27,19.31,54.38,
false,2.98,13.65,0.94,0.0,17.57,false
false,34.4,9.83,9.32,0.0,53.55,false
false,30.67,9.74,28.23,30.01,98.65,
false,4.4,11.71,7.39,11.53,35.04,false
false,7.26,0.0,20.41,16.95,44.62,false
false,76.67,16.51,139.97,7.58,240.72,false
false,23.16,0.0,0.0,11.15,34.31,false
false,5.59,27.1,9.68,1.45,43.82,false
false,35.46,13.46,29.61,8.5,87.03,true
true,71.76,24.39,0.0,0.0,96.15,
false,35.8,12.86,21.8,9.27,79.73,
false,5.56,25.97,20.78,5.7,58.01,false
false,156.81,16.14,85.58,16.44,274.97,true
false,25.06,31.24,5.06,11.42,72.79,false
false,28.51,12.93,32.72,14.68,88.85,false
true,18.75,0.0,11.49,9.86,40.09,false
false,23.52,3.58,13.23,9.39,49.72,false
false,8.44,1.5,7.75,17.73,35.44,true
false,6.87,29.08,14.09,10.94,60.97,false
false,6.52,3.9,12.48,9.87,32.78,false
true,120.44,48.89,28.35,2.83,200.51,false
false,42.46,15.9,14.5,0.0,72.86,true
false,17.52,11.43,46.53,0.0,75.48,false
false,12.92,25.57,14.7,5.69,58.89,false
true,53.26,20.67,25.38,8.04,107.36,false
true,39.78,18.98,19.29,10.52,88.57,true
false,26.04,30.81,12.47,6.63,75.96,false
true,53.9,27.39,134.31,20.81,236.41,false
false,6.73,45.19,11.15,8.83,71.91,false
true,0.0,27.74,2.16,0.0,29.9,
false,14.6,37.93,9.31,9.59,71.44,false
false,144.54,104.68,6.85,0.0,256.07,false
false,0.0,20.46,1.57,12.74,34.77,false
false,43.27,11.45,0.0,9.55,64.27,false
false,0.38,10.14,9.77,4.42,24.7,
true,16.03,28.92,32.93,5.06,82.94,true
true,27.67,13.09,0.0,0.0,40.76,false
false,33.63,26.23,14.05,0.0,73.91,true
false,44.25,21.0,6.51,0.0,71.76,false
false,3.46,1.59,0.2,0.79,6.04,false
true,27.59,18.79,10.54,11.33,68.25,false
false,11.5,24.27,21.92,9.5,67.18,false
false,143.23,78.99,7.97,1.69,231.89,false
true,65.47,18.68,128.31,22.64,235.11,false
false,39.64,10.91,23.21,2.55,76.31,false
true,35.75,8.3,14.24,18.57,76.85,
false,0.0,11.7,13.23,15.85,40.77,false
true,41.55,9.83,18.92,15.08,85.39,false
true,16.41,3.83,3.81,14.85,38.9,false
false,18.65,0.47,27.98,1.58,48.68,false
false,6.54,14.28,3.22,12.3,36.34,true
false,9.4,15.78,0.0,11.75,36.93,false
false,243.04,7.78,95.8,0.46,347.07,false
false,29.08,11.77,22.0,3.22,66.07,false
false,28.92,7.25,19.62,0.0,55.79,true
false,49.09,15.49,6.46,0.53,71.56,false
false,8.88,11.32,4.28,13.92,38.4,false
false,3.18,5.14,0.0,11.45,19.77,true
false,15.37,12.58,0.0,12.82,40.77,true
true,26.85,10.63,14.94,8.62,61.04,false
true,187.86,0.0,60.82,14.97,263.65,true
false,22.05,17.91,61.19,25.05,126.2,false
false,74.01,89.42,47.26,5.4,216.09,
false,32.36,15.81,9.0,10.69,67.87,
false,21.6,9.66,21.82,15.82,68.9,false
false,35.08,15.83,8.91,2.11,61.93,false
false,10.75,2.11,10.69,0.0,23.55,false
false,123.32,79.28,8.8,16.38,227.79,false
false,49.32,11.94,165.02,4.34,230.62,
false,7.8,19.79,22.77,5.79,56.15,false
false,24.42,4.85,6.49,12.78,48.54,false
false,29.51,11.08,12.26,11.69,64.55,false
false,41.56,11.58,0.0,0.41,53.55,
true,56.02,5.24,0.0,13.53,74.79,false
true,14.4,24.81,32.16,14.38,85.75,false
false,53.78,88.7,0.0,23.19,165.68,true
false,12.51,9.81,8.44,11.6,42.36,false
false,22.78,7.07,5.94,9.77,45.56,false
true,190.45,12.05,95.27,6.01,303.79,true
false,26.78,27.13,35.65,5.49,95.06,
false,73.21,10.23,28.0,176.81,288.25,false
false,46.8,4.94,1.7,11.9,65.33,false
false,194.01,44.94,8.39,15.52,262.86,false
false,33.04,14.31,15.28,25.6,88.24,false
true,123.51,96.23,61.64,7.48,288.86,
false,49.05,15.8,9.91,9.55,84.32,false
false,5.63,11.05,20.56,23.79,61.03,
false,23.3,12.15,16.1,15.43,66.98,true
false,20.01,1.96,15.98,12.87,50.82,false
true,35.73,9.73,42.8,14.68,102.95,
false,28.5,7.84,10.36,6.49,53.18,false
true,31.62,12.76,8.82,0.0,53.21,
true,18.59,8.68,12.71,1.94,41.92,false
false,3.95,1.98,17.11,13.67,36.7,false
true,97.12,80.43,22.0,17.08,216.64,
true,36.3,5.47,15.47,16.08,73.32,false
false,3.92,6.41,4.94,2.03,17.31,false
false,15.83,33.12,26.66,16.14,91.75,false
false,32.13,9.26,34.37,11.73,87.49,false
true,18.0,18.14,26.01,3.86,66.0,
true,11.53,11.34,22.52,8.4,53.78,true
false,10.3,5.64,18.23,9.09,43.26,false
false,2.29,26.26,40.77,12.35,81.67,
true,48.5,16.34,9.02,0.0,73.86,false
false,29.94,0.0,0.0,12.74,42.68,false
false,0.0,6.86,13.06,11.13,31.05,false
false,36.12,14.67,0.0,11.2,61.99,false
false,73.08,15.27,38.17,0.0,126.52,
false,46.87,11.23,4.76,3.8,66.65,true
true,17.91,3.58,5.15,14.37,41.02,false
false,8.0,20.43,10.14,17.88,56.45,true
false,30.54,19.69,0.0,18.57,68.8,false
false,33.16,6.5,42.23,8.38,90.27,false
false,33.18,6.6,22.0,4.26,66.04,
false,0.0,15.43,10.58,1.9,27.92,false
false,136.3,82.12,0.0,11.56,229.99,false
false,31.12,29.77,25.86,0.0,86.76,false
true,42.31,189.24,24.89,24.96,281.41,true
false,0.78,18.72,55.34,10.47,85.31,false
true,123.94,71.62,39.72,6.07,241.34,false
false,0.0,5.22,29.09,18.84,53.16,false
false,26.87,0.0,34.17,6.76,67.79,false
false,26.59,30.76,1.46,20.04,78.85,
false,26.46,15.6,24.62,9.28,75.97,false
false,22.9,20.47,1.83,11.25,56.45,
false,27.2,0.0,39.85,5.34,72.38,false
false,19.3,11.51,25.55,6.68,63.03,false
false,70.99,41.84,29.22,0.0,142.06,
true,31.85,10.98,28.95,9.14,80.92,false
true,19.93,1.53,7.34,13.03,41.84,
false,19.14,17.06,17.17,0.0,53.37,
false,23.73,23.95,22.0,16.54,86.23,false
false,53.48,0.0,14.11,0.0,67.58,false
false,111.99,33.26,5.79,0.0,151.03,false
false,30.59,22.23,15.36,11.68,79.86,true
false,0.0,23.1,33.49,16.85,73.44,false
false,13.47,15.0,2.11,7.41,38.0,false
false,18.76,8.85,18.62,14.07,60.29,false
true,3.21,9.77,40.77,10.34,64.09,
false,33.71,23.36,6.35,21.9,85.31,false
false,28.8,25.63,29.91,11.67,96.0,false
false,17.0,28.93,8.08,10.64,64.65,false
false,22.49,7.95,0.0,4.48,34.93,false
false,27.63,21.29,0.0,15.6,64.52,true
false,13.86,0.0,17.07,0.0,30.93,false
false,30.89,28.37,28.46,24.42,112.14,false
false,101.78,60.45,0.0,9.48,171.71,false
false,66.68,22.1,150.27,12.7,251.74,false
false,19.21,18.77,9.68,12.2,59.86,false
true,34.94,26.76,1.04,0.0,62.73,false
true,151.78,90.67,54.02,2.46,298.94,
false,6.77,20.81,0.24,21.57,49.39,
false,28.08,28.82,10.71,2.8,70.42,
true,41.61,9.22,28.42,3.86,83.11,false
false,95.3,109.83,0.0,10.88,216.0,false
false,23.13,0.0,31.89,3.46,58.48,false
true,24.94,4.48,27.37,6.59,63.38,
false,0.0,9.36,54.44,10.31,74.1,false
true,35.6,18.99,0.0,0.0,54.59,false
false,116.2,86.68,10.45,19.37,232.7,false
false,43.2,151.67,0.0,8.1,202.98,false
false,122.04,58.09,20.8,11.15,212.09,true
false,35.03,4.11,39.34,15.93,94.41,false
false,4.65,10.02,7.7,6.74,29.1,false
false,162.51,64.43,9.13,0.0,236.08,false
false,73.5,7.17,138.08,7.25,226.0,false
true,21.28,25.77,0.0,20.35,67.4,
true,0.0,22.13,9.09,0.0,31.22,
false,19.62,12.29,18.49,21.61,72.01,false
false,47.65,6.42,16.33,11.32,81.72,false
false,33.5,15.22,0.0,7.69,56.41,false
false,10.76,13.99,7.72,6.67,39.15,false
true,2.05,3.08,10.3,14.26,29.69,
false,45.55,31.2,14.35,13.04,104.14,false
false,16.6,32.82,56.32,13.21,118.95,
false,29.14,30.02,39.2,1.01,99.37,false
false,62.87,32.84,15.39,12.91,124.01,false
true,11.32,14.08,13.32,9.16,47.89,false
false,1.12,13.4,0.0,18.31,32.83,false
true,32.3,24.79,10.02,5.53,72.65,true
false,36.75,14.87,22.0,0.0,73.62,false
false,130.65,62.55,14.84,0.0,208.04,false
false,16.14,16.61,6.06,7.25,46.06,true
false,55.48,17.81,19.93,10.95,104.18,true
false,50.27,0.0,0.0,8.73,58.99,
false,2.72,32.78,34.69,13.04,83.24,false
false,5.69,20.58,20.94,5.54,52.75,
false,32.28,9.66,32.16,11.32,85.42,false
false,0.0,19.12,0.0,18.23,37.35,false
false,20.41,19.28,0.0,0.77,40.46,false
false,228.32,0.0,90.97,7.52,326.81,false
false,34.98,22.68,7.17,15.53,80.36,false
false,16.15,13.34,0.0,24.67,54.15,true
false,11.08,13.62,49.32,0.0,74.02,false
false,18.19,16.96,6.66,0.0,41.81,false
false,0.93,13.64,43.98,15.1,73.65,true
false,6.3,18.97,34.19,28.76,88.22,false
false,0.0,16.39,44.56,12.13,73.07,false
false,16.3,34.92,22.0,0.0,73.22,false
true,15.74,8.99,30.96,14.86,70.55,
false,34.69,0.0,15.24,0.49,50.42,false
false,30.21,5.59,34.32,16.67,86.79,false
true,0.28,18.68,28.88,15.65,63.48,
false,49.8,21.22,0.0,5.84,76.85,false
false,5.99,8.11,5.96,19.77,39.83,false
false,25.77,18.63,28.83,20.22,93.44,false
false,31.51,10.05,29.12,13.28,83.95,true
true,34.62,22.45,33.79,16.58,107.43,false
false,2.46,15.47,23.82,21.03,62.78,false
false,20.45,0.0,34.18,7.11,61.74,false
false,35.77,10.88,0.0,15.32,61.98,false
true,44.13,21.33,12.24,1.84,79.53,
false,24.75,18.6,12.44,0.09,55.88,false
false,28.69,30.41,23.7,0.0,82.8,
false,30.07,20.09,46.27,14.76,111.18,false
false,57.25,7.67,37.92,7.6,110.45,false
false,36.72,0.0,40.15,16.45,93.32,false
false,10.26,11.76,6.59,15.36,43.97,false
false,22.6,16.42,22.0,10.68,71.7,false
false,24.68,28.26,19.61,0.0,72.55,true
false,21.07,5.62,3.69,10.96,41.34,false
false,7.78,11.09,40.78,0.0,59.65,false
false,29.37,14.18,22.14,15.23,80.92,true
false,29.43,23.09,40.35,5.89,98.76,false
false,18.1,17.9,12.58,11.51,60.09,false
false,66.67,79.44,26.97,0.0,173.07,false
false,119.66,44.18,12.92,19.55,196.31,false
false,48.64,32.65,218.72,63.75,363.75,true
true,15.32,5.74,36.38,6.41,63.86,false
false,20.92,14.6,14.41,18.16,68.09,false
false,5.86,16.08,27.19,0.0,49.12,
false,14.91,3.6,14.75,17.01,50.28,false
true,28.03,0.0,4.94,1.28,34.25,false
true,26.12,6.29,30.52,8.53,71.45,true
false,9.46,37.97,15.68,12.99,76.1,false
false,39.7,1.96,0.0,6.37,48.03,
true,2.93,18.63,18.58,3.0,43.15,true
false,64.94,33.25,178.81,7.06,284.07,false
false,46.49,26.09,105.25,0.0,177.83,false
false,19.63,3.07,11.21,11.01,44.92,false
true,87.51,31.28,145.89,0.96,265.64,false
false,29.24,26.39,1.61,16.45,73.69,false
