batch_date,product_line,raw_material_supplier,shift,batch_size_units,operator,machine_id,planned_cycle_time_min,material_grade,humidity_pct,temperature_c,rush_order
2025-03-11,Line A,Supplier 2,day,1020,Operator 2,Machine 5,38.35,premium,20.97,19.04,false
2025-04-22,Line A,Supplier 3,day,387,Operator 8,Machine 1,8.99,premium,35.84,20.62,true
2024-09-27,Line C,Supplier 1,evening,628,Operator 8,Machine 3,33.14,premium,28.6,20.78,false
2025-03-29,Line C,Supplier 4,day,976,Operator 2,Machine 3,26.69,premium,44.35,32.89,false
2025-05-15,Line C,Supplier 3,evening,924,Operator 6,Machine 5,25.28,premium,33.92,27.45,false
2025-10-27,Line A,Supplier 4,day,940,Operator 2,Machine 2,39.27,premium,45.35,34.41,false
2025-06-11,Line C,Supplier 2,evening,1038,Operator 2,Machine 3,37.3,premium,38.73,26.79,true
2024-04-01,Line D,Supplier 2,evening,50,Operator 3,Machine 5,38.26,premium,58.45,25.27,false
2025-10-17,Line C,Supplier 4,day,1055,Operator 2,Machine 6,18.48,premium,68.72,19.23,false
2025-05-12,Line C,Supplier 1,night,760,Operator 3,Machine 3,50.32,premium,41.37,26.35,true
2025-06-26,Line B,Supplier 1,day,646,Operator 6,Machine 2,31.3,standard,50.06,23.93,false
2025-07-13,Line B,Supplier 5,night,303,Operator 7,Machine 1,37.64,premium,49.3,27.34,false
2024-10-12,Line C,Supplier 1,night,583,Operator 7,Machine 4,33.95,premium,46.46,16.49,false
2025-09-09,Line C,Supplier 4,night,479,Operator 6,Machine 6,51.01,standard,87.75,29.69,false
2024-01-30,Line C,Supplier 5,evening,520,Operator 2,Machine 4,38.19,premium,20.0,32.68,false
2025-02-14,Line B,Supplier 5,night,475,Operator 1,Machine 4,38.28,standard,54.07,23.49,false
2025-09-25,Line B,Supplier 1,night,252,Operator 7,Machine 5,47.19,premium,44.34,19.21,false
2025-02-15,Line A,Supplier 5,day,1040,Operator 2,Machine 3,47.95,premium,31.6,19.19,false
2024-06-03,Line A,Supplier 2,night,705,Operator 8,Machine 1,23.29,standard,57.54,19.63,true
2024-06-04,Line B,Supplier 4,night,640,Operator 4,Machine 1,45.72,premium,41.87,21.01,true
2024-02-01,Line D,Supplier 5,night,1524,Operator 7,Machine 6,45.09,standard,79.68,32.48,false
2025-10-25,Line B,Supplier 2,night,239,Operator 6,Machine 1,20.25,premium,20.0,9.52,false
2024-07-16,Line C,Supplier 4,evening,165,Operator 2,Machine 5,27.83,standard,51.56,18.04,false
2025-12-11,Line A,Supplier 5,day,803,Operator 4,Machine 5,20.33,premium,58.23,28.67,false
2024-11-21,Line B,Supplier 5,night,966,Operator 2,Machine 3,32.34,premium,34.28,14.61,true
2025-08-01,Line B,Supplier 4,night,335,Operator 7,Machine 4,23.49,premium,49.41,14.66,false
2025-09-01,Line C,Supplier 2,night,50,Operator 1,Machine 5,20.67,premium,35.83,20.11,false
2025-09-05,Line D,Supplier 1,day,895,Operator 3,Machine 5,35.19,standard,55.22,21.26,false
2025-07-22,Line B,Supplier 2,night,919,Operator 4,Machine 3,44.42,premium,63.6,20.2,false
2025-07-13,Line C,Supplier 1,evening,849,Operator 4,Machine 1,33.25,premium,37.17,13.43,true
2025-12-01,Line C,Supplier 4,night,754,Operator 7,Machine 1,32.65,standard,51.01,7.69,false
2024-03-04,Line D,Supplier 3,evening,695,Operator 5,Machine 3,24.46,premium,59.26,16.17,false
2025-05-23,Line A,Supplier 3,day,478,Operator 5,Machine 6,29.13,premium,43.3,22.27,false
2024-08-24,Line A,Supplier 1,night,1040,Operator 2,Machine 2,52.86,premium,51.47,16.72,false
2024-02-21,Line D,Supplier 5,day,1552,Operator 2,Machine 2,54.72,standard,82.29,26.51,true
2024-03-14,Line D,Supplier 3,evening,617,Operator 2,Machine 1,43.87,standard,55.02,29.0,false
2024-10-16,Line B,Supplier 5,day,865,Operator 2,Machine 6,37.16,premium,40.87,15.95,false
2025-04-11,Line A,Supplier 2,day,804,Operator 7,Machine 1,26.85,premium,38.56,10.5,true
2024-05-22,Line B,Supplier 4,day,430,Operator 1,Machine 6,40.92,premium,35.08,5.37,false
2025-06-27,Line B,Supplier 3,night,462,Operator 3,Machine 5,10.01,premium,22.46,10.64,false
2025-07-13,Line B,Supplier 3,evening,748,Operator 1,Machine 6,20.1,premium,42.06,37.14,false
2025-11-11,Line B,Supplier 2,evening,780,Operator 4,Machine 1,43.82,premium,35.29,13.22,true
2024-01-16,Line C,Supplier 3,day,774,Operator 3,Machine 4,37.97,premium,33.92,40.0,true
2024-08-30,Line A,Supplier 3,night,477,Operator 5,Machine 4,57.22,standard,61.49,22.14,true
2024-04-25,Line C,Supplier 4,day,784,Operator 6,Machine 5,42.36,premium,66.97,32.37,false
2024-06-25,Line B,Supplier 3,day,755,Operator 8,Machine 6,15.73,premium,25.35,18.93,false
2025-06-02,Line D,Supplier 5,night,879,Operator 4,Machine 6,31.39,premium,44.63,22.72,true
2024-03-16,Line D,Supplier 3,evening,724,Operator 1,Machine 6,38.42,standard,59.97,19.89,false
2024-10-28,Line B,Supplier 1,day,880,Operator 8,Machine 5,32.51,standard,60.89,18.58,false
2025-05-05,Line A,Supplier 3,evening,737,Operator 3,Machine 3,5.0,premium,24.14,25.14,false
2025-12-18,Line C,Supplier 5,night,500,Operator 4,Machine 4,50.69,standard,62.24,20.01,false
2025-03-07,Line D,Supplier 2,day,1068,Operator 1,Machine 6,15.11,standard,54.99,17.86,false
2025-09-27,Line D,Supplier 5,day,396,Operator 1,Machine 3,34.75,premium,47.34,14.21,false
2024-09-20,Line B,Supplier 2,evening,289,Operator 7,Machine 5,41.46,standard,63.99,25.64,true
2024-05-03,Line B,Supplier 1,night,966,Operator 2,Machine 5,42.69,standard,60.16,28.26,false
2024-08-24,Line B,Supplier 2,night,1069,Operator 2,Machine 5,29.49,standard,60.55,20.3,false
2024-11-02,Line B,Supplier 1,day,614,Operator 7,Machine 6,31.66,standard,95.0,18.92,false
2025-06-21,Line C,Supplier 4,evening,1013,Operator 2,Machine 2,20.84,standard,55.53,17.88,false
2025-12-30,Line B,Supplier 1,day,501,Operator 1,Machine 6,44.23,premium,44.67,35.69,true
2024-09-26,Line C,Supplier 3,night,951,Operator 7,Machine 2,9.52,premium,87.68,10.29,false
2024-04-07,Line C,Supplier 3,day,912,Operator 2,Machine 4,14.41,premium,41.71,20.63,false
2024-07-06,Line A,Supplier 1,night,782,Operator 7,Machine 3,25.62,premium,43.95,19.82,false
2025-08-28,Line B,Supplier 5,evening,519,Operator 7,Machine 4,44.31,standard,35.76,21.33,true
2024-06-20,Line A,Supplier 3,evening,950,Operator 2,Machine 2,27.19,premium,38.52,10.6,false
2025-04-06,Line B,Supplier 3,evening,437,Operator 2,Machine 4,43.73,standard,55.74,16.64,false
2025-05-18,Line C,Supplier 1,day,424,Operator 5,Machine 2,39.59,standard,52.58,27.81,true
2024-07-19,Line C,Supplier 3,day,1192,Operator 2,Machine 5,28.43,standard,59.27,27.48,false
2025-12-16,Line C,Supplier 3,day,681,Operator 5,Machine 6,7.41,premium,41.77,13.49,false
2025-04-01,Line A,Supplier 5,day,511,Operator 8,Machine 3,20.86,premium,30.33,14.29,false
2024-04-24,Line C,Supplier 2,day,872,Operator 4,Machine 1,26.2,standard,81.01,9.58,false
2025-01-20,Line A,Supplier 4,evening,1275,Operator 2,Machine 2,46.23,premium,48.27,3.76,false
2025-10-18,Line A,Supplier 3,night,974,Operator 4,Machine 3,16.92,premium,71.54,29.81,false
2025-07-31,Line D,Supplier 5,night,645,Operator 5,Machine 6,17.13,premium,28.82,22.06,false
2025-02-21,Line D,Supplier 3,day,50,Operator 3,Machine 5,37.77,standard,68.28,20.67,false
2025-01-18,Line A,Supplier 2,day,232,Operator 4,Machine 5,35.75,premium,33.89,28.12,false
2024-05-23,Line D,Supplier 2,day,918,Operator 2,Machine 5,31.78,premium,58.21,19.43,false
2024-02-13,Line D,Supplier 1,day,393,Operator 2,Machine 1,42.15,premium,70.99,24.63,false
2024-04-10,Line D,Supplier 5,day,589,Operator 1,Machine 5,18.88,premium,61.14,22.61,false
2024-04-25,Line B,Supplier 3,night,199,Operator 3,Machine 5,36.14,premium,22.66,18.49,false
2025-07-11,Line A,Supplier 3,night,783,Operator 8,Machine 3,45.71,premium,20.0,22.61,false
2024-12-23,Line D,Supplier 5,evening,92,Operator 4,Machine 6,22.64,premium,37.0,26.19,false
2024-10-28,Line C,Supplier 2,night,304,Operator 7,Machine 1,50.01,premium,73.44,17.6,true
2024-11-11,Line C,Supplier 1,night,280,Operator 7,Machine 5,27.27,premium,70.26,20.51,true
2024-07-06,Line D,Supplier 2,night,771,Operator 2,Machine 3,45.77,premium,31.65,11.96,false
2024-12-09,Line C,Supplier 3,night,839,Operator 2,Machine 2,31.7,premium,45.32,32.23,true
2025-02-06,Line B,Supplier 5,evening,555,Operator 3,Machine 6,46.69,standard,62.26,14.2,false
2025-06-01,Line C,Supplier 3,night,50,Operator 4,Machine 5,16.49,premium,75.34,22.18,false
2024-04-16,Line B,Supplier 2,night,1173,Operator 2,Machine 6,25.45,standard,57.02,20.08,true
2025-04-20,Line C,Supplier 3,evening,343,Operator 5,Machine 5,29.08,premium,40.16,24.47,true
2025-03-05,Line B,Supplier 5,day,814,Operator 6,Machine 3,41.9,premium,58.47,26.99,false
2024-08-27,Line D,Supplier 4,day,386,Operator 3,Machine 2,45.79,premium,39.98,22.6,false
2025-03-18,Line C,Supplier 2,day,1076,Operator 2,Machine 3,5.71,standard,67.39,18.14,false
2024-02-07,Line C,Supplier 5,night,1003,Operator 4,Machine 3,41.73,standard,59.18,25.27,false
2025-01-26,Line B,Supplier 1,day,150,Operator 8,Machine 5,42.01,premium,31.64,34.87,false
2024-08-30,Line C,Supplier 3,evening,934,Operator 8,Machine 3,22.89,premium,51.97,20.52,false
2024-05-22,Line B,Supplier 2,night,847,Operator 5,Machine 5,32.01,standard,54.13,16.68,false
2024-11-05,Line C,Supplier 3,day,1225,Operator 2,Machine 4,11.35,premium,72.51,12.89,true
2025-07-17,Line B,Supplier 5,night,693,Operator 4,Machine 6,32.14,standard,69.37,12.44,true
2024-06-06,Line B,Supplier 1,night,415,Operator 8,Machine 2,42.95,premium,50.81,28.77,true
2024-01-11,Line B,Supplier 3,day,438,Operator 7,Machine 6,6.23,premium,38.44,17.09,false
2025-06-13,Line B,Supplier 2,evening,553,Operator 4,Machine 1,38.91,standard,58.88,28.56,false
2024-07-21,Line C,Supplier 2,day,676,Operator 3,Machine 1,31.29,premium,42.83,30.35,false
2024-12-25,Line B,Supplier 4,day,55,Operator 4,Machine 5,37.78,premium,43.69,14.07,false
2024-09-20,Line D,Supplier 4,day,501,Operator 1,Machine 6,35.82,premium,65.32,20.33,false
2025-12-08,Line B,Supplier 4,day,963,Operator 1,Machine 2,5.0,premium,25.78,18.5,false
2024-02-21,Line C,Supplier 5,day,710,Operator 8,Machine 4,39.97,premium,42.23,9.84,false
2024-07-18,Line C,Supplier 5,evening,637,Operator 4,Machine 3,29.22,premium,49.9,29.81,false
2025-07-20,Line A,Supplier 2,day,573,Operator 1,Machine 6,23.03,standard,58.83,12.91,false
2025-11-04,Line B,Supplier 1,night,619,Operator 2,Machine 6,30.79,premium,39.3,28.98,true
2025-06-08,Line A,Supplier 2,night,1064,Operator 6,Machine 2,27.12,premium,44.05,33.46,true
2025-11-28,Line B,Supplier 3,night,758,Operator 8,Machine 6,37.14,standard,57.75,20.05,false
2024-04-28,Line D,Supplier 2,evening,838,Operator 3,Machine 3,20.15,premium,45.85,23.61,false
2025-04-04,Line B,Supplier 4,evening,450,Operator 1,Machine 6,37.72,standard,67.19,12.33,false
2025-09-20,Line D,Supplier 4,day,198,Operator 3,Machine 1,44.54,standard,54.9,23.88,false
2025-10-26,Line B,Supplier 5,day,1185,Operator 2,Machine 2,24.36,premium,73.45,9.14,false
2025-10-30,Line B,Supplier 4,day,673,Operator 7,Machine 5,45.22,premium,30.64,31.43,false
2025-01-12,Line A,Supplier 4,night,392,Operator 2,Machine 1,54.89,premium,37.75,27.15,false
2024-11-18,Line A,Supplier 2,day,743,Operator 4,Machine 5,48.83,premium,56.15,27.45,false
2024-12-24,Line D,Supplier 1,evening,1002,Operator 1,Machine 1,38.93,premium,64.91,34.24,false
2025-05-17,Line C,Supplier 1,evening,437,Operator 6,Machine 3,26.03,standard,60.58,27.99,false
2024-10-12,Line A,Supplier 4,evening,452,Operator 3,Machine 3,33.03,standard,55.08,35.93,false
2024-06-09,Line A,Supplier 1,day,544,Operator 8,Machine 4,20.81,standard,65.01,26.81,false
2025-07-02,Line C,Supplier 1,evening,1113,Operator 2,Machine 2,24.91,premium,29.15,22.54,false
2024-03-18,Line A,Supplier 1,night,279,Operator 7,Machine 5,51.04,premium,58.87,12.19,true
2025-11-28,Line D,Supplier 3,evening,782,Operator 6,Machine 4,10.91,premium,43.92,25.62,false
2024-08-14,Line D,Supplier 5,day,563,Operator 8,Machine 4,19.05,premium,31.22,18.14,false
2025-09-16,Line B,Supplier 1,evening,50,Operator 7,Machine 1,27.43,standard,79.5,35.46,false
2024-12-22,Line C,Supplier 4,evening,382,Operator 3,Machine 4,44.8,premium,35.52,30.92,false
2025-03-22,Line A,Supplier 1,day,733,Operator 6,Machine 2,33.96,premium,43.84,20.24,false
2024-12-27,Line C,Supplier 5,day,232,Operator 6,Machine 5,23.66,standard,58.48,21.3,true
2024-02-05,Line A,Supplier 3,evening,459,Operator 3,Machine 3,37.12,standard,51.8,19.48,false
2024-10-05,Line A,Supplier 4,evening,155,Operator 7,Machine 6,35.6,standard,45.5,22.19,false
2025-08-09,Line D,Supplier 3,night,1521,Operator 6,Machine 1,31.23,premium,36.2,17.88,true
2025-04-22,Line C,Supplier 2,night,783,Operator 6,Machine 2,32.75,premium,20.0,13.63,false
2024-06-30,Line C,Supplier 1,night,534,Operator 7,Machine 4,21.02,premium,52.62,15.53,false
2025-10-22,Line A,Supplier 2,day,937,Operator 2,Machine 6,40.72,premium,20.0,25.76,false
2025-01-18,Line A,Supplier 3,day,1119,Operator 2,Machine 2,12.74,standard,50.11,20.07,false
2025-12-29,Line C,Supplier 4,evening,754,Operator 4,Machine 4,36.36,standard,54.42,30.24,false
2024-02-10,Line C,Supplier 1,night,59,Operator 2,Machine 5,37.11,standard,63.74,22.53,true
2024-05-03,Line A,Supplier 1,night,459,Operator 6,Machine 1,22.95,premium,45.94,25.4,true
2024-10-19,Line C,Supplier 4,evening,725,Operator 3,Machine 4,34.41,standard,65.65,17.43,true
2024-03-23,Line D,Supplier 3,evening,418,Operator 7,Machine 6,13.53,standard,66.57,24.76,false
2025-12-06,Line D,Supplier 3,day,820,Operator 2,Machine 2,25.29,premium,31.32,24.96,false
2024-03-19,Line B,Supplier 1,night,529,Operator 5,Machine 5,34.97,standard,60.41,36.21,true
2025-12-19,Line B,Supplier 3,night,327,Operator 8,Machine 3,20.48,premium,20.0,26.4,false
2024-02-18,Line D,Supplier 2,night,1080,Operator 2,Machine 6,48.17,premium,27.53,14.6,true
2024-04-14,Line C,Supplier 1,day,640,Operator 6,Machine 2,35.61,standard,50.86,11.03,false
2024-09-08,Line D,Supplier 5,night,227,Operator 4,Machine 6,44.81,premium,63.8,18.2,false
2025-04-23,Line A,Supplier 5,evening,932,Operator 2,Machine 3,5.0,premium,57.41,17.43,false
2024-01-22,Line A,Supplier 4,evening,580,Operator 6,Machine 6,23.06,premium,29.89,11.87,false
2024-01-20,Line D,Supplier 2,day,554,Operator 8,Machine 5,32.0,standard,65.83,29.75,false
2024-11-24,Line C,Supplier 4,night,855,Operator 8,Machine 5,38.95,premium,32.71,24.0,true
2025-02-26,Line D,Supplier 5,day,117,Operator 4,Machine 2,34.69,premium,35.05,21.44,false
2025-06-28,Line A,Supplier 3,evening,747,Operator 1,Machine 5,45.22,premium,36.71,15.2,false
2024-02-08,Line A,Supplier 1,day,375,Operator 4,Machine 2,25.48,premium,66.47,25.59,false
2024-10-06,Line A,Supplier 3,day,751,Operator 8,Machine 6,5.91,premium,48.34,7.8,false
2025-04-13,Line B,Supplier 3,night,759,Operator 2,Machine 4,26.89,premium,73.73,28.17,false
2024-09-24,Line B,Supplier 4,day,637,Operator 2,Machine 1,36.33,premium,33.41,26.75,false
2025-07-21,Line A,Supplier 2,night,444,Operator 4,Machine 4,27.84,premium,26.36,23.33,false
2025-10-07,Line C,Supplier 1,day,405,Operator 7,Machine 1,34.79,standard,68.44,20.43,false
2024-11-09,Line D,Supplier 1,evening,797,Operator 7,Machine 1,29.42,premium,44.62,33.79,false
2025-04-13,Line C,Supplier 2,day,884,Operator 6,Machine 6,37.79,standard,59.05,24.81,false
2024-11-29,Line A,Supplier 4,day,678,Operator 5,Machine 2,26.37,premium,34.12,16.86,false
2025-06-21,Line B,Supplier 3,night,173,Operator 4,Machine 3,33.94,standard,51.22,9.9,true
2025-04-27,Line D,Supplier 5,evening,828,Operator 7,Machine 3,22.39,standard,69.63,23.43,false
2025-09-14,Line B,Supplier 1,night,672,Operator 4,Machine 5,23.44,standard,62.07,15.79,true
2025-02-07,Line A,Supplier 2,evening,638,Operator 4,Machine 1,23.84,premium,65.85,18.3,false
2024-11-11,Line A,Supplier 3,night,1116,Operator 1,Machine 6,14.1,premium,47.62,18.07,true
2025-10-14,Line C,Supplier 1,day,704,Operator 1,Machine 1,39.32,standard,50.0,36.23,false
2024-10-25,Line A,Supplier 4,evening,468,Operator 5,Machine 6,28.99,premium,40.4,19.2,false
2025-10-21,Line C,Supplier 3,day,830,Operator 1,Machine 3,48.17,premium,65.5,27.17,false
2024-02-20,Line A,Supplier 3,day,969,Operator 2,Machine 6,14.24,premium,28.44,9.05,false
2025-11-30,Line B,Supplier 5,night,374,Operator 8,Machine 4,5.0,standard,62.21,20.34,false
2024-09-21,Line C,Supplier 3,day,809,Operator 6,Machine 3,34.66,premium,61.68,19.93,false
2025-10-05,Line C,Supplier 3,night,434,Operator 5,Machine 1,5.0,standard,51.76,11.91,false
2024-10-02,Line D,Supplier 1,day,643,Operator 4,Machine 4,49.83,premium,37.85,10.76,false
2025-03-21,Line D,Supplier 1,night,821,Operator 5,Machine 6,28.29,premium,39.32,6.29,true
2024-12-29,Line C,Supplier 2,night,628,Operator 5,Machine 5,28.58,premium,58.57,27.08,false
2025-06-26,Line B,Supplier 3,night,1225,Operator 2,Machine 5,41.76,premium,42.27,9.24,false
2024-04-23,Line A,Supplier 5,evening,1713,Operator 2,Machine 3,55.19,premium,65.53,28.36,false
2025-07-13,Line B,Supplier 2,day,874,Operator 3,Machine 2,26.78,premium,44.84,9.36,false
2025-06-19,Line A,Supplier 3,night,619,Operator 3,Machine 3,24.79,premium,28.62,19.11,false
2024-12-13,Line C,Supplier 3,day,882,Operator 8,Machine 5,22.87,premium,30.3,21.96,false
2024-01-02,Line B,Supplier 3,day,765,Operator 5,Machine 4,28.49,premium,28.74,18.89,false
2024-05-06,Line B,Supplier 1,night,1043,Operator 8,Machine 4,23.89,premium,45.95,24.65,true
2025-05-29,Line C,Supplier 3,night,339,Operator 1,Machine 5,26.13,standard,67.2,4.46,false
2024-12-07,Line A,Supplier 4,evening,380,Operator 7,Machine 4,26.39,premium,54.24,27.11,false
2025-07-20,Line D,Supplier 5,evening,489,Operator 6,Machine 1,30.02,premium,30.32,26.9,false
2025-02-17,Line C,Supplier 2,evening,480,Operator 2,Machine 3,34.87,standard,55.4,12.36,false
2025-05-15,Line C,Supplier 1,evening,189,Operator 1,Machine 5,24.31,standard,57.09,21.35,false
2025-03-14,Line C,Supplier 3,night,666,Operator 1,Machine 3,38.39,premium,28.28,40.0,false
2024-12-18,Line D,Supplier 2,day,857,Operator 5,Machine 5,26.04,premium,48.77,19.75,false
2025-10-17,Line B,Supplier 2,evening,636,Operator 2,Machine 1,37.85,premium,47.06,13.91,true
2024-03-30,Line C,Supplier 1,evening,50,Operator 8,Machine 2,49.99,premium,29.15,2.56,false
2025-04-04,Line B,Supplier 4,night,292,Operator 4,Machine 5,24.37,premium,55.05,30.64,true
2024-06-08,Line D,Supplier 3,night,1053,Operator 2,Machine 4,50.69,standard,59.8,21.34,false
2024-08-09,Line C,Supplier 2,evening,670,Operator 8,Machine 2,28.96,premium,43.37,32.0,false
2024-01-01,Line C,Supplier 2,day,396,Operator 6,Machine 3,32.67,standard,70.8,23.18,false
2024-09-05,Line A,Supplier 1,evening,141,Operator 1,Machine 5,35.14,premium,89.23,24.78,false
2024-08-13,Line D,Supplier 5,evening,744,Operator 3,Machine 6,29.97,standard,74.38,13.51,false
2024-07-01,Line B,Supplier 4,day,440,Operator 7,Machine 6,26.57,premium,45.61,24.15,false
2025-02-10,Line C,Supplier 1,night,81,Operator 7,Machine 1,5.0,premium,46.93,19.82,false
2025-11-10,Line B,Supplier 1,day,50,Operator 6,Machine 5,18.74,premium,47.5,22.87,false
2024-04-03,Line A,Supplier 5,night,435,Operator 6,Machine 5,32.28,premium,23.55,11.88,false
2024-08-19,Line A,Supplier 4,day,603,Operator 4,Machine 3,34.02,premium,44.59,14.71,false
2024-11-03,Line C,Supplier 1,night,418,Operator 7,Machine 3,38.72,standard,64.61,40.0,true
2024-08-18,Line A,Supplier 5,day,1202,Operator 2,Machine 3,21.47,standard,53.55,23.27,false
2024-10-30,Line D,Supplier 4,day,777,Operator 1,Machine 6,51.7,premium,37.08,16.65,false
2024-09-29,Line D,Supplier 1,day,1097,Operator 2,Machine 6,25.95,standard,51.0,10.66,false
2024-02-21,Line C,Supplier 2,evening,878,Operator 8,Machine 6,37.22,standard,58.37,21.43,true
2025-12-02,Line D,Supplier 1,evening,1170,Operator 2,Machine 1,35.16,premium,56.64,18.21,false
2024-10-20,Line C,Supplier 5,day,560,Operator 1,Machine 2,26.37,premium,40.97,23.46,false
2025-04-01,Line D,Supplier 1,day,130,Operator 3,Machine 5,23.98,premium,34.18,16.94,false
2024-04-13,Line B,Supplier 5,evening,369,Operator 7,Machine 3,27.47,premium,42.44,15.86,false
2025-12-23,Line D,Supplier 1,night,367,Operator 6,Machine 1,33.92,premium,44.71,24.52,false
2024-09-06,Line B,Supplier 5,night,833,Operator 1,Machine 4,34.48,premium,29.33,24.32,true
2025-07-07,Line C,Supplier 4,evening,539,Operator 5,Machine 3,32.68,premium,36.52,29.54,true
2025-01-04,Line B,Supplier 3,day,800,Operator 3,Machine 6,16.12,premium,32.55,29.31,false
2024-11-21,Line C,Supplier 5,night,866,Operator 3,Machine 5,38.04,standard,57.66,25.83,false
2024-06-02,Line A,Supplier 1,night,959,Operator 2,Machine 1,27.05,standard,60.39,14.7,true
2025-11-01,Line A,Supplier 3,evening,1203,Operator 2,Machine 4,18.49,premium,44.98,19.59,false
2025-06-23,Line D,Supplier 2,day,133,Operator 7,Machine 5,31.43,standard,62.51,21.0,false
2025-02-18,Line C,Supplier 2,night,338,Operator 6,Machine 3,52.25,standard,67.14,14.12,false
2024-12-14,Line C,Supplier 5,night,758,Operator 6,Machine 4,12.05,premium,25.73,17.44,true
2024-03-06,Line B,Supplier 1,evening,1109,Operator 8,Machine 5,33.46,premium,49.93,16.16,false
2025-01-12,Line A,Supplier 3,night,95,Operator 1,Machine 5,8.01,standard,52.14,29.47,true
2024-11-10,Line B,Supplier 3,day,591,Operator 1,Machine 4,21.55,standard,66.61,28.82,false
2025-01-28,Line A,Supplier 1,night,1060,Operator 2,Machine 2,34.92,premium,30.57,27.35,true
2025-03-02,Line B,Supplier 2,day,610,Operator 3,Machine 4,33.65,standard,50.25,26.97,false
2024-11-21,Line C,Supplier 3,night,170,Operator 1,Machine 5,49.97,premium,24.6,17.07,false
2025-08-31,Line B,Supplier 2,night,1808,Operator 3,Machine 1,35.59,premium,44.27,11.54,false
2025-09-04,Line B,Supplier 4,night,870,Operator 7,Machine 1,49.78,premium,25.84,15.46,false
2024-08-14,Line B,Supplier 1,night,468,Operator 6,Machine 3,44.58,premium,26.03,10.74,false
2025-08-24,Line A,Supplier 4,night,778,Operator 3,Machine 2,57.51,premium,32.58,26.22,true
2024-05-19,Line D,Supplier 2,night,380,Operator 6,Machine 3,57.73,premium,31.18,17.98,true
2024-09-15,Line A,Supplier 1,evening,555,Operator 6,Machine 3,34.0,premium,56.08,33.55,false
2025-09-13,Line B,Supplier 3,day,1450,Operator 6,Machine 4,33.59,premium,21.47,23.03,false
2024-11-29,Line C,Supplier 2,day,981,Operator 2,Machine 2,23.16,premium,51.43,12.77,false
2024-02-29,Line A,Supplier 5,evening,844,Operator 5,Machine 4,36.17,premium,65.65,23.86,false
2025-03-21,Line D,Supplier 2,night,762,Operator 7,Machine 6,41.22,standard,27.15,19.03,false
2024-08-28,Line B,Supplier 3,night,848,Operator 4,Machine 4,41.62,premium,44.61,28.61,false
2025-12-02,Line B,Supplier 3,night,839,Operator 8,Machine 4,37.93,premium,40.55,33.51,false
2025-04-02,Line B,Supplier 5,night,738,Operator 3,Machine 6,33.33,premium,37.21,7.04,false
2024-07-14,Line B,Supplier 3,night,783,Operator 8,Machine 3,19.56,premium,39.02,18.01,false
2025-10-08,Line D,Supplier 3,evening,994,Operator 2,Machine 5,5.0,premium,41.8,25.08,false
2025-01-29,Line A,Supplier 5,evening,833,Operator 7,Machine 1,51.16,standard,37.38,29.55,false
2024-05-22,Line A,Supplier 2,evening,50,Operator 7,Machine 5,31.93,premium,45.98,21.77,false
2025-04-13,Line B,Supplier 3,day,371,Operator 6,Machine 6,15.01,premium,20.0,23.39,false
2024-12-19,Line D,Supplier 1,night,920,Operator 2,Machine 4,24.52,premium,47.11,19.94,true
2025-02-10,Line D,Supplier 3,day,523,Operator 8,Machine 6,22.0,premium,46.19,10.48,false
2025-07-12,Line A,Supplier 1,day,708,Operator 6,Machine 2,34.7,premium,20.0,10.61,false
2025-10-29,Line A,Supplier 1,evening,497,Operator 7,Machine 6,40.94,premium,24.84,20.53,false
2024-11-14,Line A,Supplier 4,night,484,Operator 1,Machine 1,50.44,premium,48.0,18.36,false
2024-04-22,Line B,Supplier 1,night,710,Operator 2,Machine 2,25.79,standard,88.93,15.49,false
2024-10-15,Line D,Supplier 4,night,671,Operator 5,Machine 6,12.15,premium,61.27,12.02,false
2025-03-31,Line C,Supplier 3,day,623,Operator 6,Machine 6,24.12,standard,52.59,12.49,false
2024-10-03,Line A,Supplier 2,night,50,Operator 3,Machine 5,49.79,standard,55.2,36.83,false
2025-06-02,Line A,Supplier 4,evening,1035,Operator 2,Machine 2,35.37,standard,63.06,26.41,false
2025-05-12,Line B,Supplier 3,day,125,Operator 2,Machine 5,17.28,premium,33.86,23.19,false
2025-01-31,Line D,Supplier 5,day,515,Operator 5,Machine 3,32.37,premium,20.0,13.17,false
2025-01-23,Line D,Supplier 3,day,362,Operator 8,Machine 6,30.72,standard,73.04,14.43,false
2025-03-15,Line A,Supplier 4,night,562,Operator 3,Machine 4,50.51,premium,46.41,13.87,true
2024-03-20,Line A,Supplier 2,day,615,Operator 8,Machine 4,32.13,standard,50.56,21.39,false
2024-06-19,Line B,Supplier 3,evening,1259,Operator 2,Machine 1,21.33,standard,66.52,23.41,false
2024-08-09,Line A,Supplier 4,evening,576,Operator 1,Machine 3,24.4,standard,52.63,21.62,false
2025-08-28,Line B,Supplier 1,evening,1204,Operator 5,Machine 2,30.78,premium,36.01,31.86,true
2024-04-25,Line C,Supplier 2,evening,553,Operator 5,Machine 4,41.98,premium,58.96,31.83,false
2024-04-29,Line A,Supplier 2,day,264,Operator 8,Machine 5,33.62,premium,25.65,19.63,false
2025-01-13,Line A,Supplier 5,night,698,Operator 5,Machine 1,33.35,premium,42.5,19.82,false
2025-03-03,Line A,Supplier 1,evening,50,Operator 3,Machine 5,27.94,premium,45.21,40.0,false
