churned,mrr_lost_usd,support_cost_usd,csm_intervention_cost_usd,gross_margin_usd,net_contribution_usd,expansion_90d
false,0.0,0.0,19.22,28.25,6.92,false
false,0.0,0.0,0.0,29.68,29.23,true
false,0.0,0.0,27.57,95.34,65.96,false
false,0.0,0.0,1.03,123.48,118.48,true
false,0.0,0.0,0.0,15.69,15.35,true
false,0.0,0.0,7.33,21.22,13.51,false
false,0.0,0.0,11.01,15.97,4.56,false
false,0.0,0.0,8.95,18.28,8.96,true
false,0.0,0.0,0.0,57.12,55.85,false
false,0.0,0.0,1.06,15.4,14.0,true
false,0.0,0.0,0.0,190.66,187.0,false
false,0.0,0.0,10.75,210.89,194.45,false
false,0.0,0.0,13.75,67.05,52.24,false
false,0.0,0.0,2.37,73.82,68.76,true
true,21.88,0.0,25.79,-5.61,-31.68,false
false,0.0,0.0,0.0,24.3,23.91,true
false,0.0,0.0,9.63,17.35,7.35,false
false,0.0,0.0,0.52,21.26,20.29,true
false,0.0,0.0,5.35,87.69,80.92,true
false,0.0,0.0,23.59,23.42,-0.61,false
false,0.0,0.0,0.0,77.71,75.8,false
false,0.0,0.0,0.0,23.8,23.41,true
false,0.0,0.0,0.0,29.53,29.01,false
false,0.0,0.0,9.31,82.59,72.0,true
true,358.78,0.0,21.41,-165.76,-193.01,
false,0.0,0.0,13.05,96.6,82.09,false
false,0.0,0.0,28.53,21.81,-7.09,false
false,0.0,0.0,7.58,51.23,42.73,false
false,0.0,0.0,7.44,28.18,20.26,false
false,0.0,0.0,0.0,69.87,67.84,false
false,0.0,0.0,0.0,77.75,75.64,false
false,0.0,0.0,8.8,65.22,54.34,false
false,0.0,0.0,17.72,23.87,5.72,false
false,0.0,0.0,3.32,385.31,374.4,true
false,0.0,0.0,17.68,38.31,19.38,false
false,0.0,0.0,4.54,16.48,11.62,true
false,0.0,0.0,11.29,13.86,2.14,false
false,0.0,0.0,5.1,24.37,18.77,
false,0.0,0.0,44.5,24.51,-20.37,false
false,0.0,0.0,21.56,14.03,-7.91,false
false,0.0,0.0,0.0,100.84,99.18,false
false,0.0,0.0,17.11,50.35,31.95,true
false,0.0,0.0,0.0,22.82,22.48,true
true,21.93,0.0,14.69,-7.89,-22.95,false
false,0.0,0.0,15.6,9.29,-6.61,false
false,0.0,0.0,0.13,28.53,27.93,false
false,0.0,0.0,10.46,22.75,11.91,false
true,27.56,0.0,13.25,-5.26,-18.89,false
false,0.0,0.0,15.45,18.61,2.59,false
false,0.0,0.0,12.98,25.31,11.82,
false,0.0,0.0,14.67,228.51,208.85,false
false,0.0,0.0,15.55,189.11,167.75,false
false,0.0,0.0,13.31,29.87,16.02,false
true,34.77,0.0,18.13,-13.81,-32.36,
false,0.0,0.0,23.38,15.21,-8.48,true
false,0.0,0.0,3.38,13.97,10.03,false
false,0.0,0.0,12.14,16.23,3.47,true
false,0.0,0.0,5.48,26.81,20.8,true
false,0.0,0.0,3.64,42.6,37.21,false
false,0.0,10.87,4.47,17.68,2.01,true
false,0.0,0.0,1.26,24.1,22.33,false
false,0.0,0.0,12.64,232.34,214.85,true
false,0.0,0.0,17.11,102.51,83.04,false
false,0.0,0.0,0.78,14.95,13.86,true
false,0.0,0.0,31.62,168.86,134.06,false
false,0.0,0.0,28.17,294.83,260.35,true
false,0.0,0.0,8.72,285.49,270.04,
false,0.0,0.0,8.66,13.65,4.49,true
false,0.0,0.0,4.61,95.92,89.34,false
false,0.0,0.0,0.0,18.51,18.12,false
false,0.0,0.0,1.89,79.12,75.51,false
false,0.0,0.0,9.98,19.55,9.16,false
false,0.0,0.0,8.09,330.42,316.88,true
false,0.0,0.0,1.64,60.84,57.68,false
false,0.0,0.0,0.0,23.88,23.07,false
false,0.0,0.0,0.0,170.89,166.64,true
true,33.3,0.0,16.63,-2.32,-19.41,false
false,0.0,0.0,10.31,15.54,4.97,false
false,0.0,0.0,6.78,25.59,18.32,true
false,0.0,0.0,4.46,15.89,11.02,true
false,0.0,0.0,14.92,56.13,40.36,false
false,0.0,0.0,0.9,96.21,93.59,true
false,0.0,0.0,7.54,24.81,16.79,true
false,0.0,18.82,3.65,260.21,231.28,true
false,0.0,0.0,0.0,69.29,67.44,true
false,0.0,0.0,1.76,20.01,17.83,false
false,0.0,0.0,17.3,14.13,-3.49,true
false,0.0,0.0,0.0,34.81,34.27,true
false,0.0,0.0,0.0,17.83,17.41,true
false,0.0,0.0,7.72,100.74,90.31,
false,0.0,0.0,6.04,85.87,78.19,false
false,0.0,0.0,14.63,16.41,1.38,false
true,38.2,0.0,26.92,-12.78,-40.12,false
false,0.0,0.0,3.48,11.35,7.55,true
false,0.0,0.0,5.79,26.36,20.08,true
false,0.0,0.0,0.0,13.96,13.59,true
false,0.0,0.0,9.91,127.73,113.42,false
false,0.0,0.0,12.69,23.19,10.06,true
false,0.0,0.0,5.01,295.53,284.87,
false,0.0,0.0,4.95,15.92,10.2,false
false,0.0,0.0,8.55,197.18,185.16,false
false,0.0,0.0,8.49,31.1,21.21,true
false,0.0,0.0,20.75,82.22,59.75,false
false,0.0,0.0,0.0,25.93,25.44,true
false,0.0,0.0,0.0,37.58,36.26,false
false,0.0,0.0,38.2,14.92,-24.31,true
false,0.0,0.0,0.65,25.67,24.6,false
false,0.0,0.0,0.0,108.85,107.01,true
false,0.0,0.0,27.79,20.37,-7.86,true
false,0.0,0.0,0.0,25.92,25.47,false
false,0.0,0.0,12.67,31.9,18.65,false
true,16.94,0.0,0.0,-9.15,-9.39,
false,0.0,0.0,9.81,10.83,0.78,false
false,0.0,0.0,0.0,26.46,26.02,false
false,0.0,0.0,10.58,378.85,361.25,false
false,0.0,0.0,0.0,20.91,20.6,false
false,0.0,0.0,0.0,276.2,269.37,false
false,0.0,10.65,0.0,19.34,8.25,false
false,0.0,0.0,30.05,267.02,231.96,true
false,0.0,13.02,11.57,373.9,342.01,false
false,0.0,0.0,8.5,151.18,132.83,true
false,0.0,0.0,14.56,264.2,244.57,false
false,0.0,0.0,0.0,76.07,74.26,false
false,0.0,0.0,0.0,38.04,36.48,false
false,0.0,0.0,6.1,16.7,10.2,true
false,0.0,0.0,18.81,63.19,42.64,false
false,0.0,0.0,4.68,11.51,6.38,true
false,0.0,0.0,13.49,20.76,6.85,false
false,0.0,0.0,0.0,54.61,53.55,true
false,0.0,0.0,11.24,68.56,55.97,false
true,103.63,0.0,45.1,-44.67,-91.22,
false,0.0,0.0,1.35,13.71,11.72,true
false,0.0,0.0,17.32,35.41,16.78,true
true,152.23,0.0,0.0,-47.9,-49.56,false
false,0.0,0.0,9.21,81.92,70.99,true
false,0.0,0.0,20.55,16.39,-4.45,false
false,0.0,0.0,13.79,96.24,80.46,false
false,0.0,0.0,0.0,16.91,16.53,false
false,0.0,0.0,19.82,191.72,164.13,false
false,0.0,0.0,9.24,19.78,10.09,true
false,0.0,13.72,38.61,222.13,166.25,false
false,0.0,0.0,9.06,16.31,6.85,
true,85.37,0.0,10.26,-10.14,-21.52,true
false,0.0,0.0,30.62,124.38,91.62,false
false,0.0,0.0,10.05,59.56,47.73,false
false,0.0,0.0,14.18,62.97,47.21,false
false,0.0,0.0,12.51,15.07,2.18,true
false,0.0,0.0,6.99,329.66,316.58,false
false,0.0,0.0,13.06,98.65,83.44,true
false,0.0,0.0,1.82,16.97,14.76,true
false,0.0,0.0,5.44,60.48,53.69,false
false,0.0,0.0,9.41,91.59,80.49,false
false,0.0,0.0,5.19,114.88,107.67,
false,0.0,0.0,22.8,105.66,80.99,false
false,0.0,0.0,18.63,88.98,68.37,true
false,0.0,0.0,6.15,14.04,7.49,true
false,0.0,0.0,117.94,247.77,119.04,true
true,509.68,8.13,43.1,-159.37,-217.45,false
false,0.0,0.0,34.38,19.98,-14.8,
false,0.0,0.0,17.53,17.51,-0.4,false
false,0.0,0.0,0.0,14.28,13.96,true
false,0.0,0.0,0.0,70.12,68.64,true
false,0.0,0.0,0.0,117.1,115.36,
true,39.46,0.0,1.67,-7.18,-9.34,
false,0.0,0.0,4.85,14.71,9.58,
false,0.0,0.0,6.36,15.61,8.95,false
false,0.0,0.0,0.0,34.74,33.73,false
false,0.0,0.0,0.0,25.43,24.94,
false,0.0,0.0,0.0,83.96,82.55,
false,0.0,0.0,2.45,12.94,10.14,false
false,0.0,0.0,0.33,105.79,101.16,
false,0.0,0.0,30.64,262.17,225.02,false
false,0.0,0.0,10.15,91.42,79.28,
false,0.0,0.0,25.55,28.06,2.02,false
false,0.0,0.0,0.0,6.48,6.13,
true,21.53,0.0,11.45,-8.72,-20.56,true
false,0.0,0.0,12.03,38.14,25.07,false
false,0.0,0.0,9.6,22.58,12.6,
false,0.0,0.0,8.39,9.78,1.04,
false,0.0,0.0,14.21,41.65,26.27,true
false,0.0,0.0,45.59,86.56,39.48,true
true,241.73,0.0,24.46,-173.0,-202.03,false
false,0.0,0.0,11.27,78.52,65.75,false
false,0.0,0.0,0.0,150.33,146.87,true
false,0.0,0.0,16.14,55.56,38.21,false
false,0.0,0.0,0.0,12.77,12.5,true
true,32.67,0.0,34.81,-5.9,-41.14,
false,0.0,0.0,3.14,78.31,73.47,false
false,0.0,0.0,8.91,65.98,55.77,true
false,0.0,18.48,65.05,155.34,65.13,true
false,0.0,0.0,5.38,17.84,12.02,false
false,0.0,0.0,0.0,315.58,308.5,false
false,0.0,0.0,0.0,24.8,24.42,false
false,0.0,0.0,53.8,200.94,143.72,false
false,0.0,0.0,18.82,12.83,-6.21,false
false,0.0,0.0,0.0,12.19,11.85,true
false,0.0,0.0,5.2,15.67,10.03,false
false,0.0,0.0,138.63,219.42,74.19,false
false,0.0,0.0,6.65,58.96,50.97,false
false,0.0,0.0,16.6,49.2,31.53,false
false,0.0,0.0,12.31,10.54,-2.04,true
false,0.0,0.0,10.91,22.39,11.06,true
false,0.0,0.0,8.54,68.87,58.71,false
false,0.0,0.0,0.0,21.95,21.62,false
false,0.0,0.0,23.6,31.8,7.72,true
false,0.0,0.0,11.96,308.39,286.97,true
false,0.0,0.0,0.0,84.85,83.42,false
true,128.17,0.0,5.76,-63.13,-70.38,true
true,33.75,0.0,8.7,-13.93,-22.97,false
false,0.0,0.0,0.0,115.41,113.47,false
false,0.0,0.0,4.95,53.18,47.11,
false,0.0,0.0,11.81,75.13,62.01,
false,0.0,0.0,32.22,59.23,24.87,true
false,0.0,0.0,0.0,17.7,17.41,
false,0.0,0.0,0.0,28.92,28.2,false
false,0.0,0.0,26.82,98.14,69.57,false
false,0.0,0.0,18.52,82.93,62.81,false
false,0.0,0.0,19.0,245.52,221.6,true
false,0.0,0.0,28.73,58.31,27.96,
true,463.79,0.0,1.58,-159.55,-166.31,
false,0.0,0.0,19.26,84.26,63.24,false
false,0.0,0.0,0.0,20.49,20.05,false
false,0.0,0.0,10.74,21.79,10.67,false
true,528.78,0.0,20.51,-248.39,-274.65,false
false,0.0,0.0,0.0,13.54,13.08,true
false,0.0,0.0,0.0,16.06,15.69,true
false,0.0,0.0,16.11,74.26,56.34,false
false,0.0,0.0,29.01,66.41,32.87,true
false,0.0,0.0,13.63,67.96,53.22,true
false,0.0,0.0,3.62,10.69,6.71,false
false,0.0,0.0,34.45,28.27,-6.77,
false,0.0,0.0,0.0,31.66,30.92,false
false,0.0,0.0,0.0,291.88,286.84,true
false,0.0,0.0,0.0,22.35,21.88,false
false,0.0,0.0,13.29,23.67,9.97,true
false,0.0,0.0,1.61,79.78,76.69,false
false,0.0,0.0,0.0,19.36,18.94,false
false,0.0,0.0,4.63,15.0,9.94,false
false,0.0,0.0,10.8,17.72,6.49,false
false,0.0,0.0,0.0,82.15,76.74,false
false,0.0,0.0,15.84,255.31,234.78,false
false,0.0,0.0,49.92,22.37,-29.03,false
false,0.0,0.0,1.82,26.47,24.19,false
false,0.0,0.0,1.22,19.33,17.74,false
false,0.0,0.0,3.19,92.62,79.64,false
false,0.0,0.0,7.97,7.39,-0.78,true
false,0.0,0.0,33.73,20.75,-13.4,false
false,0.0,0.0,2.66,20.4,17.3,false
false,0.0,0.0,0.0,94.66,92.83,false
false,0.0,0.0,28.39,20.62,-8.13,true
false,0.0,0.0,7.29,17.58,9.94,false
false,0.0,0.0,0.31,114.16,111.99,true
false,0.0,0.0,17.56,36.89,18.56,true
false,0.0,0.0,0.14,12.01,11.62,false
false,0.0,0.0,32.5,8.87,-23.86,false
false,0.0,0.0,0.0,30.36,29.16,false
false,0.0,0.0,0.0,343.5,337.95,false
false,0.0,0.0,2.09,195.87,189.57,false
false,0.0,0.0,6.79,21.26,14.01,false
true,22.94,0.0,30.88,-9.11,-40.3,false
false,0.0,0.0,6.96,94.76,86.0,true
true,472.39,0.0,0.0,-180.37,-186.15,false
false,0.0,0.0,13.45,72.01,57.05,false
false,0.0,0.0,2.26,10.05,7.41,false
false,0.0,0.0,0.0,21.61,21.24,false
false,0.0,0.0,6.63,42.45,33.92,true
false,0.0,0.0,3.53,16.26,12.37,true
true,33.64,0.0,13.25,-7.99,-21.65,
false,0.0,0.0,0.0,315.18,309.82,false
false,0.0,0.0,0.0,294.83,289.05,false
false,0.0,0.0,4.68,51.34,45.22,true
false,0.0,0.0,22.95,11.49,-11.71,true
false,0.0,0.0,14.21,13.81,-0.87,true
false,0.0,0.0,23.39,195.36,167.28,
false,0.0,0.0,50.49,33.21,-18.78,true
false,0.0,0.0,6.12,96.54,88.58,true
false,0.0,0.0,2.73,111.34,106.52,true
false,0.0,0.0,1.33,23.53,21.77,false
false,0.0,13.47,0.11,338.15,316.73,
false,0.0,0.0,21.46,77.04,54.16,true
false,0.0,0.0,0.0,222.64,218.09,true
false,0.0,0.0,0.0,89.47,88.02,
false,0.0,0.0,6.5,90.11,81.83,false
false,0.0,0.0,9.85,82.13,70.81,false
false,0.0,0.0,0.0,13.07,12.76,false
false,0.0,0.0,66.15,42.0,-25.7,false
false,0.0,0.0,17.51,56.93,38.22,
false,0.0,0.0,14.63,300.9,278.71,true
false,0.0,0.0,0.0,19.7,19.2,false
false,0.0,0.0,27.57,79.09,50.0,true
false,0.0,0.0,18.21,262.76,239.04,false
false,0.0,0.0,20.9,22.48,1.2,false
false,0.0,0.0,14.0,48.93,32.48,true
false,0.0,0.0,7.47,54.31,45.88,false
false,0.0,0.0,0.0,15.84,15.52,true
false,0.0,17.93,23.5,29.15,-12.82,false
false,0.0,0.0,26.29,45.46,17.64,false
false,0.0,0.0,4.81,36.98,31.38,false
false,0.0,0.0,1.76,36.45,33.55,false
false,0.0,0.0,7.41,84.37,75.57,false
false,0.0,0.0,4.91,25.31,19.88,false
false,0.0,0.0,11.54,23.94,11.96,false
false,0.0,0.0,0.77,227.22,220.85,true
false,0.0,0.0,12.07,20.83,8.32,false
false,0.0,0.0,30.19,110.07,77.92,false
false,0.0,0.0,11.7,51.91,38.99,true
false,0.0,0.0,10.45,22.83,11.97,false
false,0.0,0.0,0.4,21.59,20.68,false
false,0.0,0.0,3.72,10.7,6.57,true
false,0.0,0.0,8.88,257.8,243.9,false
false,0.0,0.0,8.31,9.02,0.39,false
false,0.0,0.0,2.98,21.99,18.59,false
false,0.0,47.4,83.84,178.19,39.47,true
false,0.0,0.0,10.24,17.17,6.59,false
false,0.0,0.0,2.48,55.23,51.41,true
false,0.0,0.0,12.07,352.9,333.64,true
false,0.0,0.0,12.0,16.28,3.99,false
false,0.0,0.0,0.0,56.57,55.29,true
false,0.0,0.0,9.0,19.15,9.79,false
false,0.0,0.0,0.0,133.82,128.63,true
false,0.0,0.0,0.0,80.03,75.14,true
false,0.0,0.0,7.31,19.89,12.18,
false,0.0,0.0,3.4,47.41,42.68,false
false,0.0,0.0,27.13,161.91,118.88,false
false,0.0,0.0,0.79,28.89,27.66,false
false,0.0,0.0,0.0,36.67,35.43,false
false,0.0,0.0,0.0,14.76,14.53,false
false,0.0,0.0,3.01,78.99,74.69,false
false,0.0,0.0,7.32,233.62,220.48,false
false,0.0,0.0,14.31,28.27,13.32,true
false,0.0,0.0,0.0,101.38,94.75,false
false,0.0,0.0,30.6,77.23,45.41,false
false,0.0,0.0,9.41,75.8,64.67,false
false,0.0,0.0,0.12,20.89,20.4,false
false,0.0,0.0,10.04,13.77,3.51,false
false,0.0,0.0,5.45,56.95,50.13,true
false,0.0,0.0,1.13,81.45,78.9,false
false,0.0,0.0,0.0,63.09,58.63,true
false,0.0,0.0,22.43,18.32,-4.55,true
false,0.0,0.0,0.0,23.03,22.4,false
true,326.53,0.0,0.1,-135.4,-140.52,false
false,0.0,0.0,11.1,15.21,3.75,false
false,0.0,0.0,21.75,10.14,-12.06,false
false,0.0,0.0,1.31,19.27,17.6,false
false,0.0,0.0,8.69,123.11,111.39,true
false,0.0,0.0,9.18,348.36,331.83,false
false,0.0,0.0,12.12,14.97,2.38,
false,0.0,0.0,14.15,7.62,-7.0,
false,0.0,0.0,29.02,113.54,82.64,true
false,0.0,44.14,40.94,99.18,12.46,false
false,0.0,0.0,5.68,200.32,188.08,true
false,0.0,19.45,0.0,241.51,216.64,false
false,0.0,0.0,4.31,104.34,93.83,true
false,0.0,0.0,8.57,49.07,39.56,false
false,0.0,0.0,0.0,99.09,97.29,true
false,0.0,0.0,0.0,14.96,14.67,false
false,0.0,0.0,0.0,27.57,27.13,true
false,0.0,0.0,27.2,279.19,246.44,false
false,0.0,0.0,5.54,18.09,12.08,false
false,0.0,0.0,6.86,23.97,16.69,false
false,0.0,0.0,0.0,45.74,44.24,false
false,0.0,0.0,0.0,359.89,348.78,false
false,0.0,0.0,31.02,339.92,303.45,false
false,0.0,0.0,3.79,419.73,409.34,
false,0.0,0.0,0.0,48.58,47.38,false
false,0.0,0.0,5.95,18.28,11.98,false
false,0.0,0.0,0.0,95.59,92.74,true
false,0.0,0.0,0.0,25.67,25.2,false
false,0.0,0.0,7.61,134.35,124.74,false
false,0.0,0.0,1.13,20.29,18.67,true
false,0.0,0.0,3.27,101.47,91.84,false
false,0.0,0.0,36.67,12.85,-24.17,true
false,0.0,0.0,0.0,47.93,46.64,false
false,0.0,0.0,22.85,39.02,14.95,true
false,0.0,0.0,15.75,18.16,1.96,false
false,0.0,0.0,6.19,66.29,58.9,true
false,0.0,18.87,43.35,7.7,-54.79,false
false,0.0,0.0,4.63,26.12,21.08,false
false,0.0,0.0,22.19,217.5,190.13,false
false,0.0,0.0,13.54,19.01,5.0,
false,0.0,0.0,6.42,23.46,16.66,false
false,0.0,0.0,6.26,19.62,12.73,true
false,0.0,0.0,0.0,82.1,80.78,false
true,36.24,0.0,2.06,-14.4,-16.87,false
false,0.0,0.0,5.19,16.75,11.22,false
false,0.0,0.0,5.3,30.05,24.2,false
false,0.0,0.0,0.0,14.32,13.96,false
false,0.0,0.0,7.52,19.12,11.19,false
false,0.0,0.0,8.08,66.0,56.87,false
false,0.0,0.0,18.36,103.23,80.64,
false,0.0,19.2,23.43,329.19,280.32,false
false,0.0,0.0,4.37,20.96,16.19,false
false,0.0,0.0,9.2,176.0,163.51,false
false,0.0,0.0,14.0,17.87,3.55,false
false,0.0,0.0,23.61,56.91,32.11,true
false,0.0,0.0,0.0,234.21,230.22,false
false,0.0,0.0,40.49,18.92,-22.27,false
false,0.0,0.0,8.06,11.84,3.37,false
false,0.0,0.0,0.0,14.06,13.51,
false,0.0,0.0,7.52,16.2,8.36,false
false,0.0,0.0,11.42,14.84,2.87,false
false,0.0,0.0,5.01,30.21,24.2,true
false,0.0,0.0,23.53,15.42,-8.41,true
false,0.0,0.0,7.0,19.43,12.05,false
false,0.0,0.0,5.43,22.8,16.95,true
false,0.0,0.0,0.0,6.7,6.39,false
true,367.19,0.0,29.43,-139.47,-173.94,false
false,0.0,0.0,1.18,16.39,14.91,false
false,0.0,0.0,16.26,173.71,151.35,false
false,0.0,0.0,0.0,17.55,17.17,false
false,0.0,0.0,0.0,73.92,72.73,false
false,0.0,0.0,6.09,32.3,24.55,false
false,0.0,0.0,13.06,297.93,279.84,true
false,0.0,0.0,8.25,363.36,346.63,true
false,0.0,0.0,0.0,9.49,9.12,false
true,38.16,0.0,0.3,-15.3,-16.25,false
false,0.0,0.0,9.37,18.49,8.81,false
false,0.0,0.0,0.0,83.89,80.82,false
false,0.0,0.0,9.79,10.07,-0.05,true
false,0.0,0.0,0.0,59.98,58.42,true
false,0.0,0.0,40.9,21.2,-20.05,true
false,0.0,0.0,15.14,16.33,0.84,true
false,0.0,0.0,10.17,18.91,8.36,
false,0.0,0.0,0.0,101.85,100.28,true
false,0.0,0.0,0.0,15.49,15.16,false
false,0.0,0.0,22.18,19.15,-3.48,true
false,0.0,0.0,24.44,20.49,-4.38,false
true,31.96,0.0,0.0,-8.18,-8.69,true
false,0.0,0.0,0.0,26.54,26.07,true
true,34.53,0.0,21.66,-9.35,-32.04,false
false,0.0,0.0,29.81,390.71,354.04,false
false,0.0,0.0,0.0,76.98,75.56,false
false,0.0,0.0,0.0,26.38,25.94,false
false,0.0,0.0,18.26,20.47,1.77,false
false,0.0,0.0,0.0,263.02,258.22,false
false,0.0,0.0,5.52,48.0,41.5,false
false,0.0,0.0,0.0,22.3,21.7,false
false,0.0,0.0,9.24,367.1,349.89,true
false,0.0,0.0,13.65,103.38,87.85,true
false,0.0,0.0,0.0,27.67,26.42,true
true,20.77,0.0,1.18,-9.12,-10.69,false
false,0.0,0.0,11.22,20.33,8.75,
false,0.0,0.0,0.0,21.77,21.3,false
false,0.0,0.0,20.2,26.39,5.67,true
false,0.0,0.0,20.03,20.57,0.18,
false,0.0,0.0,3.45,25.64,21.75,false
false,0.0,0.0,11.64,14.34,2.39,false
true,21.38,0.0,14.92,-6.06,-21.28,false
false,0.0,0.0,0.0,19.49,19.01,false
false,0.0,0.0,10.03,22.5,12.02,false
false,0.0,0.0,4.95,180.5,172.51,true
false,0.0,0.0,0.0,17.73,17.45,true
false,0.0,0.0,12.1,3.47,-8.84,
false,0.0,0.0,27.1,41.27,12.76,false
false,0.0,0.0,20.01,12.44,-8.03,true
false,0.0,0.0,0.66,19.04,18.1,false
false,0.0,0.0,12.41,123.56,109.05,false
false,0.0,0.0,13.45,18.86,5.07,false
false,0.0,0.0,4.81,18.63,13.3,false
false,0.0,0.0,12.9,89.33,74.76,true
true,38.11,0.0,9.96,-14.17,-24.59,false
false,0.0,0.0,0.0,53.52,52.33,false
false,0.0,0.0,5.39,47.46,40.93,false
false,0.0,0.0,11.02,210.22,194.42,false
false,0.0,0.0,6.34,15.07,8.31,
false,0.0,0.0,1.39,23.93,22.12,true
false,0.0,0.0,0.0,21.11,20.75,true
false,0.0,0.0,18.53,47.71,27.5,false
false,0.0,0.0,0.0,165.61,162.87,false
false,0.0,0.0,0.0,16.9,16.57,true
false,0.0,0.0,21.51,67.69,42.26,false
false,0.0,0.0,5.89,23.95,17.45,false
false,0.0,33.84,35.19,34.82,-36.16,true
false,0.0,0.0,0.0,237.48,232.11,false
false,0.0,0.0,11.34,22.01,10.3,false
false,0.0,0.0,11.57,77.0,63.9,false
false,0.0,0.0,7.06,10.74,3.24,
false,0.0,0.0,3.35,66.77,62.36,false
false,0.0,0.0,42.69,9.32,-33.62,true
false,0.0,0.0,0.0,353.06,347.16,false
false,0.0,0.0,11.95,396.58,374.02,false
false,0.0,0.0,14.82,17.33,2.15,false
false,0.0,0.0,4.36,22.65,17.26,false
false,0.0,0.0,11.61,108.2,94.48,true
false,0.0,0.0,1.75,27.57,25.4,
false,0.0,0.0,18.33,17.61,-1.04,true
false,0.0,0.0,37.59,219.82,177.15,true
false,0.0,0.0,23.81,28.51,3.19,
false,0.0,0.0,11.08,15.6,4.19,
false,0.0,0.0,12.11,237.02,218.42,true
false,0.0,0.0,26.42,78.8,50.68,true
false,0.0,0.0,20.38,291.35,266.17,false
false,0.0,0.0,30.95,23.71,-7.69,true
false,0.0,0.0,36.35,12.22,-24.59,
false,0.0,0.0,8.25,12.52,3.77,false
false,0.0,0.0,9.69,18.65,8.62,false
false,0.0,0.0,15.75,93.11,75.72,false
false,0.0,0.0,9.11,19.68,10.22,true
false,0.0,0.0,15.3,50.47,34.19,false
false,0.0,0.0,3.59,65.03,60.12,true
false,0.0,0.0,9.12,20.59,11.05,false
false,0.0,0.0,0.0,22.87,22.4,false
false,0.0,0.0,7.26,17.39,9.75,false
false,0.0,0.0,11.32,14.2,2.57,true
false,0.0,0.0,0.0,27.05,26.57,true
false,0.0,0.0,8.0,29.87,21.41,
false,0.0,0.0,13.26,28.78,15.08,
false,0.0,0.0,5.75,281.66,271.15,true
false,0.0,0.0,0.0,15.23,14.98,false
false,0.0,0.0,2.34,72.58,68.79,true
false,0.0,0.0,25.97,32.54,6.04,false
false,0.0,0.0,4.27,77.72,72.23,false
false,0.0,0.0,13.68,13.35,-0.69,true
true,509.47,0.0,29.2,-74.98,-111.2,
false,0.0,0.0,17.53,183.5,161.2,false
false,0.0,0.0,0.0,19.52,19.05,false
false,0.0,0.0,0.0,7.64,7.2,false
false,0.0,0.0,0.0,17.26,16.87,false
false,0.0,0.0,25.63,11.33,-14.75,false
false,0.0,0.0,0.0,65.65,64.26,false
false,0.0,0.0,2.9,23.02,19.74,true
false,0.0,0.0,1.48,36.0,33.27,false
false,0.0,0.0,0.37,97.5,95.49,false
false,0.0,0.0,14.57,28.29,13.16,false
false,0.0,0.0,2.33,15.15,12.31,false
false,0.0,0.0,0.0,15.25,14.73,true
false,0.0,0.0,4.61,6.76,1.59,false
false,0.0,0.0,31.61,117.92,82.99,false
false,0.0,0.0,0.0,79.97,78.36,false
false,0.0,0.0,1.15,59.02,56.82,true
false,0.0,0.0,5.51,23.5,17.45,true
false,0.0,0.0,7.78,112.08,102.6,true
false,0.0,0.0,0.3,62.8,60.54,true
false,0.0,0.0,0.0,22.56,22.18,true
false,0.0,0.0,5.55,24.74,18.76,false
false,0.0,0.0,0.0,28.64,28.17,true
false,0.0,0.0,0.0,25.3,24.66,false
false,0.0,0.0,2.93,63.87,59.66,
false,0.0,0.0,0.0,10.31,10.08,true
false,0.0,0.0,4.62,18.7,13.66,false
false,0.0,0.0,2.35,59.44,55.22,true
false,0.0,0.0,18.63,83.12,63.03,false
false,0.0,0.0,0.0,68.7,67.49,false
false,0.0,0.0,0.0,300.95,290.92,false
false,0.0,0.0,6.59,195.12,184.65,true
false,0.0,0.0,13.66,8.07,-5.87,false
false,0.0,17.82,38.53,54.17,-3.6,false
false,0.0,0.0,0.0,32.17,31.68,true
false,0.0,0.0,5.3,6.42,0.89,false
false,0.0,0.0,0.0,12.98,12.69,false
false,0.0,0.0,12.87,85.06,70.71,true
false,0.0,0.0,26.44,99.83,71.34,true
false,0.0,0.0,27.41,19.33,-8.43,true
false,0.0,0.0,15.92,23.78,7.4,false
false,0.0,0.0,14.84,32.09,16.69,false
false,0.0,0.0,11.86,67.79,54.74,false
false,0.0,0.0,8.15,26.03,17.38,false
false,0.0,0.0,0.13,17.34,16.91,false
false,0.0,10.66,0.0,31.13,19.26,false
false,0.0,0.0,0.0,23.68,23.11,false
false,0.0,0.0,17.56,15.57,-2.39,true
false,0.0,0.0,50.48,100.64,48.56,true
false,0.0,0.0,26.35,29.06,1.61,false
false,0.0,0.0,8.26,53.34,44.14,true
false,0.0,0.0,9.25,20.9,10.48,false
false,0.0,0.0,22.47,23.77,0.91,false
false,0.0,0.0,14.18,21.23,6.73,false
false,0.0,0.0,3.27,22.67,18.95,true
false,0.0,0.0,6.59,21.86,14.8,
false,0.0,0.0,0.0,14.72,14.41,false
false,0.0,0.0,15.28,64.13,47.7,true
false,0.0,0.0,8.7,427.18,410.29,false
false,0.0,0.0,0.0,74.14,72.86,false
false,0.0,0.0,0.0,8.22,7.81,false
false,0.0,0.0,2.12,23.58,21.04,true
false,0.0,0.0,6.1,281.31,270.38,true
false,0.0,0.0,20.21,16.27,-4.26,false
false,0.0,0.0,17.44,93.37,71.04,false
